name,activity,address,postcode,area_name,area_code,lon,lat
Reel Leisure Limited,Adult Gaming Centre,"Reel Time, Unit 2, 100/102 Church Street, Eccles, Manchester",M30 0LH,Salford,E0800006,-2.337072,53.482968
Luxury Leisure,Adult Gaming Centre,"Admiral, 9 Union Terrace, Bury Old Road, Salford",M7 4ZH,Salford,E0800006,-2.245864,53.512583
Luxury Leisure,Adult Gaming Centre,"Nobles Amusements, Unit 1, 15 The Mall, Eccles, Manchester",M30 0EA,Salford,E0800006,-2.336505,53.483867
Fraser Capital Management Limited,Bingo,"Club 3000, Unit 212, First Floor, Upper Lady Harriet Walk, Bolton Road, Worsley, Manchester",M28 3TZ,Salford,E0800006,-2.40025,53.525432
Gala Leisure Limited,Bingo,"Gala Clubs, (Area 1) Hankinson Way, Salford",M6 5JA,Salford,E0800006,-2.28663,53.488879
Gala Leisure Limited,Bingo,"Gala Clubs, Hankinson Way, Salford",M6 5JA,Salford,E0800006,-2.28663,53.488879
Coral Racing Limited,Betting Shop,"Coral Racing Ltd, 35-37 Church Street, Eccles, Manchester",M30 0BJ,Salford,E0800006,-2.335435,53.483691
Coral Racing Limited,Betting Shop,"Coral Racing Ltd, 5 The Parade, Swinton, Manchester",M27 4BH,Salford,E0800006,-2.338782,53.512435
Coral Racing Limited,Betting Shop,"Coral Racing Ltd, Unit 61, Ellesmere Shopping Centre, Bolton Road, Worsley, Manchester",M28 3ZD,Salford,E0800006,-2.400262,53.525045
William Hill Organization Limited,Betting Shop,"William Hill, 602 Bolton Road Pendlebury, Swinton, Manchester",M27 4ET,Salford,E0800006,-2.330998,53.517599
William Hill Organization Limited,Betting Shop,"William Hill, 12 Union Terrace, Bury Old Road, Salford",M7 4ZH,Salford,E0800006,-2.245864,53.512583
William Hill Organization Limited,Betting Shop,"William Hill, 132 Walkden Road, Manchester",M28 7DP,Salford,E0800006,-2.396418,53.519034
William Hill Organization Limited,Betting Shop,"William Hill, 161 Langworthy Road, Salford",M6 5PW,Salford,E0800006,-2.295174,53.486395
William Hill Organization Limited,Betting Shop,"William Hill, 243 Manchester Road, Swinton, Manchester",M27 4TT,Salford,E0800006,-2.331361,53.508053
William Hill Organization Limited,Betting Shop,"William Hill, 375 Bolton Road, Salford",M6 7NJ,Salford,E0800006,-2.308735,53.500671
William Hill Organization Limited,Betting Shop,"William Hill, 465 Chorley Road, Manchester",M27 9RH,Salford,E0800006,-2.351199,53.516866
William Hill Organization Limited,Betting Shop,"William Hill, 47-48 Market Way, Salford",M6 5HG,Salford,E0800006,-2.288208,53.488129
William Hill Organization Limited,Betting Shop,"William Hill, 505-507 Liverpool Street, Salford",M6 5QQ,Salford,E0800006,-2.296843,53.483785
William Hill Organization Limited,Betting Shop,"William Hill, 547 Liverpool Road, Irlam, Manchester",M44 6ZT,Salford,E0800006,-2.427519,53.438354
William Hill Organization Limited,Betting Shop,"William Hill, 56 Church Street, Eccles, Manchester",M30 0DF,Salford,E0800006,-2.335067,53.484771
William Hill Organization Limited,Betting Shop,"William Hill, Unit 9, Hulton District Centre, Worsley, Manchester",M28 0BA,Salford,E0800006,-2.422182,53.529887
William Hill Organization Limited,Betting Shop,"William Hill, Unit C, 311 Liverpool Road, Eccles, Manchester",M30 0QN,Salford,E0800006,-2.357027,53.481544
Cashino Gaming Limited,Adult Gaming Centre,"Cashino Gaming Limited, Unit 1, 15 The Mall, Eccles, Manchester",M30 0EA,Salford,E0800006,-2.336505,53.483867
I Lewis (Commission Agents) Limited,Betting Shop,"Lewis Bookmakers, 100-102 Castle Street, Stockport",SK3 9AL,Stockport,E0800007,-2.168383,53.401628
I Lewis (Commission Agents) Limited,Betting Shop,"Lewis Bookmakers, 6-8 Broadstone Road, Stockport",SK5 7AE,Stockport,E0800007,-2.161432,53.436765
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 101 London Road, Hazel Grove, Stockport",SK7 4AX,Stockport,E0800007,-2.124228,53.382258
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 111 Princes Street, Stockport",SK1 1RW,Stockport,E0800007,-2.16171,53.411058
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 19 Warren Street, Stockport",SK1 1UD,Stockport,E0800007,-2.157474,53.412663
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 236 Finney Lane, Heald Green, Cheadle",SK8 3QA,Stockport,E0800007,-2.232043,53.370178
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 3 Fiveways Parade, Hazel Grove, Stockport",SK7 6DG,Stockport,E0800007,-2.114222,53.367913
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, Unit 30B, Cheadle Hulme Shopping Precinc, Cheadle",SK8 5AF,Stockport,E0800007,-2.189269,53.376914
Talarius Limited,Adult Gaming Centre,"Quicksilver, Winners Gold Room, 73-75 Princes Street, Stockport",SK1 1RW,Stockport,E0800007,-2.16171,53.411058
Talarius Limited,Adult Gaming Centre,"Winners, 73-75 Princes Street, Stockport",SK1 1RJ,Stockport,E0800007,-2.162222,53.411174
Ladbrokes Betting & Gaming Limited,Betting Shop,"Ladbrokes, 1 Church Road, Gatley, Cheadle",SK8 4NG,Stockport,E0800007,-2.235845,53.39186
Ladbrokes Betting & Gaming Limited,Betting Shop,"Ladbrokes, 16-18 Great Underbank, Stockport",SK1 1LW,Stockport,E0800007,-2.158493,53.411475
Ladbrokes Betting & Gaming Limited,Betting Shop,"Ladbrokes, Unit 1, Woodley Precinct, Woodley, Stockport",SK6 1RJ,Stockport,E0800007,-2.101211,53.426162
Reel Leisure Limited,Adult Gaming Centre,"Reel Time, Unit 1 , 17-19 Great Underbank, Stockport",SK1 1LF,Stockport,E0800007,-2.157816,53.411575
Reel Leisure Limited,Adult Gaming Centre,"Reel Time, Unit 2 , 17-19 Great Underbank, Stockport",SK1 1LF,Stockport,E0800007,-2.157816,53.411575
Reel Leisure Limited,Adult Gaming Centre,"Reel Time, Unit 3 , 17-19 Great Underbank, Stockport",SK1 1LF,Stockport,E0800007,-2.157816,53.411575
Reel Leisure Limited,Adult Gaming Centre,"Reel Time, Unit 4, 17-19 Great Underbank, Stockport",SK1 1LF,Stockport,E0800007,-2.157816,53.411575
David Pluck (North West) Limited,Betting Shop,"David Pluck Bookmakers, 42 High Street, Cheadle",SK8 1AE,Stockport,E0800007,-2.21619,53.394648
David Pluck (North West) Limited,Betting Shop,"David Pluck Racing, 349 Buxton Road, Stockport",SK2 7NL,Stockport,E0800007,-2.136591,53.388815
Gala Leisure Limited,Bingo,"Gala Clubs, 30 Newbridge Lane, Stockport",SK1 2NA,Stockport,E0800007,-2.150384,53.411369
Gala Leisure Limited,Bingo,"Gala Clubs, Area 2, 30 Newbridge Lane, Stockport",SK1 2NA,Stockport,E0800007,-2.150384,53.411369
Gala Leisure Limited,Bingo,"Gala Clubs, Area 3, 30 Newbridge Lane, Stockport",SK1 2NA,Stockport,E0800007,-2.150384,53.411369
Gala Leisure Limited,Bingo,"Gala Clubs, Area 4, 30 Newbridge Lane, Stockport",SK1 2NA,Stockport,E0800007,-2.150384,53.411369
Coral Racing Limited,Betting Shop,"Coral, 95 Church Lane, Marple, Stockport",SK6 7AW,Stockport,E0800007,-2.066006,53.393666
Coral Racing Limited,Betting Shop,"Coral Bookmakers, 108 Heaton Moor Road, Stockport",SK4 4NZ,Stockport,E0800007,-2.18335,53.423546
Coral Racing Limited,Betting Shop,"Coral Bookmakers Paul Dean Bookmakers, 478 Didsbury Road, Stockport",SK4 3BS,Stockport,E0800007,-2.205509,53.412338
Coral Racing Limited,Betting Shop,"Coral Racing Ltd, 21 The Precinct, Romiley, Stockport",SK6 4EA,Stockport,E0800007,-2.08597,53.413822
Coral Racing Limited,Betting Shop,"Coral Racing Ltd, 258 Finney Lane, Heald Green, Cheadle",SK8 3QD,Stockport,E0800007,-2.234718,53.370308
Coral Racing Limited,Betting Shop,"Corals, 162 Higher Bents Lane, Bredbury, Stockport",SK6 2LU,Stockport,E0800007,-2.105971,53.416154
Coral Racing Limited,Adult Gaming Centre,"Showboat Casino Slots, 1a Princes Street, Stockport",SK1 1SL,Stockport,E0800007,-2.159502,53.412246
William Hill Organization Limited,Betting Shop,"William Hill, 140 Lisburne Lane, Stockport",SK2 5RH,Stockport,E0800007,-2.12364,53.397369
William Hill Organization Limited,Betting Shop,"William Hill, 153 Councillor Lane, Cheadle",SK8 2JE,Stockport,E0800007,-2.194159,53.391081
William Hill Organization Limited,Betting Shop,"William Hill, 154-156 Grenville Street, Stockport",SK3 9EU,Stockport,E0800007,-2.170052,53.401707
William Hill Organization Limited,Betting Shop,"William Hill, 17 Castle Street, Stockport",SK3 9AT,Stockport,E0800007,-2.165015,53.402029
William Hill Organization Limited,Betting Shop,"William Hill, 18 Princes Street, Stockport",SK1 1SE,Stockport,E0800007,-2.159865,53.412462
William Hill Organization Limited,Betting Shop,"William Hill, 186-188 London Road, Hazel Grove, Stockport",SK7 4DQ,Stockport,E0800007,-2.121936,53.379834
William Hill Organization Limited,Betting Shop,"William Hill, 19 High Street, Cheadle",SK8 1AX,Stockport,E0800007,-2.214146,53.394733
William Hill Organization Limited,Betting Shop,"William Hill, 226 Moss Lane, Bramhall, Stockport",SK7 1BD,Stockport,E0800007,-2.1681,53.356785
William Hill Organization Limited,Betting Shop,"William Hill, 276 Adswood Road, Stockport",SK3 8PN,Stockport,E0800007,-2.169883,53.389393
William Hill Organization Limited,Betting Shop,"William Hill, 41 Woodley Precinct, Woodley, Stockport",SK6 1RJ,Stockport,E0800007,-2.101211,53.426162
William Hill Organization Limited,Betting Shop,"William Hill, 418-420 Manchester Road, Stockport",SK4 5BY,Stockport,E0800007,-2.175063,53.427955
William Hill Organization Limited,Betting Shop,"William Hill, 5-9 Leamington Road, Stockport",SK5 6BD,Stockport,E0800007,-2.161254,53.437449
William Hill Organization Limited,Betting Shop,"William Hill, 604-608 Gorton Road, Stockport",SK5 6RE,Stockport,E0800007,-2.157535,53.453444
William Hill Organization Limited,Betting Shop,"William Hill, 64-66 Buxton Road, Stockport",SK2 6NB,Stockport,E0800007,-2.150662,53.396421
William Hill Organization Limited,Betting Shop,"William Hill, 8 Little Underbank, Stockport",SK1 1JT,Stockport,E0800007,-2.157345,53.410873
William Hill Organization Limited,Betting Shop,"William Hill, Brinnignton Shopping Centre, 7-8 Exeter Road, Stockport",SK5 8BA,Stockport,E0800007,-2.135581,53.425768
Tote (Successor Company) Limited,Betting Shop,"Totesport, 32 Gorton Road, Stockport",SK5 6AE,Stockport,E0800007,-2.159418,53.438133
Casino 36 Limited,Casino,"Casino 36 Limited, Cheshire Sporting Club Ltd, 36 St Petersgate, Stockport",SK1 1HD,Stockport,E0800007,-2.157962,53.410361
Grosvenor Casinos (GC) Limited,Casino,"Stockport Grosvenor Casino, 59 Wellington Street, Stockport",SK1 3AD,Stockport,E0800007,-2.158733,53.407815
I Lewis (Commission Agents) Limited,Betting Shop,"Lewis Bookmakers, 2-2A Stockport Road, Denton, Manchester",M34 6DA,Tameside,E0800008,-2.113826,53.455939
I Lewis (Commission Agents) Limited,Betting Shop,"Lewis Bookmakers, 5/7 Stockport Road, Denton, Manchester",M34 6DB,Tameside,E0800008,-2.113344,53.455741
Power Leisure Bookmakers Limited,Betting Shop,"Paddy Power, 39 Warrington Street, Ashton-Under-Lyne",OL6 7JG,Tameside,E0800008,-2.094245,53.488501
Power Leisure Bookmakers Limited,Betting Shop,"Paddy Power, Ground Floor 5 Market Place, Hyde",SK14 2LX,Tameside,E0800008,-2.078368,53.451696
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 101 Haughton Green Road, Denton, Manchester",M34 7GR,Tameside,E0800008,-2.097754,53.441472
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 16A Market Place, Hyde",SK14 2QU,Tameside,E0800008,-2.077705,53.451384
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 177-179 Stockport Road, Denton, Manchester",M34 6AQ,Tameside,E0800008,-2.110802,53.45116
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 2 Bennett Street, Hyde",SK14 4TQ,Tameside,E0800008,-2.076627,53.462889
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, Unit 16A, Katherine Street, Arcades Shopping Centre, Ashton-Under-Lyme",OL6 7JE,Tameside,E0800008,-2.096568,53.489362
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, Unit 16C, Katherine Street, Arcades Shopping Centre, Ashton-Under-Lyme",OL6 7JE,Tameside,E0800008,-2.096568,53.489362
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, Unit 4, The Arcades, Warrington Street, Ashton-Under-Lyne",OL6 7JD,Tameside,E0800008,-2.096569,53.489346
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, Unit 40, The Arcades, Warrington Street, Ashton-Under-Lyne",OL6 7JD,Tameside,E0800008,-2.096569,53.489346
Ladbrokes Betting & Gaming Limited,Betting Shop,"Ladbrokes, 131 Market Street, Droylsden, Manchester",M43 7AR,Tameside,E0800008,-2.145323,53.480297
Ladbrokes Betting & Gaming Limited,Betting Shop,"Ladbrokes, 17 Market Street, Hyde",SK14 2AD,Tameside,E0800008,-2.080869,53.452244
Ladbrokes Betting & Gaming Limited,Betting Shop,"Ladbrokes, 20,22 Queens Walk, Droylsden, Manchester",M43 7AR,Tameside,E0800008,-2.145323,53.480297
Ladbrokes Betting & Gaming Limited,Betting Shop,"Ladbrokes, 34, 36 & 38 Grosvenor Street, Stalybridge",SK15 2JN,Tameside,E0800008,-2.056935,53.481282
Ladbrokes Betting & Gaming Limited,Betting Shop,"Ladbrokes, 36-38 Staveleigh Mall, Ladysmith Centre, Ashton-Under-Lyne",OL6 7JJ,Tameside,E0800008,-2.095873,53.488761
Ladbrokes Betting & Gaming Limited,Betting Shop,"Ladbrokes, 92 Market Street, Hyde",SK14 1ES,Tameside,E0800008,-2.078847,53.450106
Luxury Leisure,Adult Gaming Centre,"Luxary Leisure, 41-47 Market Avenue, Ashton-Under_lyme",OL6 6BT,Tameside,E0800008,-2.092904,53.488745
Cosmo Leisure Limited,Bingo,"Cosmo Bingo Club, 62-64 Market Street, Stalybridge",SK15 2AB,Tameside,E0800008,-2.057527,53.483942
David Pluck (North West) Limited,Betting Shop,"David Pluck Racing, 105-107 Reddish Lane, Denton, Manchester",M34 2NF,Tameside,E0800008,-2.158111,53.454585
David Pluck (North West) Limited,Betting Shop,"David Pluck Racing, 130-132 Market Street, Droylsden, Manchester",M43 7AA,Tameside,E0800008,-2.144872,53.480309
David Pluck (North West) Limited,Betting Shop,"David Pluck Racing, Unit 1 28-36 Melbourne Street, Stalybridge",SK15 2JJ,Tameside,E0800008,-2.057161,53.482125
Gala Leisure Limited,Bingo,"Gala Bingo - Ashton-under-Lyne, 108 Wellington Road, Ashton-Under-Lyne",OL6 6DJ,Tameside,E0800008,-2.097734,53.491251
Coral Racing Limited,Betting Shop,"Coral, 174 Talbot Road, Hyde",SK14 4HJ,Tameside,E0800008,-2.061235,53.464301
Coral Racing Limited,Betting Shop,"Coral, Unit 4, Valley Parade, Hattersley",SK14 3HW,Tameside,E0800008,-2.04027,53.450189
Coral Racing Limited,Betting Shop,"Coral Racing Ltd, 240 Kings Road, Ashton-Under-Lyne",OL6 8HD,Tameside,E0800008,-2.079438,53.500414
Coral Racing Limited,Betting Shop,"Coral Racing Ltd, 252-254 Whiteacre Road, Ashton-Under-Lyne",OL6 9QB,Tameside,E0800008,-2.080017,53.495632
Coral Racing Limited,Betting Shop,"Coral Racing Ltd, 26 Warrington Street, The Old Post Office, Ashton-Under-Lyne",OL6 6AS,Tameside,E0800008,-2.093129,53.487776
Coral Racing Limited,Betting Shop,"Coral Racing Ltd, 32 Ashton Road, Denton, Manchester",M34 3EX,Tameside,E0800008,-2.113964,53.456864
Coral Racing Limited,Betting Shop,"Coral Racing Ltd, 336 Oldham Road, Ashton-Under-Lyne",OL7 9AU,Tameside,E0800008,-2.103116,53.49848
Coral Racing Limited,Betting Shop,"Coral Racing Ltd, 45 Grosvenor Street, Stalybridge",SK15 2JN,Tameside,E0800008,-2.056935,53.481282
Coral Racing Limited,Betting Shop,"Coral Racing Ltd, 48 Stamford Square, Ashton-Under-Lyne",OL6 6QW,Tameside,E0800008,-2.078268,53.486906
Coral Racing Limited,Betting Shop,"Coral Racing Ltd, 7 Chapel Street, Audenshaw, Manchester",M34 5DE,Tameside,E0800008,-2.112008,53.46874
Coral Racing Limited,Betting Shop,"Coral Racing Ltd, 86 Stockport Road, Ashton-Under-Lyne",OL7 0LH,Tameside,E0800008,-2.107504,53.480771
Coral Racing Limited,Betting Shop,"Coral Racing Ltd, Unit L, Droylsden Shopping Centre, Droylsden",M43 6DE,Tameside,E0800008,-2.145635,53.478959
William Hill Organization Limited,Betting Shop,"William Hill, 10 Melbourne Street, Stalybridge",SK15 2JE,Tameside,E0800008,-2.057706,53.48325
William Hill Organization Limited,Betting Shop,"William Hill, 1068 Ashton New Road, Manchester",M11 4PE,Tameside,E0800008,-2.167868,53.480935
William Hill Organization Limited,Betting Shop,"William Hill, 113-117 King Street, Dukinfield",SK16 4NQ,Tameside,E0800008,-2.09397,53.479909
William Hill Organization Limited,Betting Shop,"William Hill, 135-137 Market Street, Droylsden, Manchester",M43 7AR,Tameside,E0800008,-2.145323,53.480297
William Hill Organization Limited,Betting Shop,"William Hill, 142 Cheetham Hill Road, Dukinfield",SK16 5JJ,Tameside,E0800008,-2.07008,53.475343
William Hill Organization Limited,Betting Shop,"William Hill, 3-5 Manchester Road, Denton, Manchester",M34 3JU,Tameside,E0800008,-2.115317,53.456036
William Hill Organization Limited,Betting Shop,"William Hill, 37 Old Street, Ashton-Under-Lyne",OL6 6BB,Tameside,E0800008,-2.092241,53.488415
William Hill Organization Limited,Betting Shop,"William Hill, 9 Market Place, Hyde",SK14 2LX,Tameside,E0800008,-2.078368,53.451696
William Hill Organization Limited,Betting Shop,"William Hill, Fiveways, 164A Greenside Lane, Droylsden, Manchester",M43 7UR,Tameside,E0800008,-2.151021,53.484858
T E Cordwell (Hyde) Limited,Adult Gaming Centre,"T E Cordwell (Hyde), 5 Clarendon Street, Hyde",SK14 2EL,Tameside,E0800008,-2.079016,53.452057
T E Cordwell (Hyde) Limited,Adult Gaming Centre,"T E Cordwell (Hyde), 64 Market Street, Hyde",SK14 1ES,Tameside,E0800008,-2.078847,53.450106
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 100 George Street, Altrincham",WA14 1RF,Trafford,E0800009,-2.351433,53.386478
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 107 Ayres Road, Manchester",M16 7GS,Trafford,E0800009,-2.267615,53.458434
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 175 Chorlton Road, Manchester",M16 7WS,Trafford,E0800009,-2.257935,53.45913
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 34 Hale Road, Altrincham",WA14 2EX,Trafford,E0800009,-2.348311,53.381446
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 349 Stockport Road, Timperley, Altrincham",WA15 7UG,Trafford,E0800009,-2.318996,53.397474
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 41 School Road, Sale",M33 7YE,Trafford,E0800009,-2.322663,53.424978
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 58 Coppice Avenue, Sale",M33 4WB,Trafford,E0800009,-2.348768,53.415269
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 8 Brooklands Road, Sale",M33 3SQ,Trafford,E0800009,-2.325234,53.416836000000004
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 890 Chester Road, Stretford, Manchester",M32 0PA,Trafford,E0800009,-2.299481,53.453882
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 9/9A Lostock Road, Urmston, Manchester",M41 0SU,Trafford,E0800009,-2.35454,53.458028
Talarius Limited,Adult Gaming Centre,"Quicksilver, 36 School Road, Sale",M33 7XF,Trafford,E0800009,-2.320903,53.425054
Summit Leisure (Deansgate) Limited,Adult Gaming Centre,"Shaws Amusements, 65 School Road, Sale",M33 7YF,Trafford,E0800009,-2.323402,53.425145
Ladbrokes Betting & Gaming Limited,Betting Shop,"Ladbrokes, 2A-4 Regent Road, Altrincham",WA14 1RE,Trafford,E0800009,-2.351442,53.385669
Ladbrokes Betting & Gaming Limited,Betting Shop,"Ladbrokes, 676 Chester Road, Stretford, Manchester",M32 0SF,Trafford,E0800009,-2.288659,53.461369
Ladbrokes Betting & Gaming Limited,Betting Shop,"Ladbrokes, 9b Lostock Road, Urmston, Manchester",M41 0SU,Trafford,E0800009,-2.35454,53.458028
Ladbrokes Betting & Gaming Limited,Betting Shop,"Ladbrokes, Unit 123, Arndale Centre, Stretford, Manchester",M32 9BH,Trafford,E0800009,-2.308514,53.44522
Reel Leisure Limited,Adult Gaming Centre,"Reel Time, 5-7 Shaws Road, Altrincham",WA14 1QU,Trafford,E0800009,-2.35129,53.387377
Fraser Capital Management Limited,Bingo,"Club 3000 Bingo, 601 Chester Road, Manchester",M16 0QW,Trafford,E0800009,-2.276587,53.46245
NAMCO UK Limited,Adult Gaming Centre,"Namco Station, Unit 1, 13-17 The Orient, The Trafford Centre, Manchester",M17 8ED,Trafford,E0800009,-2.349005,53.466179
David Pluck (North West) Limited,Betting Shop,"David Pluck Racing, 12 Northenden Road, Sale",M33 3BR,Trafford,E0800009,-2.316951,53.423816
David Pluck (North West) Limited,Betting Shop,"David Pluck Racing, 141 Northenden Road, Sale",M33 3HF,Trafford,E0800009,-2.304617,53.420323
Coral Racing Limited,Betting Shop,"Coral Racing Ltd, 19A School Road, Sale",M33 7XX,Trafford,E0800009,-2.321157,53.424784
Coral Racing Limited,Betting Shop,"Coral Racing Ltd, 384 Northenden Road, Sale",M33 2PT,Trafford,E0800009,-2.290655,53.418372
Coral Racing Limited,Betting Shop,"Coral Racing Ltd, 408 Barton Road, Stretford, Manchester",M32 9RW,Trafford,E0800009,-2.325839,53.454577
Coral Racing Limited,Betting Shop,"Coral Racing Ltd, 5A-7  Flixton Road, Manchester",M41 5AW,Trafford,E0800009,-2.355392,53.448255
Coral Racing Limited,Betting Shop,"Coral Racing Ltd, 8/10 Green Lane, Sale",M33 5PH,Trafford,E0800009,-2.341629,53.429338
Coral Racing Limited,Betting Shop,"Coral Racing Ltd, 87 Great Stone Road, Stretford, Manchester",M32 8GR,Trafford,E0800009,-2.286268,53.453007
Mecca Bingo Limited,Bingo,"Mecca Bingo, 56 Washway Road, Sale",M33 7QZ,Trafford,E0800009,-2.327456,53.423985
William Hill Organization Limited,Betting Shop,"William Hill, Plot 3, Unit 18, Golden Way, Eden Square Shopping Centre, Urmston",M41 0NA,Trafford,E0800009,-2.354722,53.449093
William Hill Organization Limited,Betting Shop,"William Hill, 13 Woodsend Circle, Urmston, Manchester",M41 8GY,Trafford,E0800009,-2.393919,53.452824
William Hill Organization Limited,Betting Shop,"William Hill, 147-151 Marsland Road, Sale",M33 3HS,Trafford,E0800009,-2.308856,53.417698
William Hill Organization Limited,Betting Shop,"William Hill, 147-151 Northenden Road, Sale",M33 2HS,Trafford,E0800009,-2.30323,53.420031
William Hill Organization Limited,Betting Shop,"William Hill, 19C School Road, Sale",M33 7XX,Trafford,E0800009,-2.321157,53.424784
William Hill Organization Limited,Betting Shop,"William Hill, 256 Stockport Road, Timperley, Altrincham",WA15 7UT,Trafford,E0800009,-2.317462,53.397568
William Hill Organization Limited,Betting Shop,"William Hill, 27 Chorlton Street, Manchester",M16 9HN,Trafford,E0800009,-2.268628,53.463906
William Hill Organization Limited,Betting Shop,"William Hill, 28 Moss Road, Stretford, Manchester",M32 0AH,Trafford,E0800009,-2.310018,53.451213
William Hill Organization Limited,Betting Shop,"William Hill, 5 Partington Shopping Centre, Manchester",M31 4EL,Trafford,E0800009,-2.425546,53.418658
William Hill Organization Limited,Betting Shop,"William Hill, 5 Talbot Road, Old Trafford, Manchester",M16 0QT,Trafford,E0800009,-2.286001,53.460243
William Hill Organization Limited,Betting Shop,"William Hill, 85 Manchester Road, Altrincham",WA14 4RJ,Trafford,E0800009,-2.352422,53.396795
William Hill Organization Limited,Betting Shop,"William Hill, Unit 4  Woodsend Circle Neighbourhood Centre Flixton, Manchester",M41 8GY,Trafford,E0800009,-2.393919,53.452824
Rank Leisure Limited,Adult Gaming Centre,"Rank Leisure, 56 Washway Road, Sale",M33 7RA,Trafford,E0800009,-2.328448,53.423874
Summit Leisure (KC) Limited,Adult Gaming Centre,"Summit Leisure, 65/65A School Road, Sale",M33 7YF,Trafford,E0800009,-2.323402,53.425145
Harold Arthur Smith,Betting Shop,"Harold Smith Bookmakers, 3 , Stone Cross Lane North, Lowton, Warrington",WA3 2SA,Wigan,E08000010,-2.581607,53.474612
Done Brothers (Cash Betting) Limited,Betting Shop,"Bet Fred, Unit5/6 Bryn Road, Ashton-in-Makerfield, Wigan",WN4 0AA,Wigan,E08000010,-2.64739,53.501554
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 100 Bolton Road, Atherton, Manchester",M46 9JY,Wigan,E08000010,-2.485507,53.526752
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 115-117 Scholes Precinct, Wigan",WN1 3SD,Wigan,E08000010,-2.622462,53.546323
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 162-164 Manchester Road, Ince, Wigan",WN2 2EA,Wigan,E08000010,-2.603835,53.54285
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 215A-217 Elliott Street, Tyldesley, Manchester",M29 8DG,Wigan,E08000010,-2.463798,53.514191
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 22 Wallgate, Wigan",WN1 1JU,Wigan,E08000010,-2.632664,53.545314
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 236 Scholes, Wigan",WN1 3NH,Wigan,E08000010,-2.620127,53.54967
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 236 Scholes, Wigan",WN1 3NH,Wigan,E08000010,-2.620127,53.54967
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 26 Heath Street, Golborne, Warrington",WA3 3AD,Wigan,E08000010,-2.598552,53.476443
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 3 Retail Development, Gerrard Street, Wigan",WN4 9AN,Wigan,E08000010,-2.636639,53.486373
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 34 Bradshawgate, Leigh",WN7 4LA,Wigan,E08000010,-2.517038,53.496131
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 399-401 Ormskirk Road, Wigan",WN5 9DH,Wigan,E08000010,-2.667057,53.535626
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 48-50 Warrington Road, Platt Bridge, Wigan",WN2 5JA,Wigan,E08000010,-2.598031,53.51755
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 51 Chapel Street, Leigh",WN7 2PB,Wigan,E08000010,-2.509735,53.495479
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 6/8 King Street, Leigh",WN7 4LR,Wigan,E08000010,-2.519346,53.496397
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 6-10 Wallgate, Wigan",WN1 1JU,Wigan,E08000010,-2.632664,53.545314
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 73 Westleigh Lane, Leigh",WN7 5JE,Wigan,E08000010,-2.526024,53.510851
Done Brothers (Cash Betting) Limited,Betting Shop,"Betfred, 83 Market Street, Hindley, Wigan",WN2 3AE,Wigan,E08000010,-2.577019,53.536257
