OBJECTID,ListEntry,Name,Grade,ListDate,AmendDate,CaptureScale,hyperlink,NGR,Easting,Northing,area_code,area_name
375737,1437277,Trafford Park War Memorial,II,2016-08-30T14:49:52Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1437277,SJ7945296705,379451.600000381,396704.850000381,E08000009,Trafford
375757,1437447,War Memorial Outside All Saints' Church,II,2016-08-30T18:01:42Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1437447,SJ7877695181,378776.070001602,395180.710000992,E08000009,Trafford
375765,1437489,Urmston Memorial Cross,II,2016-08-30T14:20:10Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1437489,SJ7658394951,376582.525001526,394951.250001281,E08000009,Trafford
375795,1437774,Hale Barns And Ringway War Memorial,II,2016-08-30T14:22:17Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1437774,SJ7910485936,379103.900001526,385936.029168044,E08000009,Trafford
375797,1437788,War Memorial Obelisk And Tablet In Urmston Jewish Cemetery,II,2016-09-07T15:16:09Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1437788,SJ7734994801,377349.410200119,394801.377199173,E08000009,Trafford
376086,1439944,Dunham Town War Memorial,II,2016-11-15T16:35:20Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1439944,SJ7402987921,374028.829999924,387921.040000916,E08000009,Trafford
376111,1440079,"St Martin's, Ashton-Upon-Mersey War Memorial",II,2017-01-20T10:16:33Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1440079,SJ7717592978,377175.149999619,392977.801634957,E08000009,Trafford
377885,1458867,Jackson's Bridge,II,2019-01-25T13:17:49Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1458867,SJ8104392637,381043.209451675,392637.290844522,E08000009,Trafford
378554,1467906,"Stamford Park Junior And Infant Schools, Master's House And Play Sheds With Surrounding Walls, Gates And Railings",II,2020-02-07T00:00:00Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1467906,SJ7744587270,377444.813800812,387301.112810807,E08000009,Trafford
379043,1476688,Air Raid Siren,II,2021-11-24T14:20:08Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1476688,SJ7704586587,377044.85405159,386586.594326391,E08000009,Trafford
379051,1476929,Linotype Works Engine House And Chimney Base,II,2021-07-07T11:35:16Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1476929,SJ7619088917,376198.557001114,388916.59955942,E08000009,Trafford
379279,1482187,Old Trafford Bowling Club Pavilion,II,2023-05-31T14:18:44Z,NA,1:1250,https://historicengland.org.uk/listing/the-list/list-entry/1482187,SJ8144495989,381443.650001526,395988.169000298,E08000009,Trafford
