area_code,area_name,geography,period,indicator,household_bedrooms,measure,unit,value
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,258
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,191
E01006103,Trafford 020E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,11
E01006103,Trafford 020E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,12
E01006103,Trafford 020E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,393
E01006103,Trafford 020E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,185
E01006101,Trafford 021A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,0
E01006101,Trafford 021A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,5
E01006101,Trafford 021A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,321
E01006101,Trafford 021A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,221
E01006190,Trafford 021B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,4
E01006190,Trafford 021B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,56
E01006190,Trafford 021B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,350
E01006190,Trafford 021B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,232
E01006195,Trafford 021C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,8
E01006195,Trafford 021C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,29
E01006195,Trafford 021C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,436
E01006195,Trafford 021C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,194
E01006196,Trafford 021D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,5
E01006196,Trafford 021D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,80
E01006196,Trafford 021D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,447
E01006196,Trafford 021D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,148
E01006210,Trafford 021E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,32
E01006210,Trafford 021E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,93
E01006210,Trafford 021E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,268
E01006210,Trafford 021E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,238
E01006204,Trafford 022A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,92
E01006204,Trafford 022A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,154
E01006204,Trafford 022A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,231
E01006204,Trafford 022A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,227
E01006206,Trafford 022B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,47
E01006206,Trafford 022B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,173
E01006206,Trafford 022B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,389
E01006206,Trafford 022B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,143
E01006207,Trafford 022C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,168
E01006207,Trafford 022C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,264
E01006207,Trafford 022C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,307
E01006207,Trafford 022C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,40
E01006208,Trafford 022D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,23
E01006208,Trafford 022D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,112
E01006208,Trafford 022D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,331
E01006208,Trafford 022D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,158
E01006211,Trafford 022E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,51
E01006211,Trafford 022E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,119
E01006211,Trafford 022E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,396
E01006211,Trafford 022E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,87
E01006093,Trafford 023A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,14
E01006093,Trafford 023A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,104
E01006093,Trafford 023A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,330
E01006093,Trafford 023A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,169
E01006191,Trafford 023B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,17
E01006191,Trafford 023B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,77
E01006191,Trafford 023B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,345
E01006191,Trafford 023B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,206
E01006192,Trafford 023C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,29
E01006192,Trafford 023C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,123
E01006192,Trafford 023C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,269
E01006192,Trafford 023C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,202
E01006205,Trafford 023D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,37
E01006205,Trafford 023D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,59
E01006205,Trafford 023D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,287
E01006205,Trafford 023D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,168
E01006209,Trafford 023E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,5
E01006209,Trafford 023E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,113
E01006209,Trafford 023E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,265
E01006209,Trafford 023E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,255
E01006078,Trafford 024A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,150
E01006078,Trafford 024A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,373
E01006078,Trafford 024A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,369
E01006078,Trafford 024A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,96
E01006080,Trafford 024B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,85
E01006080,Trafford 024B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,184
E01006080,Trafford 024B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,365
E01006080,Trafford 024B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,194
E01006089,Trafford 024C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,38
E01006089,Trafford 024C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,299
E01006089,Trafford 024C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,348
E01006089,Trafford 024C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,123
E01006193,Trafford 024D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,26
E01006193,Trafford 024D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,86
E01006193,Trafford 024D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,314
E01006193,Trafford 024D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,196
E01006194,Trafford 024E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,64
E01006194,Trafford 024E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,403
E01006194,Trafford 024E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,280
E01006194,Trafford 024E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,233
E01006074,Trafford 025A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,62
E01006074,Trafford 025A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,77
E01006074,Trafford 025A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,364
E01006074,Trafford 025A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,125
E01006075,Trafford 025B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,188
E01006075,Trafford 025B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,427
E01006075,Trafford 025B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,135
E01006075,Trafford 025B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,290
E01006076,Trafford 025C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,81
E01006076,Trafford 025C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,292
E01006076,Trafford 025C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,208
E01006076,Trafford 025C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,232
E01006079,Trafford 025D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,68
E01006079,Trafford 025D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,222
E01006079,Trafford 025D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,434
E01006079,Trafford 025D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,328
E01006087,Trafford 025E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,13
E01006087,Trafford 025E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,75
E01006087,Trafford 025E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,180
E01006087,Trafford 025E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,294
E01006083,Trafford 026A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,2
E01006083,Trafford 026A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,52
E01006083,Trafford 026A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,101
E01006083,Trafford 026A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,327
E01006084,Trafford 026B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,5
E01006084,Trafford 026B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,101
E01006084,Trafford 026B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,121
E01006084,Trafford 026B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,409
E01006088,Trafford 026C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,17
E01006088,Trafford 026C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,151
E01006088,Trafford 026C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,230
E01006088,Trafford 026C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,263
E01006139,Trafford 026D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,49
E01006139,Trafford 026D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,156
E01006139,Trafford 026D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,266
E01006139,Trafford 026D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,244
E01006140,Trafford 026E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,8
E01006140,Trafford 026E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,83
E01006140,Trafford 026E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,290
E01006140,Trafford 026E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,247
E01006077,Trafford 027A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,112
E01006077,Trafford 027A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,346
E01006077,Trafford 027A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,181
E01006077,Trafford 027A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,164
E01006081,Trafford 027B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,5
E01006081,Trafford 027B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,34
E01006081,Trafford 027B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,83
E01006081,Trafford 027B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,380
E01006082,Trafford 027C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,25
E01006082,Trafford 027C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,168
E01006082,Trafford 027C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,150
E01006082,Trafford 027C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,332
E01006085,Trafford 027D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,25
E01006085,Trafford 027D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,162
E01006085,Trafford 027D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,176
E01006085,Trafford 027D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,265
E01006086,Trafford 027E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,37
E01006086,Trafford 027E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,108
E01006086,Trafford 027E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,269
E01006086,Trafford 027E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,243
E01006134,Trafford 028A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,3
E01006134,Trafford 028A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,27
E01006134,Trafford 028A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,86
E01006134,Trafford 028A,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,411
E01006135,Trafford 028B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,7
E01006135,Trafford 028B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,71
E01006135,Trafford 028B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,226
E01006135,Trafford 028B,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,346
E01006136,Trafford 028C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,7
E01006136,Trafford 028C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,60
E01006136,Trafford 028C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,174
E01006136,Trafford 028C,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,379
E01006137,Trafford 028D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,7
E01006137,Trafford 028D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,24
E01006137,Trafford 028D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,104
E01006137,Trafford 028D,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,345
E01006138,Trafford 028E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,1 bedroom,Count,Households,69
E01006138,Trafford 028E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,2 bedrooms,Count,Households,169
E01006138,Trafford 028E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,3 bedrooms,Count,Households,344
E01006138,Trafford 028E,Lower-layer Super Output Area,2021-03-21,Number of bedrooms in household spaces with at least one usual resident,4 or more bedrooms,Count,Households,195
