period,area_code,area_name,geography,sex,age_group,usual_residents
1981-04-05,E08000006,Salford,Local authority,Persons,All ages,241522
1981-04-05,E08000006,Salford,Local authority,Persons,Aged 4 years and under,13588
1981-04-05,E08000006,Salford,Local authority,Persons,Aged 5 to 9 years,15686
1981-04-05,E08000006,Salford,Local authority,Persons,Aged 10 to 14 years,19977
1981-04-05,E08000006,Salford,Local authority,Persons,Aged 15 to 19 years,21361
1981-04-05,E08000006,Salford,Local authority,Persons,Aged 20 to 24 years,18850
1981-04-05,E08000006,Salford,Local authority,Persons,Aged 25 to 29 years,14412
1981-04-05,E08000006,Salford,Local authority,Persons,Aged 30 to 34 years,16092
1981-04-05,E08000006,Salford,Local authority,Persons,Aged 35 to 39 years,13790
1981-04-05,E08000006,Salford,Local authority,Persons,Aged 40 to 44 years,13252
1981-04-05,E08000006,Salford,Local authority,Persons,Aged 45 to 49 years,13382
1981-04-05,E08000006,Salford,Local authority,Persons,Aged 50 to 54 years,13790
1981-04-05,E08000006,Salford,Local authority,Persons,Aged 55 to 59 years,15634
1981-04-05,E08000006,Salford,Local authority,Persons,Aged 60 to 64 years,13828
1981-04-05,E08000006,Salford,Local authority,Persons,Aged 65 to 69 years,12912
1981-04-05,E08000006,Salford,Local authority,Persons,Aged 70 to 74 years,11109
1981-04-05,E08000006,Salford,Local authority,Persons,Aged 75 to 79 years,7645
1981-04-05,E08000006,Salford,Local authority,Persons,Aged 80 to 84 years,4048
1981-04-05,E08000006,Salford,Local authority,Persons,Aged 85 years and over,2176
1991-04-21,E08000006,Salford,Local authority,Females,All ages,114209
1991-04-21,E08000006,Salford,Local authority,Females,Aged 4 years and under,7636
1991-04-21,E08000006,Salford,Local authority,Females,Aged 5 to 9 years,6999
1991-04-21,E08000006,Salford,Local authority,Females,Aged 10 to 14 years,6275
1991-04-21,E08000006,Salford,Local authority,Females,Aged 15 to 19 years,6892
1991-04-21,E08000006,Salford,Local authority,Females,Aged 20 to 24 years,8972
1991-04-21,E08000006,Salford,Local authority,Females,Aged 25 to 29 years,8968
1991-04-21,E08000006,Salford,Local authority,Females,Aged 30 to 34 years,7462
1991-04-21,E08000006,Salford,Local authority,Females,Aged 35 to 39 years,6301
1991-04-21,E08000006,Salford,Local authority,Females,Aged 40 to 44 years,7092
1991-04-21,E08000006,Salford,Local authority,Females,Aged 45 to 49 years,6131
1991-04-21,E08000006,Salford,Local authority,Females,Aged 50 to 54 years,6126
1991-04-21,E08000006,Salford,Local authority,Females,Aged 55 to 59 years,5875
1991-04-21,E08000006,Salford,Local authority,Females,Aged 60 to 64 years,6039
1991-04-21,E08000006,Salford,Local authority,Females,Aged 65 to 69 years,6466
1991-04-21,E08000006,Salford,Local authority,Females,Aged 70 to 74 years,5764
1991-04-21,E08000006,Salford,Local authority,Females,Aged 75 to 79 years,4976
1991-04-21,E08000006,Salford,Local authority,Females,Aged 80 to 84 years,3646
1991-04-21,E08000006,Salford,Local authority,Females,Aged 85 years and over,2589
1991-04-21,E08000006,Salford,Local authority,Males,All ages,106254
1991-04-21,E08000006,Salford,Local authority,Males,Aged 4 years and under,8178
1991-04-21,E08000006,Salford,Local authority,Males,Aged 5 to 9 years,7417
1991-04-21,E08000006,Salford,Local authority,Males,Aged 10 to 14 years,6435
1991-04-21,E08000006,Salford,Local authority,Males,Aged 15 to 19 years,7287
1991-04-21,E08000006,Salford,Local authority,Males,Aged 20 to 24 years,8395
1991-04-21,E08000006,Salford,Local authority,Males,Aged 25 to 29 years,8761
1991-04-21,E08000006,Salford,Local authority,Males,Aged 30 to 34 years,7531
1991-04-21,E08000006,Salford,Local authority,Males,Aged 35 to 39 years,6486
1991-04-21,E08000006,Salford,Local authority,Males,Aged 40 to 44 years,7352
1991-04-21,E08000006,Salford,Local authority,Males,Aged 45 to 49 years,6235
1991-04-21,E08000006,Salford,Local authority,Males,Aged 50 to 54 years,6051
1991-04-21,E08000006,Salford,Local authority,Males,Aged 55 to 59 years,5903
1991-04-21,E08000006,Salford,Local authority,Males,Aged 60 to 64 years,5478
1991-04-21,E08000006,Salford,Local authority,Males,Aged 65 to 69 years,5514
1991-04-21,E08000006,Salford,Local authority,Males,Aged 70 to 74 years,4090
1991-04-21,E08000006,Salford,Local authority,Males,Aged 75 to 79 years,2858
1991-04-21,E08000006,Salford,Local authority,Males,Aged 80 to 84 years,1563
1991-04-21,E08000006,Salford,Local authority,Males,Aged 85 years and over,720
1991-04-21,E08000006,Salford,Local authority,Persons,All ages,220463
1991-04-21,E08000006,Salford,Local authority,Persons,Aged 4 years and under,15814
1991-04-21,E08000006,Salford,Local authority,Persons,Aged 5 to 9 years,14416
1991-04-21,E08000006,Salford,Local authority,Persons,Aged 10 to 14 years,12710
1991-04-21,E08000006,Salford,Local authority,Persons,Aged 15 to 19 years,14179
1991-04-21,E08000006,Salford,Local authority,Persons,Aged 20 to 24 years,17367
1991-04-21,E08000006,Salford,Local authority,Persons,Aged 25 to 29 years,17729
1991-04-21,E08000006,Salford,Local authority,Persons,Aged 30 to 34 years,14993
1991-04-21,E08000006,Salford,Local authority,Persons,Aged 35 to 39 years,12787
1991-04-21,E08000006,Salford,Local authority,Persons,Aged 40 to 44 years,14444
1991-04-21,E08000006,Salford,Local authority,Persons,Aged 45 to 49 years,12366
1991-04-21,E08000006,Salford,Local authority,Persons,Aged 50 to 54 years,12177
1991-04-21,E08000006,Salford,Local authority,Persons,Aged 55 to 59 years,11778
1991-04-21,E08000006,Salford,Local authority,Persons,Aged 60 to 64 years,11517
1991-04-21,E08000006,Salford,Local authority,Persons,Aged 65 to 69 years,11980
1991-04-21,E08000006,Salford,Local authority,Persons,Aged 70 to 74 years,9854
1991-04-21,E08000006,Salford,Local authority,Persons,Aged 75 to 79 years,7834
1991-04-21,E08000006,Salford,Local authority,Persons,Aged 80 to 84 years,5209
1991-04-21,E08000006,Salford,Local authority,Persons,Aged 85 years and over,3309
2001-04-29,E08000006,Salford,Local authority,Females,All ages,109911
2001-04-29,E08000006,Salford,Local authority,Females,Aged 4 years and under,5937
2001-04-29,E08000006,Salford,Local authority,Females,Aged 5 to 9 years,6948
2001-04-29,E08000006,Salford,Local authority,Females,Aged 10 to 14 years,6972
2001-04-29,E08000006,Salford,Local authority,Females,Aged 15 to 19 years,7161
2001-04-29,E08000006,Salford,Local authority,Females,Aged 20 to 24 years,7636
2001-04-29,E08000006,Salford,Local authority,Females,Aged 25 to 29 years,7217
2001-04-29,E08000006,Salford,Local authority,Females,Aged 30 to 34 years,8179
2001-04-29,E08000006,Salford,Local authority,Females,Aged 35 to 39 years,7988
2001-04-29,E08000006,Salford,Local authority,Females,Aged 40 to 44 years,7082
2001-04-29,E08000006,Salford,Local authority,Females,Aged 45 to 49 years,6122
2001-04-29,E08000006,Salford,Local authority,Females,Aged 50 to 54 years,6873
2001-04-29,E08000006,Salford,Local authority,Females,Aged 55 to 59 years,5699
2001-04-29,E08000006,Salford,Local authority,Females,Aged 60 to 64 years,5397
2001-04-29,E08000006,Salford,Local authority,Females,Aged 65 to 69 years,5126
2001-04-29,E08000006,Salford,Local authority,Females,Aged 70 to 74 years,4701
2001-04-29,E08000006,Salford,Local authority,Females,Aged 75 to 79 years,4401
2001-04-29,E08000006,Salford,Local authority,Females,Aged 80 to 84 years,3450
2001-04-29,E08000006,Salford,Local authority,Females,Aged 85 years and over,3022
2001-04-29,E08000006,Salford,Local authority,Males,All ages,106198
2001-04-29,E08000006,Salford,Local authority,Males,Aged 4 years and under,6595
2001-04-29,E08000006,Salford,Local authority,Males,Aged 5 to 9 years,7216
2001-04-29,E08000006,Salford,Local authority,Males,Aged 10 to 14 years,7442
2001-04-29,E08000006,Salford,Local authority,Males,Aged 15 to 19 years,7498
2001-04-29,E08000006,Salford,Local authority,Males,Aged 20 to 24 years,7495
2001-04-29,E08000006,Salford,Local authority,Males,Aged 25 to 29 years,7398
2001-04-29,E08000006,Salford,Local authority,Males,Aged 30 to 34 years,8153
2001-04-29,E08000006,Salford,Local authority,Males,Aged 35 to 39 years,8451
2001-04-29,E08000006,Salford,Local authority,Males,Aged 40 to 44 years,7518
2001-04-29,E08000006,Salford,Local authority,Males,Aged 45 to 49 years,6186
2001-04-29,E08000006,Salford,Local authority,Males,Aged 50 to 54 years,7069
2001-04-29,E08000006,Salford,Local authority,Males,Aged 55 to 59 years,5633
2001-04-29,E08000006,Salford,Local authority,Males,Aged 60 to 64 years,5124
2001-04-29,E08000006,Salford,Local authority,Males,Aged 65 to 69 years,5054
2001-04-29,E08000006,Salford,Local authority,Males,Aged 70 to 74 years,3683
2001-04-29,E08000006,Salford,Local authority,Males,Aged 75 to 79 years,2964
2001-04-29,E08000006,Salford,Local authority,Males,Aged 80 to 84 years,1805
2001-04-29,E08000006,Salford,Local authority,Males,Aged 85 years and over,914
2001-04-29,E08000006,Salford,Local authority,Persons,All ages,216109
2001-04-29,E08000006,Salford,Local authority,Persons,Aged 4 years and under,12532
2001-04-29,E08000006,Salford,Local authority,Persons,Aged 5 to 9 years,14164
2001-04-29,E08000006,Salford,Local authority,Persons,Aged 10 to 14 years,14414
2001-04-29,E08000006,Salford,Local authority,Persons,Aged 15 to 19 years,14659
2001-04-29,E08000006,Salford,Local authority,Persons,Aged 20 to 24 years,15131
2001-04-29,E08000006,Salford,Local authority,Persons,Aged 25 to 29 years,14615
2001-04-29,E08000006,Salford,Local authority,Persons,Aged 30 to 34 years,16332
2001-04-29,E08000006,Salford,Local authority,Persons,Aged 35 to 39 years,16439
2001-04-29,E08000006,Salford,Local authority,Persons,Aged 40 to 44 years,14600
2001-04-29,E08000006,Salford,Local authority,Persons,Aged 45 to 49 years,12308
2001-04-29,E08000006,Salford,Local authority,Persons,Aged 50 to 54 years,13942
2001-04-29,E08000006,Salford,Local authority,Persons,Aged 55 to 59 years,11332
2001-04-29,E08000006,Salford,Local authority,Persons,Aged 60 to 64 years,10521
2001-04-29,E08000006,Salford,Local authority,Persons,Aged 65 to 69 years,10180
2001-04-29,E08000006,Salford,Local authority,Persons,Aged 70 to 74 years,8384
2001-04-29,E08000006,Salford,Local authority,Persons,Aged 75 to 79 years,7365
2001-04-29,E08000006,Salford,Local authority,Persons,Aged 80 to 84 years,5255
2001-04-29,E08000006,Salford,Local authority,Persons,Aged 85 years and over,3936
2011-03-27,E08000006,Salford,Local authority,Females,All ages,117151
2011-03-27,E08000006,Salford,Local authority,Females,Aged 4 years and under,7812
2011-03-27,E08000006,Salford,Local authority,Females,Aged 5 to 9 years,6413
2011-03-27,E08000006,Salford,Local authority,Females,Aged 10 to 14 years,6417
2011-03-27,E08000006,Salford,Local authority,Females,Aged 15 to 19 years,7485
2011-03-27,E08000006,Salford,Local authority,Females,Aged 20 to 24 years,9591
2011-03-27,E08000006,Salford,Local authority,Females,Aged 25 to 29 years,10308
2011-03-27,E08000006,Salford,Local authority,Females,Aged 30 to 34 years,8415
2011-03-27,E08000006,Salford,Local authority,Females,Aged 35 to 39 years,7595
2011-03-27,E08000006,Salford,Local authority,Females,Aged 40 to 44 years,8110
2011-03-27,E08000006,Salford,Local authority,Females,Aged 45 to 49 years,7804
2011-03-27,E08000006,Salford,Local authority,Females,Aged 50 to 54 years,6827
2011-03-27,E08000006,Salford,Local authority,Females,Aged 55 to 59 years,5562
2011-03-27,E08000006,Salford,Local authority,Females,Aged 60 to 64 years,6082
2011-03-27,E08000006,Salford,Local authority,Females,Aged 65 to 69 years,4863
2011-03-27,E08000006,Salford,Local authority,Females,Aged 70 to 74 years,4269
2011-03-27,E08000006,Salford,Local authority,Females,Aged 75 to 79 years,3581
2011-03-27,E08000006,Salford,Local authority,Females,Aged 80 to 84 years,2889
2011-03-27,E08000006,Salford,Local authority,Females,Aged 85 years and over,3128
2011-03-27,E08000006,Salford,Local authority,Males,All ages,116782
2011-03-27,E08000006,Salford,Local authority,Males,Aged 4 years and under,8443
2011-03-27,E08000006,Salford,Local authority,Males,Aged 5 to 9 years,6598
2011-03-27,E08000006,Salford,Local authority,Males,Aged 10 to 14 years,6552
2011-03-27,E08000006,Salford,Local authority,Males,Aged 15 to 19 years,7618
2011-03-27,E08000006,Salford,Local authority,Males,Aged 20 to 24 years,9946
2011-03-27,E08000006,Salford,Local authority,Males,Aged 25 to 29 years,10681
2011-03-27,E08000006,Salford,Local authority,Males,Aged 30 to 34 years,8743
2011-03-27,E08000006,Salford,Local authority,Males,Aged 35 to 39 years,7812
2011-03-27,E08000006,Salford,Local authority,Males,Aged 40 to 44 years,8126
2011-03-27,E08000006,Salford,Local authority,Males,Aged 45 to 49 years,8302
2011-03-27,E08000006,Salford,Local authority,Males,Aged 50 to 54 years,7208
2011-03-27,E08000006,Salford,Local authority,Males,Aged 55 to 59 years,6001
2011-03-27,E08000006,Salford,Local authority,Males,Aged 60 to 64 years,6276
2011-03-27,E08000006,Salford,Local authority,Males,Aged 65 to 69 years,4635
2011-03-27,E08000006,Salford,Local authority,Males,Aged 70 to 74 years,3776
2011-03-27,E08000006,Salford,Local authority,Males,Aged 75 to 79 years,2829
2011-03-27,E08000006,Salford,Local authority,Males,Aged 80 to 84 years,1845
2011-03-27,E08000006,Salford,Local authority,Males,Aged 85 years and over,1391
2011-03-27,E08000006,Salford,Local authority,Persons,All ages,233933
2011-03-27,E08000006,Salford,Local authority,Persons,Aged 4 years and under,16255
2011-03-27,E08000006,Salford,Local authority,Persons,Aged 5 to 9 years,13011
2011-03-27,E08000006,Salford,Local authority,Persons,Aged 10 to 14 years,12969
2011-03-27,E08000006,Salford,Local authority,Persons,Aged 15 to 19 years,15103
2011-03-27,E08000006,Salford,Local authority,Persons,Aged 20 to 24 years,19537
2011-03-27,E08000006,Salford,Local authority,Persons,Aged 25 to 29 years,20989
2011-03-27,E08000006,Salford,Local authority,Persons,Aged 30 to 34 years,17158
2011-03-27,E08000006,Salford,Local authority,Persons,Aged 35 to 39 years,15407
2011-03-27,E08000006,Salford,Local authority,Persons,Aged 40 to 44 years,16236
2011-03-27,E08000006,Salford,Local authority,Persons,Aged 45 to 49 years,16106
2011-03-27,E08000006,Salford,Local authority,Persons,Aged 50 to 54 years,14035
2011-03-27,E08000006,Salford,Local authority,Persons,Aged 55 to 59 years,11563
2011-03-27,E08000006,Salford,Local authority,Persons,Aged 60 to 64 years,12358
2011-03-27,E08000006,Salford,Local authority,Persons,Aged 65 to 69 years,9498
2011-03-27,E08000006,Salford,Local authority,Persons,Aged 70 to 74 years,8045
2011-03-27,E08000006,Salford,Local authority,Persons,Aged 75 to 79 years,6410
2011-03-27,E08000006,Salford,Local authority,Persons,Aged 80 to 84 years,4734
2011-03-27,E08000006,Salford,Local authority,Persons,Aged 85 years and over,4519
2021-03-21,E08000006,Salford,Local authority,Females,All ages,134400
2021-03-21,E08000006,Salford,Local authority,Females,Aged 4 years and under,8400
2021-03-21,E08000006,Salford,Local authority,Females,Aged 5 to 9 years,8200
2021-03-21,E08000006,Salford,Local authority,Females,Aged 10 to 14 years,7800
2021-03-21,E08000006,Salford,Local authority,Females,Aged 15 to 19 years,7700
2021-03-21,E08000006,Salford,Local authority,Females,Aged 20 to 24 years,11500
2021-03-21,E08000006,Salford,Local authority,Females,Aged 25 to 29 years,13300
2021-03-21,E08000006,Salford,Local authority,Females,Aged 30 to 34 years,11900
2021-03-21,E08000006,Salford,Local authority,Females,Aged 35 to 39 years,9800
2021-03-21,E08000006,Salford,Local authority,Females,Aged 40 to 44 years,8000
2021-03-21,E08000006,Salford,Local authority,Females,Aged 45 to 49 years,7400
2021-03-21,E08000006,Salford,Local authority,Females,Aged 50 to 54 years,7700
2021-03-21,E08000006,Salford,Local authority,Females,Aged 55 to 59 years,7300
2021-03-21,E08000006,Salford,Local authority,Females,Aged 60 to 64 years,6300
2021-03-21,E08000006,Salford,Local authority,Females,Aged 65 to 69 years,4900
2021-03-21,E08000006,Salford,Local authority,Females,Aged 70 to 74 years,5200
2021-03-21,E08000006,Salford,Local authority,Females,Aged 75 to 79 years,3700
2021-03-21,E08000006,Salford,Local authority,Females,Aged 80 to 84 years,2800
2021-03-21,E08000006,Salford,Local authority,Females,Aged 85 years and over,2700
2021-03-21,E08000006,Salford,Local authority,Males,All ages,135500
2021-03-21,E08000006,Salford,Local authority,Males,Aged 4 years and under,8900
2021-03-21,E08000006,Salford,Local authority,Males,Aged 5 to 9 years,8500
2021-03-21,E08000006,Salford,Local authority,Males,Aged 10 to 14 years,8300
2021-03-21,E08000006,Salford,Local authority,Males,Aged 15 to 19 years,7800
2021-03-21,E08000006,Salford,Local authority,Males,Aged 20 to 24 years,11100
2021-03-21,E08000006,Salford,Local authority,Males,Aged 25 to 29 years,13100
2021-03-21,E08000006,Salford,Local authority,Males,Aged 30 to 34 years,12500
2021-03-21,E08000006,Salford,Local authority,Males,Aged 35 to 39 years,10600
2021-03-21,E08000006,Salford,Local authority,Males,Aged 40 to 44 years,8400
2021-03-21,E08000006,Salford,Local authority,Males,Aged 45 to 49 years,7600
2021-03-21,E08000006,Salford,Local authority,Males,Aged 50 to 54 years,7700
2021-03-21,E08000006,Salford,Local authority,Males,Aged 55 to 59 years,7700
2021-03-21,E08000006,Salford,Local authority,Males,Aged 60 to 64 years,6400
2021-03-21,E08000006,Salford,Local authority,Males,Aged 65 to 69 years,4800
2021-03-21,E08000006,Salford,Local authority,Males,Aged 70 to 74 years,4800
2021-03-21,E08000006,Salford,Local authority,Males,Aged 75 to 79 years,3200
2021-03-21,E08000006,Salford,Local authority,Males,Aged 80 to 84 years,2200
2021-03-21,E08000006,Salford,Local authority,Males,Aged 85 years and over,1700
2021-03-21,E08000006,Salford,Local authority,Persons,All ages,269900
2021-03-21,E08000006,Salford,Local authority,Persons,Aged 4 years and under,17300
2021-03-21,E08000006,Salford,Local authority,Persons,Aged 5 to 9 years,16700
2021-03-21,E08000006,Salford,Local authority,Persons,Aged 10 to 14 years,16100
2021-03-21,E08000006,Salford,Local authority,Persons,Aged 15 to 19 years,15500
2021-03-21,E08000006,Salford,Local authority,Persons,Aged 20 to 24 years,22700
2021-03-21,E08000006,Salford,Local authority,Persons,Aged 25 to 29 years,26400
2021-03-21,E08000006,Salford,Local authority,Persons,Aged 30 to 34 years,24400
2021-03-21,E08000006,Salford,Local authority,Persons,Aged 35 to 39 years,20500
2021-03-21,E08000006,Salford,Local authority,Persons,Aged 40 to 44 years,16300
2021-03-21,E08000006,Salford,Local authority,Persons,Aged 45 to 49 years,15000
2021-03-21,E08000006,Salford,Local authority,Persons,Aged 50 to 54 years,15400
2021-03-21,E08000006,Salford,Local authority,Persons,Aged 55 to 59 years,15000
2021-03-21,E08000006,Salford,Local authority,Persons,Aged 60 to 64 years,12700
2021-03-21,E08000006,Salford,Local authority,Persons,Aged 65 to 69 years,9700
2021-03-21,E08000006,Salford,Local authority,Persons,Aged 70 to 74 years,10000
2021-03-21,E08000006,Salford,Local authority,Persons,Aged 75 to 79 years,6900
2021-03-21,E08000006,Salford,Local authority,Persons,Aged 80 to 84 years,5000
2021-03-21,E08000006,Salford,Local authority,Persons,Aged 85 years and over,4400
1981-04-05,E08000007,Stockport,Local authority,Females,All ages,148984
1981-04-05,E08000007,Stockport,Local authority,Females,Aged 4 years and under,8465
1981-04-05,E08000007,Stockport,Local authority,Females,Aged 5 to 9 years,9405
1981-04-05,E08000007,Stockport,Local authority,Females,Aged 10 to 14 years,11467
1981-04-05,E08000007,Stockport,Local authority,Females,Aged 15 to 19 years,11917
1981-04-05,E08000007,Stockport,Local authority,Females,Aged 20 to 24 years,9913
1981-04-05,E08000007,Stockport,Local authority,Females,Aged 25 to 29 years,9464
1981-04-05,E08000007,Stockport,Local authority,Females,Aged 30 to 34 years,11376
1981-04-05,E08000007,Stockport,Local authority,Females,Aged 35 to 39 years,9509
1981-04-05,E08000007,Stockport,Local authority,Females,Aged 40 to 44 years,8923
1981-04-05,E08000007,Stockport,Local authority,Females,Aged 45 to 49 years,8476
1981-04-05,E08000007,Stockport,Local authority,Females,Aged 50 to 54 years,8524
1981-04-05,E08000007,Stockport,Local authority,Females,Aged 55 to 59 years,8632
1981-04-05,E08000007,Stockport,Local authority,Females,Aged 60 to 64 years,7506
1981-04-05,E08000007,Stockport,Local authority,Females,Aged 65 to 69 years,7530
1981-04-05,E08000007,Stockport,Local authority,Females,Aged 70 to 74 years,7019
1981-04-05,E08000007,Stockport,Local authority,Females,Aged 75 to 79 years,5462
1981-04-05,E08000007,Stockport,Local authority,Females,Aged 80 to 84 years,3262
1981-04-05,E08000007,Stockport,Local authority,Females,Aged 85 years and over,2124
1981-04-05,E08000007,Stockport,Local authority,Males,All ages,139998
1981-04-05,E08000007,Stockport,Local authority,Males,Aged 4 years and under,8750
1981-04-05,E08000007,Stockport,Local authority,Males,Aged 5 to 9 years,10013
1981-04-05,E08000007,Stockport,Local authority,Males,Aged 10 to 14 years,12346
1981-04-05,E08000007,Stockport,Local authority,Males,Aged 15 to 19 years,12525
1981-04-05,E08000007,Stockport,Local authority,Males,Aged 20 to 24 years,10022
1981-04-05,E08000007,Stockport,Local authority,Males,Aged 25 to 29 years,9601
1981-04-05,E08000007,Stockport,Local authority,Males,Aged 30 to 34 years,11350
1981-04-05,E08000007,Stockport,Local authority,Males,Aged 35 to 39 years,9539
1981-04-05,E08000007,Stockport,Local authority,Males,Aged 40 to 44 years,8734
1981-04-05,E08000007,Stockport,Local authority,Males,Aged 45 to 49 years,8286
1981-04-05,E08000007,Stockport,Local authority,Males,Aged 50 to 54 years,8477
1981-04-05,E08000007,Stockport,Local authority,Males,Aged 55 to 59 years,8312
1981-04-05,E08000007,Stockport,Local authority,Males,Aged 60 to 64 years,6649
1981-04-05,E08000007,Stockport,Local authority,Males,Aged 65 to 69 years,6007
1981-04-05,E08000007,Stockport,Local authority,Males,Aged 70 to 74 years,4698
1981-04-05,E08000007,Stockport,Local authority,Males,Aged 75 to 79 years,2881
1981-04-05,E08000007,Stockport,Local authority,Males,Aged 80 to 84 years,1221
1981-04-05,E08000007,Stockport,Local authority,Males,Aged 85 years and over,592
1981-04-05,E08000007,Stockport,Local authority,Persons,All ages,288982
1981-04-05,E08000007,Stockport,Local authority,Persons,Aged 4 years and under,17215
1981-04-05,E08000007,Stockport,Local authority,Persons,Aged 5 to 9 years,19418
1981-04-05,E08000007,Stockport,Local authority,Persons,Aged 10 to 14 years,23813
1981-04-05,E08000007,Stockport,Local authority,Persons,Aged 15 to 19 years,24442
1981-04-05,E08000007,Stockport,Local authority,Persons,Aged 20 to 24 years,19935
1981-04-05,E08000007,Stockport,Local authority,Persons,Aged 25 to 29 years,19065
1981-04-05,E08000007,Stockport,Local authority,Persons,Aged 30 to 34 years,22726
1981-04-05,E08000007,Stockport,Local authority,Persons,Aged 35 to 39 years,19048
1981-04-05,E08000007,Stockport,Local authority,Persons,Aged 40 to 44 years,17657
1981-04-05,E08000007,Stockport,Local authority,Persons,Aged 45 to 49 years,16762
1981-04-05,E08000007,Stockport,Local authority,Persons,Aged 50 to 54 years,17001
1981-04-05,E08000007,Stockport,Local authority,Persons,Aged 55 to 59 years,16944
1981-04-05,E08000007,Stockport,Local authority,Persons,Aged 60 to 64 years,14155
1981-04-05,E08000007,Stockport,Local authority,Persons,Aged 65 to 69 years,13537
1981-04-05,E08000007,Stockport,Local authority,Persons,Aged 70 to 74 years,11717
1981-04-05,E08000007,Stockport,Local authority,Persons,Aged 75 to 79 years,8343
1981-04-05,E08000007,Stockport,Local authority,Persons,Aged 80 to 84 years,4483
1981-04-05,E08000007,Stockport,Local authority,Persons,Aged 85 years and over,2716
1991-04-21,E08000007,Stockport,Local authority,Females,All ages,147116
1991-04-21,E08000007,Stockport,Local authority,Females,Aged 4 years and under,8966
1991-04-21,E08000007,Stockport,Local authority,Females,Aged 5 to 9 years,8794
1991-04-21,E08000007,Stockport,Local authority,Females,Aged 10 to 14 years,8274
1991-04-21,E08000007,Stockport,Local authority,Females,Aged 15 to 19 years,8933
1991-04-21,E08000007,Stockport,Local authority,Females,Aged 20 to 24 years,9771
1991-04-21,E08000007,Stockport,Local authority,Females,Aged 25 to 29 years,10889
1991-04-21,E08000007,Stockport,Local authority,Females,Aged 30 to 34 years,10492
1991-04-21,E08000007,Stockport,Local authority,Females,Aged 35 to 39 years,9715
1991-04-21,E08000007,Stockport,Local authority,Females,Aged 40 to 44 years,10999
1991-04-21,E08000007,Stockport,Local authority,Females,Aged 45 to 49 years,9111
1991-04-21,E08000007,Stockport,Local authority,Females,Aged 50 to 54 years,8303
1991-04-21,E08000007,Stockport,Local authority,Females,Aged 55 to 59 years,7771
1991-04-21,E08000007,Stockport,Local authority,Females,Aged 60 to 64 years,7763
1991-04-21,E08000007,Stockport,Local authority,Females,Aged 65 to 69 years,7613
1991-04-21,E08000007,Stockport,Local authority,Females,Aged 70 to 74 years,6335
1991-04-21,E08000007,Stockport,Local authority,Females,Aged 75 to 79 years,5733
1991-04-21,E08000007,Stockport,Local authority,Females,Aged 80 to 84 years,4421
1991-04-21,E08000007,Stockport,Local authority,Females,Aged 85 years and over,3233
1991-04-21,E08000007,Stockport,Local authority,Males,All ages,137279
1991-04-21,E08000007,Stockport,Local authority,Males,Aged 4 years and under,9362
1991-04-21,E08000007,Stockport,Local authority,Males,Aged 5 to 9 years,9066
1991-04-21,E08000007,Stockport,Local authority,Males,Aged 10 to 14 years,8793
1991-04-21,E08000007,Stockport,Local authority,Males,Aged 15 to 19 years,9505
1991-04-21,E08000007,Stockport,Local authority,Males,Aged 20 to 24 years,9799
1991-04-21,E08000007,Stockport,Local authority,Males,Aged 25 to 29 years,10526
1991-04-21,E08000007,Stockport,Local authority,Males,Aged 30 to 34 years,10244
1991-04-21,E08000007,Stockport,Local authority,Males,Aged 35 to 39 years,9785
1991-04-21,E08000007,Stockport,Local authority,Males,Aged 40 to 44 years,11024
1991-04-21,E08000007,Stockport,Local authority,Males,Aged 45 to 49 years,8957
1991-04-21,E08000007,Stockport,Local authority,Males,Aged 50 to 54 years,8107
1991-04-21,E08000007,Stockport,Local authority,Males,Aged 55 to 59 years,7452
1991-04-21,E08000007,Stockport,Local authority,Males,Aged 60 to 64 years,7247
1991-04-21,E08000007,Stockport,Local authority,Males,Aged 65 to 69 years,6445
1991-04-21,E08000007,Stockport,Local authority,Males,Aged 70 to 74 years,4612
1991-04-21,E08000007,Stockport,Local authority,Males,Aged 75 to 79 years,3427
1991-04-21,E08000007,Stockport,Local authority,Males,Aged 80 to 84 years,1983
1991-04-21,E08000007,Stockport,Local authority,Males,Aged 85 years and over,945
1991-04-21,E08000007,Stockport,Local authority,Persons,All ages,284395
1991-04-21,E08000007,Stockport,Local authority,Persons,Aged 4 years and under,18328
1991-04-21,E08000007,Stockport,Local authority,Persons,Aged 5 to 9 years,17860
1991-04-21,E08000007,Stockport,Local authority,Persons,Aged 10 to 14 years,17067
1991-04-21,E08000007,Stockport,Local authority,Persons,Aged 15 to 19 years,18438
1991-04-21,E08000007,Stockport,Local authority,Persons,Aged 20 to 24 years,19570
1991-04-21,E08000007,Stockport,Local authority,Persons,Aged 25 to 29 years,21415
1991-04-21,E08000007,Stockport,Local authority,Persons,Aged 30 to 34 years,20736
1991-04-21,E08000007,Stockport,Local authority,Persons,Aged 35 to 39 years,19500
1991-04-21,E08000007,Stockport,Local authority,Persons,Aged 40 to 44 years,22023
1991-04-21,E08000007,Stockport,Local authority,Persons,Aged 45 to 49 years,18068
1991-04-21,E08000007,Stockport,Local authority,Persons,Aged 50 to 54 years,16410
1991-04-21,E08000007,Stockport,Local authority,Persons,Aged 55 to 59 years,15223
1991-04-21,E08000007,Stockport,Local authority,Persons,Aged 60 to 64 years,15010
1991-04-21,E08000007,Stockport,Local authority,Persons,Aged 65 to 69 years,14058
1991-04-21,E08000007,Stockport,Local authority,Persons,Aged 70 to 74 years,10947
