period,area_code,area_name,geography,sex,age_group,usual_residents
1991-04-21,E08000009,Trafford,Local authority,Males,Aged 70 to 74 years,3690
1991-04-21,E08000009,Trafford,Local authority,Males,Aged 75 to 79 years,2613
1991-04-21,E08000009,Trafford,Local authority,Males,Aged 80 to 84 years,1532
1991-04-21,E08000009,Trafford,Local authority,Males,Aged 85 years and over,729
1991-04-21,E08000009,Trafford,Local authority,Persons,All ages,212731
1991-04-21,E08000009,Trafford,Local authority,Persons,Aged 4 years and under,13939
1991-04-21,E08000009,Trafford,Local authority,Persons,Aged 5 to 9 years,13613
1991-04-21,E08000009,Trafford,Local authority,Persons,Aged 10 to 14 years,12931
1991-04-21,E08000009,Trafford,Local authority,Persons,Aged 15 to 19 years,13921
1991-04-21,E08000009,Trafford,Local authority,Persons,Aged 20 to 24 years,15098
1991-04-21,E08000009,Trafford,Local authority,Persons,Aged 25 to 29 years,16438
1991-04-21,E08000009,Trafford,Local authority,Persons,Aged 30 to 34 years,15701
1991-04-21,E08000009,Trafford,Local authority,Persons,Aged 35 to 39 years,14243
1991-04-21,E08000009,Trafford,Local authority,Persons,Aged 40 to 44 years,15640
1991-04-21,E08000009,Trafford,Local authority,Persons,Aged 45 to 49 years,12899
1991-04-21,E08000009,Trafford,Local authority,Persons,Aged 50 to 54 years,12062
1991-04-21,E08000009,Trafford,Local authority,Persons,Aged 55 to 59 years,11289
1991-04-21,E08000009,Trafford,Local authority,Persons,Aged 60 to 64 years,11032
1991-04-21,E08000009,Trafford,Local authority,Persons,Aged 65 to 69 years,10559
1991-04-21,E08000009,Trafford,Local authority,Persons,Aged 70 to 74 years,8396
1991-04-21,E08000009,Trafford,Local authority,Persons,Aged 75 to 79 years,6921
1991-04-21,E08000009,Trafford,Local authority,Persons,Aged 80 to 84 years,4766
1991-04-21,E08000009,Trafford,Local authority,Persons,Aged 85 years and over,3283
2001-04-29,E08000009,Trafford,Local authority,Females,All ages,107982
2001-04-29,E08000009,Trafford,Local authority,Females,Aged 4 years and under,5793
2001-04-29,E08000009,Trafford,Local authority,Females,Aged 5 to 9 years,6463
2001-04-29,E08000009,Trafford,Local authority,Females,Aged 10 to 14 years,6876
2001-04-29,E08000009,Trafford,Local authority,Females,Aged 15 to 19 years,6465
2001-04-29,E08000009,Trafford,Local authority,Females,Aged 20 to 24 years,5174
2001-04-29,E08000009,Trafford,Local authority,Females,Aged 25 to 29 years,6760
2001-04-29,E08000009,Trafford,Local authority,Females,Aged 30 to 34 years,8200
2001-04-29,E08000009,Trafford,Local authority,Females,Aged 35 to 39 years,8978
2001-04-29,E08000009,Trafford,Local authority,Females,Aged 40 to 44 years,7958
2001-04-29,E08000009,Trafford,Local authority,Females,Aged 45 to 49 years,7028
2001-04-29,E08000009,Trafford,Local authority,Females,Aged 50 to 54 years,7249
2001-04-29,E08000009,Trafford,Local authority,Females,Aged 55 to 59 years,5871
2001-04-29,E08000009,Trafford,Local authority,Females,Aged 60 to 64 years,5334
2001-04-29,E08000009,Trafford,Local authority,Females,Aged 65 to 69 years,4900
2001-04-29,E08000009,Trafford,Local authority,Females,Aged 70 to 74 years,4720
2001-04-29,E08000009,Trafford,Local authority,Females,Aged 75 to 79 years,4158
2001-04-29,E08000009,Trafford,Local authority,Females,Aged 80 to 84 years,3140
2001-04-29,E08000009,Trafford,Local authority,Females,Aged 85 years and over,2915
2001-04-29,E08000009,Trafford,Local authority,Males,All ages,102161
2001-04-29,E08000009,Trafford,Local authority,Males,Aged 4 years and under,6176
2001-04-29,E08000009,Trafford,Local authority,Males,Aged 5 to 9 years,6945
2001-04-29,E08000009,Trafford,Local authority,Males,Aged 10 to 14 years,7331
2001-04-29,E08000009,Trafford,Local authority,Males,Aged 15 to 19 years,6496
2001-04-29,E08000009,Trafford,Local authority,Males,Aged 20 to 24 years,5408
2001-04-29,E08000009,Trafford,Local authority,Males,Aged 25 to 29 years,6662
2001-04-29,E08000009,Trafford,Local authority,Males,Aged 30 to 34 years,7802
2001-04-29,E08000009,Trafford,Local authority,Males,Aged 35 to 39 years,8772
2001-04-29,E08000009,Trafford,Local authority,Males,Aged 40 to 44 years,7867
2001-04-29,E08000009,Trafford,Local authority,Males,Aged 45 to 49 years,6774
2001-04-29,E08000009,Trafford,Local authority,Males,Aged 50 to 54 years,7180
2001-04-29,E08000009,Trafford,Local authority,Males,Aged 55 to 59 years,5551
2001-04-29,E08000009,Trafford,Local authority,Males,Aged 60 to 64 years,4927
2001-04-29,E08000009,Trafford,Local authority,Males,Aged 65 to 69 years,4561
2001-04-29,E08000009,Trafford,Local authority,Males,Aged 70 to 74 years,3712
2001-04-29,E08000009,Trafford,Local authority,Males,Aged 75 to 79 years,2991
2001-04-29,E08000009,Trafford,Local authority,Males,Aged 80 to 84 years,1902
2001-04-29,E08000009,Trafford,Local authority,Males,Aged 85 years and over,1104
2001-04-29,E08000009,Trafford,Local authority,Persons,All ages,210143
2001-04-29,E08000009,Trafford,Local authority,Persons,Aged 4 years and under,11969
2001-04-29,E08000009,Trafford,Local authority,Persons,Aged 5 to 9 years,13408
2001-04-29,E08000009,Trafford,Local authority,Persons,Aged 10 to 14 years,14207
2001-04-29,E08000009,Trafford,Local authority,Persons,Aged 15 to 19 years,12961
2001-04-29,E08000009,Trafford,Local authority,Persons,Aged 20 to 24 years,10582
2001-04-29,E08000009,Trafford,Local authority,Persons,Aged 25 to 29 years,13422
2001-04-29,E08000009,Trafford,Local authority,Persons,Aged 30 to 34 years,16002
2001-04-29,E08000009,Trafford,Local authority,Persons,Aged 35 to 39 years,17750
2001-04-29,E08000009,Trafford,Local authority,Persons,Aged 40 to 44 years,15825
2001-04-29,E08000009,Trafford,Local authority,Persons,Aged 45 to 49 years,13802
2001-04-29,E08000009,Trafford,Local authority,Persons,Aged 50 to 54 years,14429
2001-04-29,E08000009,Trafford,Local authority,Persons,Aged 55 to 59 years,11422
2001-04-29,E08000009,Trafford,Local authority,Persons,Aged 60 to 64 years,10261
2001-04-29,E08000009,Trafford,Local authority,Persons,Aged 65 to 69 years,9461
2001-04-29,E08000009,Trafford,Local authority,Persons,Aged 70 to 74 years,8432
2001-04-29,E08000009,Trafford,Local authority,Persons,Aged 75 to 79 years,7149
2001-04-29,E08000009,Trafford,Local authority,Persons,Aged 80 to 84 years,5042
2001-04-29,E08000009,Trafford,Local authority,Persons,Aged 85 years and over,4019
2011-03-27,E08000009,Trafford,Local authority,Females,All ages,115619
2011-03-27,E08000009,Trafford,Local authority,Females,Aged 4 years and under,7301
2011-03-27,E08000009,Trafford,Local authority,Females,Aged 5 to 9 years,6844
2011-03-27,E08000009,Trafford,Local authority,Females,Aged 10 to 14 years,6906
2011-03-27,E08000009,Trafford,Local authority,Females,Aged 15 to 19 years,6422
2011-03-27,E08000009,Trafford,Local authority,Females,Aged 20 to 24 years,5682
2011-03-27,E08000009,Trafford,Local authority,Females,Aged 25 to 29 years,6926
2011-03-27,E08000009,Trafford,Local authority,Females,Aged 30 to 34 years,7763
2011-03-27,E08000009,Trafford,Local authority,Females,Aged 35 to 39 years,8434
2011-03-27,E08000009,Trafford,Local authority,Females,Aged 40 to 44 years,9166
2011-03-27,E08000009,Trafford,Local authority,Females,Aged 45 to 49 years,9389
2011-03-27,E08000009,Trafford,Local authority,Females,Aged 50 to 54 years,7628
2011-03-27,E08000009,Trafford,Local authority,Females,Aged 55 to 59 years,6233
2011-03-27,E08000009,Trafford,Local authority,Females,Aged 60 to 64 years,6456
2011-03-27,E08000009,Trafford,Local authority,Females,Aged 65 to 69 years,5127
2011-03-27,E08000009,Trafford,Local authority,Females,Aged 70 to 74 years,4641
2011-03-27,E08000009,Trafford,Local authority,Females,Aged 75 to 79 years,3994
2011-03-27,E08000009,Trafford,Local authority,Females,Aged 80 to 84 years,3354
2011-03-27,E08000009,Trafford,Local authority,Females,Aged 85 years and over,3353
2011-03-27,E08000009,Trafford,Local authority,Males,All ages,110959
2011-03-27,E08000009,Trafford,Local authority,Males,Aged 4 years and under,7569
2011-03-27,E08000009,Trafford,Local authority,Males,Aged 5 to 9 years,7188
2011-03-27,E08000009,Trafford,Local authority,Males,Aged 10 to 14 years,7170
2011-03-27,E08000009,Trafford,Local authority,Males,Aged 15 to 19 years,7104
2011-03-27,E08000009,Trafford,Local authority,Males,Aged 20 to 24 years,6094
2011-03-27,E08000009,Trafford,Local authority,Males,Aged 25 to 29 years,6838
2011-03-27,E08000009,Trafford,Local authority,Males,Aged 30 to 34 years,7247
2011-03-27,E08000009,Trafford,Local authority,Males,Aged 35 to 39 years,7996
2011-03-27,E08000009,Trafford,Local authority,Males,Aged 40 to 44 years,8615
2011-03-27,E08000009,Trafford,Local authority,Males,Aged 45 to 49 years,8834
2011-03-27,E08000009,Trafford,Local authority,Males,Aged 50 to 54 years,7653
2011-03-27,E08000009,Trafford,Local authority,Males,Aged 55 to 59 years,6489
2011-03-27,E08000009,Trafford,Local authority,Males,Aged 60 to 64 years,6358
2011-03-27,E08000009,Trafford,Local authority,Males,Aged 65 to 69 years,4632
2011-03-27,E08000009,Trafford,Local authority,Males,Aged 70 to 74 years,3925
2011-03-27,E08000009,Trafford,Local authority,Males,Aged 75 to 79 years,3246
2011-03-27,E08000009,Trafford,Local authority,Males,Aged 80 to 84 years,2305
2011-03-27,E08000009,Trafford,Local authority,Males,Aged 85 years and over,1696
2011-03-27,E08000009,Trafford,Local authority,Persons,All ages,226578
2011-03-27,E08000009,Trafford,Local authority,Persons,Aged 4 years and under,14870
2011-03-27,E08000009,Trafford,Local authority,Persons,Aged 5 to 9 years,14032
2011-03-27,E08000009,Trafford,Local authority,Persons,Aged 10 to 14 years,14076
2011-03-27,E08000009,Trafford,Local authority,Persons,Aged 15 to 19 years,13526
2011-03-27,E08000009,Trafford,Local authority,Persons,Aged 20 to 24 years,11776
2011-03-27,E08000009,Trafford,Local authority,Persons,Aged 25 to 29 years,13764
2011-03-27,E08000009,Trafford,Local authority,Persons,Aged 30 to 34 years,15010
2011-03-27,E08000009,Trafford,Local authority,Persons,Aged 35 to 39 years,16430
2011-03-27,E08000009,Trafford,Local authority,Persons,Aged 40 to 44 years,17781
2011-03-27,E08000009,Trafford,Local authority,Persons,Aged 45 to 49 years,18223
2011-03-27,E08000009,Trafford,Local authority,Persons,Aged 50 to 54 years,15281
2011-03-27,E08000009,Trafford,Local authority,Persons,Aged 55 to 59 years,12722
2011-03-27,E08000009,Trafford,Local authority,Persons,Aged 60 to 64 years,12814
2011-03-27,E08000009,Trafford,Local authority,Persons,Aged 65 to 69 years,9759
2011-03-27,E08000009,Trafford,Local authority,Persons,Aged 70 to 74 years,8566
2011-03-27,E08000009,Trafford,Local authority,Persons,Aged 75 to 79 years,7240
2011-03-27,E08000009,Trafford,Local authority,Persons,Aged 80 to 84 years,5659
2011-03-27,E08000009,Trafford,Local authority,Persons,Aged 85 years and over,5049
2021-03-21,E08000009,Trafford,Local authority,Females,All ages,120700
2021-03-21,E08000009,Trafford,Local authority,Females,Aged 4 years and under,6700
2021-03-21,E08000009,Trafford,Local authority,Females,Aged 5 to 9 years,7700
2021-03-21,E08000009,Trafford,Local authority,Females,Aged 10 to 14 years,8000
2021-03-21,E08000009,Trafford,Local authority,Females,Aged 15 to 19 years,6400
2021-03-21,E08000009,Trafford,Local authority,Females,Aged 20 to 24 years,5200
2021-03-21,E08000009,Trafford,Local authority,Females,Aged 25 to 29 years,6300
2021-03-21,E08000009,Trafford,Local authority,Females,Aged 30 to 34 years,8000
2021-03-21,E08000009,Trafford,Local authority,Females,Aged 35 to 39 years,9100
2021-03-21,E08000009,Trafford,Local authority,Females,Aged 40 to 44 years,9100
2021-03-21,E08000009,Trafford,Local authority,Females,Aged 45 to 49 years,8400
2021-03-21,E08000009,Trafford,Local authority,Females,Aged 50 to 54 years,8400
2021-03-21,E08000009,Trafford,Local authority,Females,Aged 55 to 59 years,8100
2021-03-21,E08000009,Trafford,Local authority,Females,Aged 60 to 64 years,6600
2021-03-21,E08000009,Trafford,Local authority,Females,Aged 65 to 69 years,5500
2021-03-21,E08000009,Trafford,Local authority,Females,Aged 70 to 74 years,5700
2021-03-21,E08000009,Trafford,Local authority,Females,Aged 75 to 79 years,4400
2021-03-21,E08000009,Trafford,Local authority,Females,Aged 80 to 84 years,3500
2021-03-21,E08000009,Trafford,Local authority,Females,Aged 85 years and over,3700
2021-03-21,E08000009,Trafford,Local authority,Males,All ages,114400
2021-03-21,E08000009,Trafford,Local authority,Males,Aged 4 years and under,6800
2021-03-21,E08000009,Trafford,Local authority,Males,Aged 5 to 9 years,8300
2021-03-21,E08000009,Trafford,Local authority,Males,Aged 10 to 14 years,8400
2021-03-21,E08000009,Trafford,Local authority,Males,Aged 15 to 19 years,6800
2021-03-21,E08000009,Trafford,Local authority,Males,Aged 20 to 24 years,5400
2021-03-21,E08000009,Trafford,Local authority,Males,Aged 25 to 29 years,6300
2021-03-21,E08000009,Trafford,Local authority,Males,Aged 30 to 34 years,6900
2021-03-21,E08000009,Trafford,Local authority,Males,Aged 35 to 39 years,8200
2021-03-21,E08000009,Trafford,Local authority,Males,Aged 40 to 44 years,8300
2021-03-21,E08000009,Trafford,Local authority,Males,Aged 45 to 49 years,8100
2021-03-21,E08000009,Trafford,Local authority,Males,Aged 50 to 54 years,8100
2021-03-21,E08000009,Trafford,Local authority,Males,Aged 55 to 59 years,7800
2021-03-21,E08000009,Trafford,Local authority,Males,Aged 60 to 64 years,6500
2021-03-21,E08000009,Trafford,Local authority,Males,Aged 65 to 69 years,5300
2021-03-21,E08000009,Trafford,Local authority,Males,Aged 70 to 74 years,5000
2021-03-21,E08000009,Trafford,Local authority,Males,Aged 75 to 79 years,3500
2021-03-21,E08000009,Trafford,Local authority,Males,Aged 80 to 84 years,2500
2021-03-21,E08000009,Trafford,Local authority,Males,Aged 85 years and over,2200
2021-03-21,E08000009,Trafford,Local authority,Persons,All ages,235100
2021-03-21,E08000009,Trafford,Local authority,Persons,Aged 4 years and under,13500
2021-03-21,E08000009,Trafford,Local authority,Persons,Aged 5 to 9 years,16000
2021-03-21,E08000009,Trafford,Local authority,Persons,Aged 10 to 14 years,16400
2021-03-21,E08000009,Trafford,Local authority,Persons,Aged 15 to 19 years,13200
2021-03-21,E08000009,Trafford,Local authority,Persons,Aged 20 to 24 years,10500
2021-03-21,E08000009,Trafford,Local authority,Persons,Aged 25 to 29 years,12600
2021-03-21,E08000009,Trafford,Local authority,Persons,Aged 30 to 34 years,14900
2021-03-21,E08000009,Trafford,Local authority,Persons,Aged 35 to 39 years,17300
2021-03-21,E08000009,Trafford,Local authority,Persons,Aged 40 to 44 years,17400
2021-03-21,E08000009,Trafford,Local authority,Persons,Aged 45 to 49 years,16500
2021-03-21,E08000009,Trafford,Local authority,Persons,Aged 50 to 54 years,16500
2021-03-21,E08000009,Trafford,Local authority,Persons,Aged 55 to 59 years,15900
2021-03-21,E08000009,Trafford,Local authority,Persons,Aged 60 to 64 years,13100
2021-03-21,E08000009,Trafford,Local authority,Persons,Aged 65 to 69 years,10800
2021-03-21,E08000009,Trafford,Local authority,Persons,Aged 70 to 74 years,10700
2021-03-21,E08000009,Trafford,Local authority,Persons,Aged 75 to 79 years,7900
2021-03-21,E08000009,Trafford,Local authority,Persons,Aged 80 to 84 years,6100
2021-03-21,E08000009,Trafford,Local authority,Persons,Aged 85 years and over,5900
