area_code,area_name,geography,period,indicator,measure,unit,sex,age_group,value
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 45 to 49 years,13802
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 50 to 54 years,14429
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 55 to 59 years,11422
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 60 to 64 years,10261
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 65 to 69 years,9461
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 70 to 74 years,8432
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 75 to 79 years,7149
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 80 to 84 years,5042
E08000009,Trafford,Local authority,2001-04-29,Usual resident population by sex and age group,Frequency,Usual residents,Persons,Aged 85 years and over,4019
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Females,All ages,115619
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 4 years and under,7301
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 5 to 9 years,6844
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 10 to 14 years,6906
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 15 to 19 years,6422
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 20 to 24 years,5682
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 25 to 29 years,6926
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 30 to 34 years,7763
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 35 to 39 years,8434
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 40 to 44 years,9166
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 45 to 49 years,9389
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 50 to 54 years,7628
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 55 to 59 years,6233
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 60 to 64 years,6456
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 65 to 69 years,5127
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 70 to 74 years,4641
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 75 to 79 years,3994
E08000009,Trafford,Local authority,2011-03-27,Usual resident population by sex and age group,Frequency,Usual residents,Females,Aged 80 to 84 years,3354
