period,area_code,area_name,geography,sex,all_ages,aged_0_to_15,aged_16_to_64,aged_65_and_over,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
2024-06-30,E00030777,E00030777,OA,Females,168,33,116,19,2,2,0,3,2,0,2,2,4,2,3,3,1,4,2,1,0,0,0,1,0,1,3,2,4,2,2,2,5,5,7,5,0,8,2,2,2,2,3,5,2,1,3,4,4,1,1,4,3,5,0,0,3,4,2,2,4,1,1,1,2,1,2,1,1,0,3,0,0,0,0,2,1,1,1,1,0,1,1,1,2,1,0,0,2,0,0,0,0,0,2
2024-06-30,E00030777,E00030777,OA,Males,187,34,126,27,1,1,2,4,1,2,3,3,3,0,3,3,4,2,1,1,4,2,0,2,1,1,2,3,0,5,2,0,5,6,5,5,9,1,3,2,3,2,2,3,3,3,2,4,4,4,0,3,3,3,3,0,3,2,3,1,1,2,0,3,1,2,3,4,1,3,3,2,0,2,1,5,1,2,1,1,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0
2024-06-30,E00030778,E00030778,OA,Persons,445,90,315,40,6,3,3,3,5,4,9,6,8,13,7,5,4,7,5,2,2,6,2,6,2,3,10,10,3,5,5,11,7,15,10,11,12,16,17,6,11,7,8,9,6,10,5,11,9,3,6,9,6,11,6,3,3,3,2,3,1,5,3,3,2,1,3,2,5,4,3,3,2,2,3,4,2,2,2,1,0,0,2,1,1,0,0,1,0,1,1,0,0,2,3
2024-06-30,E00030778,E00030778,OA,Females,211,43,148,20,3,2,2,2,2,2,2,2,4,9,3,0,3,4,2,1,0,2,1,3,2,1,4,9,1,4,4,6,3,7,4,6,5,10,6,3,3,6,3,4,5,4,1,4,4,1,4,4,2,3,3,1,2,2,1,1,0,2,1,2,1,0,1,1,1,2,2,1,2,1,2,1,1,2,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0
2024-06-30,E00030778,E00030778,OA,Males,234,47,167,20,3,1,1,1,3,2,7,4,4,4,4,5,1,3,3,1,2,4,1,3,0,2,6,1,2,1,1,5,4,8,6,5,7,6,11,3,8,1,5,5,1,6,4,7,5,2,2,5,4,8,3,2,1,1,1,2,1,3,2,1,1,1,2,1,4,2,1,2,0,1,1,3,1,0,1,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,3
2024-06-30,E00030779,E00030779,OA,Persons,352,86,210,56,2,5,7,6,8,4,1,5,4,4,5,9,7,5,6,8,5,5,5,2,2,4,5,0,3,4,3,3,3,3,4,3,3,2,7,6,6,5,2,5,9,7,5,6,4,6,5,5,5,1,1,4,4,2,9,4,6,7,6,5,5,6,1,2,5,4,3,4,2,4,2,3,5,3,2,8,1,1,1,4,2,0,2,1,1,0,0,2,0,0,1
2024-06-30,E00030779,E00030779,OA,Females,193,47,112,34,2,3,2,3,3,4,1,3,1,4,3,5,3,2,2,6,4,3,5,1,1,1,3,0,1,1,3,1,2,2,1,1,3,1,4,3,1,5,1,3,3,4,2,3,2,3,3,2,3,1,1,3,1,1,3,2,5,4,3,2,2,4,0,1,3,2,2,3,0,2,2,1,4,1,1,3,1,1,1,3,1,0,2,1,1,0,0,2,0,0,0
2024-06-30,E00030779,E00030779,OA,Males,159,39,98,22,0,2,5,3,5,0,0,2,3,0,2,4,4,3,4,2,1,2,0,1,1,3,2,0,2,3,0,2,1,1,3,2,0,1,3,3,5,0,1,2,6,3,3,3,2,3,2,3,2,0,0,1,3,1,6,2,1,3,3,3,3,2,1,1,2,2,1,1,2,2,0,2,1,2,1,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
2024-06-30,E00030780,E00030780,OA,Persons,416,78,205,133,0,4,1,5,0,7,3,6,4,9,4,6,4,11,6,8,4,8,5,4,3,1,1,6,3,4,1,2,1,1,1,5,2,2,2,0,2,3,1,8,5,2,8,6,6,4,12,4,6,3,5,4,4,13,4,8,6,7,1,8,3,5,6,2,3,3,3,5,5,1,5,3,3,6,5,4,2,6,3,2,9,3,7,4,10,3,3,4,2,7,25
2024-06-30,E00030780,E00030780,OA,Females,218,41,100,77,0,1,1,2,0,5,1,5,2,5,1,2,1,6,3,6,0,4,2,1,2,1,0,2,2,3,1,0,1,1,0,2,0,1,1,0,1,1,1,5,2,1,5,4,1,2,9,2,3,0,1,4,2,6,3,4,2,2,1,4,1,3,4,2,0,2,2,1,1,1,2,0,3,3,4,1,0,5,2,1,6,1,3,2,5,1,3,2,2,4,20
2024-06-30,E00030780,E00030780,OA,Males,198,37,105,56,0,3,0,3,0,2,2,1,2,4,3,4,3,5,3,2,4,4,3,3,1,0,1,4,1,1,0,2,0,0,1,3,2,1,1,0,1,2,0,3,3,1,3,2,5,2,3,2,3,3,4,0,2,7,1,4,4,5,0,4,2,2,2,0,3,1,1,4,4,0,3,3,0,3,1,3,2,1,1,1,3,2,4,2,5,2,0,2,0,3,5
2024-06-30,E00030782,E00030782,OA,Persons,393,60,260,73,2,1,5,2,0,5,5,3,5,3,2,10,2,3,8,4,1,4,2,2,4,3,5,6,5,7,4,2,8,7,1,8,7,3,5,8,8,5,5,10,6,7,4,7,3,8,7,5,8,9,2,10,9,6,4,4,4,3,6,2,3,6,9,5,3,6,5,4,5,4,3,6,5,3,2,2,1,6,1,2,2,6,4,0,0,0,1,1,0,1,3
2024-06-30,E00030782,E00030782,OA,Females,198,31,126,41,1,0,1,2,0,2,2,2,2,1,1,6,1,3,4,3,1,1,0,1,4,0,2,2,2,5,2,1,2,4,0,5,4,1,2,5,5,2,3,4,5,4,2,6,1,3,2,3,4,3,1,2,3,5,1,2,1,2,2,0,3,2,5,3,3,4,4,2,2,3,3,3,3,1,2,0,0,3,0,2,1,3,2,0,0,0,1,1,0,0,1
2024-06-30,E00030782,E00030782,OA,Males,195,29,134,32,1,1,4,0,0,3,3,1,3,2,1,4,1,0,4,1,0,3,2,1,0,3,3,4,3,2,2,1,6,3,1,3,3,2,3,3,3,3,2,6,1,3,2,1,2,5,5,2,4,6,1,8,6,1,3,2,3,1,4,2,0,4,4,2,0,2,1,2,3,1,0,3,2,2,0,2,1,3,1,0,1,3,2,0,0,0,0,0,0,1,2
2024-06-30,E00030783,E00030783,OA,Persons,348,55,156,137,3,2,10,3,0,3,0,3,5,9,2,4,2,1,4,4,4,4,3,1,3,2,3,1,2,8,3,3,2,1,0,3,3,1,5,0,4,3,3,3,3,4,5,3,7,3,3,3,5,4,4,3,2,2,4,3,5,1,3,5,4,3,5,2,5,3,3,6,1,7,3,4,4,3,4,8,10,3,5,12,6,3,4,4,5,7,3,3,5,5,16
2024-06-30,E00030783,E00030783,OA,Females,168,23,74,71,0,1,3,1,0,3,0,2,3,2,0,3,1,1,2,1,3,1,3,0,2,1,2,0,2,4,2,0,0,0,0,1,0,0,2,0,2,2,1,2,1,2,5,1,4,1,1,1,1,3,1,0,1,1,3,2,5,0,1,3,2,2,2,1,0,2,2,1,1,3,1,2,2,2,2,3,5,2,3,8,2,2,4,1,1,3,1,1,3,3,11
2024-06-30,E00030783,E00030783,OA,Males,180,32,82,66,3,1,7,2,0,0,0,1,2,7,2,1,1,0,2,3,1,3,0,1,1,1,1,1,0,4,1,3,2,1,0,2,3,1,3,0,2,1,2,1,2,2,0,2,3,2,2,2,4,1,3,3,1,1,1,1,0,1,2,2,2,1,3,1,5,1,1,5,0,4,2,2,2,1,2,5,5,1,2,4,4,1,0,3,4,4,2,2,2,2,5
2024-06-30,E00030784,E00030784,OA,Persons,198,11,91,96,2,0,0,2,0,0,0,1,2,0,1,1,0,2,0,0,1,2,1,2,1,3,4,0,3,2,1,0,0,2,1,2,1,1,2,4,2,1,2,0,1,1,2,1,2,1,0,4,0,3,4,2,1,4,2,1,2,6,1,5,3,4,1,0,2,3,3,4,1,1,1,2,2,7,4,4,5,4,6,1,4,3,4,4,1,3,3,5,5,2,14
2024-06-30,E00030784,E00030784,OA,Females,109,8,43,58,2,0,0,0,0,0,0,1,2,0,1,1,0,1,0,0,1,1,0,1,0,2,4,0,1,2,0,0,0,1,1,1,0,1,1,2,1,0,1,0,1,0,0,0,0,1,0,1,0,2,1,2,1,2,0,0,1,4,1,3,0,1,0,0,1,2,2,2,0,0,1,2,1,2,3,2,2,2,2,0,1,1,4,1,1,2,3,3,4,1,14
2024-06-30,E00030784,E00030784,OA,Males,89,3,48,38,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,2,0,1,0,0,1,0,1,1,0,1,2,1,1,1,0,0,1,2,1,2,0,0,3,0,1,3,0,0,2,2,1,1,2,0,2,3,3,1,0,1,1,1,2,1,1,0,0,1,5,1,2,3,2,4,1,3,2,0,3,0,1,0,2,1,1,0
2024-06-30,E00030785,E00030785,OA,Persons,274,35,124,115,5,0,0,1,3,0,1,1,0,5,7,3,1,4,4,0,3,3,0,1,2,0,0,1,0,1,5,5,1,3,1,4,3,3,1,3,3,1,1,1,2,2,4,3,2,6,2,2,1,2,4,1,3,6,3,2,4,4,7,4,7,1,2,0,4,5,4,6,1,2,2,6,6,5,4,9,9,5,7,3,5,4,1,2,2,6,1,2,6,1,11
2024-06-30,E00030785,E00030785,OA,Females,141,19,64,58,2,0,0,1,0,0,0,1,0,4,4,1,0,3,3,0,1,2,0,1,2,0,0,0,0,0,1,1,0,3,0,3,2,0,0,3,1,0,0,0,1,0,3,2,0,3,1,1,1,1,4,1,2,2,2,1,3,3,2,2,5,0,0,0,4,3,1,2,0,2,1,4,4,3,2,4,6,0,1,3,2,3,1,1,1,4,1,0,3,0,6
2024-06-30,E00030785,E00030785,OA,Males,133,16,60,57,3,0,0,0,3,0,1,0,0,1,3,2,1,1,1,0,2,1,0,0,0,0,0,1,0,1,4,4,1,0,1,1,1,3,1,0,2,1,1,1,1,2,1,1,2,3,1,1,0,1,0,0,1,4,1,1,1,1,5,2,2,1,2,0,0,2,3,4,1,0,1,2,2,2,2,5,3,5,6,0,3,1,0,1,1,2,0,2,3,1,5
2024-06-30,E00030786,E00030786,OA,Persons,305,28,228,49,4,3,1,0,1,0,4,0,1,2,0,4,2,0,1,5,2,1,6,3,2,3,3,3,7,3,7,11,8,6,6,6,5,3,8,3,5,4,3,8,5,5,2,1,2,4,2,7,6,2,7,6,4,6,11,8,3,5,7,1,6,4,6,1,1,5,7,3,3,3,1,0,1,1,1,3,3,0,3,0,3,3,0,0,2,3,1,0,1,0,2
2024-06-30,E00030786,E00030786,OA,Females,153,19,110,24,2,3,1,0,1,0,2,0,0,2,0,4,1,0,0,3,1,0,3,0,2,1,2,1,3,3,2,5,5,2,5,3,2,1,5,0,2,2,2,2,4,3,1,1,2,2,1,5,2,2,3,3,2,1,3,4,2,3,4,0,3,2,2,0,1,1,5,0,1,0,0,0,0,0,0,3,1,0,3,0,2,2,0,0,2,1,0,0,1,0,2
2024-06-30,E00030786,E00030786,OA,Males,152,9,118,25,2,0,0,0,0,0,2,0,1,0,0,0,1,0,1,2,1,1,3,3,0,2,1,2,4,0,5,6,3,4,1,3,3,2,3,3,3,2,1,6,1,2,1,0,0,2,1,2,4,0,4,3,2,5,8,4,1,2,3,1,3,2,4,1,0,4,2,3,2,3,1,0,1,1,1,0,2,0,0,0,1,1,0,0,0,2,1,0,0,0,0
2024-06-30,E00030787,E00030787,OA,Persons,254,34,124,96,0,0,1,2,2,0,2,5,1,3,1,7,0,5,1,4,2,2,2,3,0,2,5,4,1,1,0,0,1,1,1,4,1,2,1,1,1,1,3,4,2,2,4,3,4,3,4,2,4,6,1,3,4,4,1,2,2,2,5,7,2,5,4,1,4,2,4,2,2,6,4,4,6,4,2,7,2,5,2,4,2,1,6,3,6,4,0,5,2,7,4
2024-06-30,E00030787,E00030787,OA,Females,127,16,60,51,0,0,1,1,2,0,1,2,1,0,0,5,0,2,1,0,1,1,1,1,0,0,4,2,1,1,0,0,1,0,0,1,1,2,0,0,1,1,1,1,1,1,3,2,3,2,2,0,2,3,0,1,3,1,0,0,0,2,2,1,1,5,0,1,3,1,0,1,1,3,3,2,4,4,1,3,2,4,2,1,2,1,4,1,2,2,0,3,0,2,2
2024-06-30,E00030787,E00030787,OA,Males,127,18,64,45,0,0,0,1,0,0,1,3,0,3,1,2,0,3,0,4,1,1,1,2,0,2,1,2,0,0,0,0,0,1,1,3,0,0,1,1,0,0,2,3,1,1,1,1,1,1,2,2,2,3,1,2,1,3,1,2,2,0,3,6,1,0,4,0,1,1,4,1,1,3,1,2,2,0,1,4,0,1,0,3,0,0,2,2,4,2,0,2,2,5,2
2024-06-30,E00030788,E00030788,OA,Persons,234,24,140,70,1,0,0,1,1,1,3,1,3,3,2,2,1,3,1,1,4,1,3,2,2,2,1,5,2,5,5,1,4,6,0,0,2,2,0,1,1,1,1,4,2,0,2,4,3,1,2,1,4,10,3,6,5,6,2,1,4,3,5,5,8,4,0,1,3,3,1,4,2,0,4,2,3,3,2,8,3,4,2,1,7,2,0,2,2,4,5,2,2,1,1
2024-06-30,E00030788,E00030788,OA,Females,128,13,75,40,1,0,0,0,1,1,1,1,1,0,1,1,1,2,1,1,3,1,1,1,0,0,1,4,0,0,3,1,2,4,0,0,1,2,0,0,1,0,1,4,0,0,1,2,2,1,0,1,2,4,1,4,4,2,1,1,1,2,3,2,7,2,0,1,1,1,0,1,2,0,3,0,3,2,1,2,2,3,1,0,5,1,0,1,1,3,3,2,2,1,0
2024-06-30,E00030788,E00030788,OA,Males,106,11,65,30,0,0,0,1,0,0,2,0,2,3,1,1,0,1,0,0,1,0,2,1,2,2,0,1,2,5,2,0,2,2,0,0,1,0,0,1,0,1,0,0,2,0,1,2,1,0,2,0,2,6,2,2,1,4,1,0,3,1,2,3,1,2,0,0,2,2,1,3,0,0,1,2,0,1,1,6,1,1,1,1,2,1,0,1,1,1,2,0,0,0,1
2024-06-30,E00030789,E00030789,OA,Persons,253,59,145,49,3,3,2,3,3,7,1,3,7,0,7,6,3,4,4,3,3,4,3,2,1,6,2,3,1,6,2,3,3,3,2,2,3,4,3,2,3,2,3,6,2,1,3,1,10,1,7,2,4,2,2,3,0,3,2,4,7,3,3,2,4,3,0,2,2,2,4,2,1,2,2,4,1,2,1,3,1,2,4,1,4,3,0,1,0,1,0,1,1,3,3
2024-06-30,E00030789,E00030789,OA,Females,135,33,77,25,3,1,1,3,3,5,0,1,3,0,3,3,3,1,3,0,2,2,2,0,0,3,1,3,1,5,1,2,2,0,0,1,3,1,0,1,3,2,3,4,1,0,2,1,4,1,2,1,1,1,2,1,0,1,0,1,4,2,3,0,2,2,0,2,1,0,2,1,0,1,1,1,0,2,1,1,1,1,1,1,3,2,0,1,0,0,0,0,1,1,3
2024-06-30,E00030789,E00030789,OA,Males,118,26,68,24,0,2,1,0,0,2,1,2,4,0,4,3,0,3,1,3,1,2,1,2,1,3,1,0,0,1,1,1,1,3,2,1,0,3,3,1,0,0,0,2,1,1,1,0,6,0,5,1,3,1,0,2,0,2,2,3,3,1,0,2,2,1,0,0,1,2,2,1,1,1,1,3,1,0,0,2,0,1,3,0,1,1,0,0,0,1,0,1,0,2,0
2024-06-30,E00030790,E00030790,OA,Persons,425,65,262,98,3,3,5,3,2,1,5,1,5,3,4,6,7,7,3,7,6,7,5,4,5,6,5,0,4,5,5,0,6,6,8,8,6,3,4,2,2,5,5,4,2,2,4,4,3,6,3,6,10,3,6,10,9,2,9,8,13,4,7,3,14,6,6,5,6,6,4,4,4,3,5,5,4,5,5,6,0,3,5,2,6,3,4,5,4,3,1,0,5,1,5
2024-06-30,E00030790,E00030790,OA,Females,227,36,142,49,1,3,2,2,1,0,2,0,3,2,3,4,4,4,1,4,3,5,2,2,1,3,1,0,2,4,3,0,5,4,5,6,2,1,2,0,1,3,3,2,2,1,4,2,0,5,2,4,5,1,4,5,4,1,7,3,6,1,3,1,10,2,4,1,4,1,2,3,1,0,2,4,2,2,1,4,0,1,3,2,4,2,2,4,2,3,0,0,1,1,2
2024-06-30,E00030790,E00030790,OA,Males,198,29,120,49,2,0,3,1,1,1,3,1,2,1,1,2,3,3,2,3,3,2,3,2,4,3,4,0,2,1,2,0,1,2,3,2,4,2,2,2,1,2,2,2,0,1,0,2,3,1,1,2,5,2,2,5,5,1,2,5,7,3,4,2,4,4,2,4,2,5,2,1,3,3,3,1,2,3,4,2,0,2,2,0,2,1,2,1,2,0,1,0,4,0,3
2024-06-30,E00030791,E00030791,OA,Persons,283,59,137,87,2,4,2,3,4,3,2,7,3,6,2,4,6,4,4,3,0,8,3,1,1,2,0,6,2,1,2,1,0,0,0,2,0,3,1,2,4,2,2,3,1,3,3,6,5,6,3,1,1,4,7,3,5,4,6,1,10,2,5,2,3,2,1,7,0,3,1,2,5,3,5,1,4,2,3,2,2,4,3,5,1,4,4,3,4,2,2,4,3,3,12
2024-06-30,E00030791,E00030791,OA,Females,145,29,66,50,2,2,0,0,3,1,1,4,1,2,1,2,5,2,2,1,0,4,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,2,1,2,1,0,1,2,4,2,5,2,1,0,3,3,1,1,1,2,0,5,2,2,2,2,1,0,5,0,1,0,0,3,1,3,1,3,2,2,1,1,1,1,3,1,2,2,3,3,2,1,1,1,2,9
2024-06-30,E00030791,E00030791,OA,Males,138,30,71,37,0,2,2,3,1,2,1,3,2,4,1,2,1,2,2,2,0,4,2,0,0,2,0,6,1,0,1,1,0,0,0,1,0,2,1,1,2,1,0,2,1,2,1,2,3,1,1,0,1,1,4,2,4,3,4,1,5,0,3,0,1,1,1,2,0,2,1,2,2,2,2,0,1,0,1,1,1,3,2,2,0,2,2,0,1,0,1,3,2,1,3
2024-06-30,E00030792,E00030792,OA,Persons,268,37,211,20,3,3,2,2,5,3,2,5,0,3,2,2,1,2,1,1,1,3,1,1,1,2,0,5,6,10,3,5,10,9,11,13,11,12,10,9,5,5,2,8,4,3,6,4,6,2,6,3,2,4,1,2,1,4,4,5,1,1,6,1,0,0,1,1,0,2,1,0,2,0,3,0,2,0,1,0,0,1,0,0,1,2,0,2,1,0,0,0,0,2,0
2024-06-30,E00030792,E00030792,OA,Females,136,18,111,7,1,1,0,0,2,1,1,3,0,1,2,2,1,2,0,1,1,2,0,1,1,1,0,2,3,7,2,2,4,6,8,4,3,6,5,4,4,3,1,5,1,1,2,1,3,0,4,1,2,2,0,2,0,3,3,2,1,1,5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0
2024-06-30,E00030792,E00030792,OA,Males,132,19,100,13,2,2,2,2,3,2,1,2,0,2,0,0,0,0,1,0,0,1,1,0,0,1,0,3,3,3,1,3,6,3,3,9,8,6,5,5,1,2,1,3,3,2,4,3,3,2,2,2,0,2,1,0,1,1,1,3,0,0,1,1,0,0,0,0,0,1,1,0,2,0,3,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0
