area_code,area_name,geography,period,indicator,language,measure,unit,value
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,English,Count,Persons,253869
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Welsh,Count,Persons,15
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other UK language: Gaelic (Irish),Count,Persons,1
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other UK language: Gaelic (Scottish),Count,Persons,0
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other UK language: Manx Gaelic,Count,Persons,0
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other UK language: Gaelic (Not otherwise specified),Count,Persons,0
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other UK language: Cornish,Count,Persons,0
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other UK language: Scots,Count,Persons,6
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other UK language: Ulster Scots,Count,Persons,0
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other UK language: Romany English,Count,Persons,4
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other UK language: Irish Traveller Cant,Count,Persons,0
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,French,Count,Persons,241
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Portuguese,Count,Persons,741
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Spanish,Count,Persons,460
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other European language (EU): Italian,Count,Persons,509
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other European language (EU): German,Count,Persons,58
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other European language (EU): Polish,Count,Persons,1708
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other European language (EU): Slovak,Count,Persons,317
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other European language (EU): Czech,Count,Persons,226
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other European language (EU): Romanian,Count,Persons,756
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other European language (EU): Lithuanian,Count,Persons,324
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other European language (EU): Latvian,Count,Persons,41
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other European language (EU): Hungarian,Count,Persons,912
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other European language (EU): Bulgarian,Count,Persons,115
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other European language (EU): Greek,Count,Persons,126
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other European language (EU): Dutch,Count,Persons,68
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other European language (EU): Swedish,Count,Persons,28
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other European language (EU): Danish,Count,Persons,15
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other European language (EU): Finnish,Count,Persons,1
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other European language (EU): Estonian,Count,Persons,0
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other European language (EU): Slovenian,Count,Persons,3
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other European language (EU): Maltese,Count,Persons,3
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other European language (EU): Any other European language (EU),Count,Persons,2
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other European language (non EU): Albanian,Count,Persons,125
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other European language (non EU): Ukrainian,Count,Persons,36
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other European language (non EU): Any other Eastern European language (non EU),Count,Persons,1
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other European language (non EU): Northern European language (non EU),Count,Persons,12
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,"Other European language (EU and non-EU): Bosnian, Croatian, Serbian, and Montenegrin",Count,Persons,39
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other European language (non-national): Any Romani language,Count,Persons,0
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other European language (non-national): Yiddish,Count,Persons,0
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Russian,Count,Persons,135
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Turkish,Count,Persons,179
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Arabic,Count,Persons,1528
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Hebrew,Count,Persons,0
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Kurdish,Count,Persons,980
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Persian or Farsi,Count,Persons,727
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Pashto,Count,Persons,651
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Any other West or Central Asian language,Count,Persons,36
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,South Asian language: Urdu,Count,Persons,7144
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,South Asian language: Hindi,Count,Persons,195
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,South Asian language: Panjabi,Count,Persons,2196
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,South Asian language: Pakistani Pahari (with Mirpuri and Potwari),Count,Persons,109
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,South Asian language: Bengali (with Sylheti and Chatgaya),Count,Persons,303
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,South Asian language: Gujarati,Count,Persons,5716
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,South Asian language: Marathi,Count,Persons,11
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,South Asian language: Telugu,Count,Persons,48
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,South Asian language: Tamil,Count,Persons,169
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,South Asian language: Malayalam,Count,Persons,274
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,South Asian language: Sinhala,Count,Persons,35
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,South Asian language: Nepalese,Count,Persons,46
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,South Asian language: Any other South Asian language,Count,Persons,165
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,East Asian language: Mandarin Chinese,Count,Persons,74
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,East Asian language: Cantonese Chinese,Count,Persons,189
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,East Asian language: All other Chinese,Count,Persons,261
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,East Asian language: Japanese,Count,Persons,15
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,East Asian language: Korean,Count,Persons,5
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,East Asian language: Vietnamese,Count,Persons,54
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,East Asian language: Thai,Count,Persons,65
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,East Asian language: Malay,Count,Persons,10
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,East Asian language: Tagalog or Filipino,Count,Persons,68
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,East Asian language: Any other East Asian language,Count,Persons,53
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Oceanic or Australian language,Count,Persons,0
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,North or South American language,Count,Persons,0
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Caribbean Creole: English-based Caribbean Creole,Count,Persons,0
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Caribbean Creole: Any other Caribbean Creole,Count,Persons,3
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,African language: Amharic,Count,Persons,57
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,African language: Tigrinya,Count,Persons,42
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,African language: Somali,Count,Persons,1219
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,African language: Krio,Count,Persons,0
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,African language: Akan,Count,Persons,27
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,African language: Yoruba,Count,Persons,47
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,African language: Igbo,Count,Persons,72
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,African language: Swahili or Kiswahili,Count,Persons,444
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,African language: Luganda,Count,Persons,1
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,African language: Lingala,Count,Persons,55
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,African language: Shona,Count,Persons,62
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,African language: Afrikaans,Count,Persons,9
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,African language: Any other Nigerian language,Count,Persons,13
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,African language: Any other West African language,Count,Persons,38
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,African language: Any other African language,Count,Persons,611
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Sign language: British Sign Language,Count,Persons,118
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Sign language: Any other sign language,Count,Persons,10
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Sign language: Any sign communication system,Count,Persons,5
E08000001,Bolton,Local authority,2021-03-21,First or preferred language,Other language,Count,Persons,41
E08000002,Bury,Local authority,2021-03-21,First or preferred language,English,Count,Persons,174961
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Welsh,Count,Persons,25
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other UK language: Gaelic (Irish),Count,Persons,2
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other UK language: Gaelic (Scottish),Count,Persons,2
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other UK language: Manx Gaelic,Count,Persons,0
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other UK language: Gaelic (Not otherwise specified),Count,Persons,1
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other UK language: Cornish,Count,Persons,0
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other UK language: Scots,Count,Persons,7
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other UK language: Ulster Scots,Count,Persons,0
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other UK language: Romany English,Count,Persons,0
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other UK language: Irish Traveller Cant,Count,Persons,0
E08000002,Bury,Local authority,2021-03-21,First or preferred language,French,Count,Persons,158
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Portuguese,Count,Persons,246
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Spanish,Count,Persons,310
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other European language (EU): Italian,Count,Persons,275
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other European language (EU): German,Count,Persons,54
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other European language (EU): Polish,Count,Persons,1713
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other European language (EU): Slovak,Count,Persons,87
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other European language (EU): Czech,Count,Persons,131
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other European language (EU): Romanian,Count,Persons,280
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other European language (EU): Lithuanian,Count,Persons,138
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other European language (EU): Latvian,Count,Persons,46
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other European language (EU): Hungarian,Count,Persons,123
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other European language (EU): Bulgarian,Count,Persons,106
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other European language (EU): Greek,Count,Persons,140
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other European language (EU): Dutch,Count,Persons,43
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other European language (EU): Swedish,Count,Persons,8
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other European language (EU): Danish,Count,Persons,12
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other European language (EU): Finnish,Count,Persons,8
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other European language (EU): Estonian,Count,Persons,3
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other European language (EU): Slovenian,Count,Persons,4
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other European language (EU): Maltese,Count,Persons,3
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other European language (EU): Any other European language (EU),Count,Persons,2
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other European language (non EU): Albanian,Count,Persons,80
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other European language (non EU): Ukrainian,Count,Persons,102
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other European language (non EU): Any other Eastern European language (non EU),Count,Persons,0
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other European language (non EU): Northern European language (non EU),Count,Persons,9
E08000002,Bury,Local authority,2021-03-21,First or preferred language,"Other European language (EU and non-EU): Bosnian, Croatian, Serbian, and Montenegrin",Count,Persons,21
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other European language (non-national): Any Romani language,Count,Persons,0
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other European language (non-national): Yiddish,Count,Persons,7
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Russian,Count,Persons,113
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Turkish,Count,Persons,48
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Arabic,Count,Persons,574
E08000002,Bury,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Hebrew,Count,Persons,68
E08000002,Bury,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Kurdish,Count,Persons,226
E08000002,Bury,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Persian or Farsi,Count,Persons,684
E08000002,Bury,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Pashto,Count,Persons,316
E08000002,Bury,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Any other West or Central Asian language,Count,Persons,34
E08000002,Bury,Local authority,2021-03-21,First or preferred language,South Asian language: Urdu,Count,Persons,2697
E08000002,Bury,Local authority,2021-03-21,First or preferred language,South Asian language: Hindi,Count,Persons,35
E08000002,Bury,Local authority,2021-03-21,First or preferred language,South Asian language: Panjabi,Count,Persons,1340
E08000002,Bury,Local authority,2021-03-21,First or preferred language,South Asian language: Pakistani Pahari (with Mirpuri and Potwari),Count,Persons,94
E08000002,Bury,Local authority,2021-03-21,First or preferred language,South Asian language: Bengali (with Sylheti and Chatgaya),Count,Persons,176
E08000002,Bury,Local authority,2021-03-21,First or preferred language,South Asian language: Gujarati,Count,Persons,94
E08000002,Bury,Local authority,2021-03-21,First or preferred language,South Asian language: Marathi,Count,Persons,10
E08000002,Bury,Local authority,2021-03-21,First or preferred language,South Asian language: Telugu,Count,Persons,8
E08000002,Bury,Local authority,2021-03-21,First or preferred language,South Asian language: Tamil,Count,Persons,22
E08000002,Bury,Local authority,2021-03-21,First or preferred language,South Asian language: Malayalam,Count,Persons,112
E08000002,Bury,Local authority,2021-03-21,First or preferred language,South Asian language: Sinhala,Count,Persons,34
E08000002,Bury,Local authority,2021-03-21,First or preferred language,South Asian language: Nepalese,Count,Persons,50
E08000002,Bury,Local authority,2021-03-21,First or preferred language,South Asian language: Any other South Asian language,Count,Persons,94
E08000002,Bury,Local authority,2021-03-21,First or preferred language,East Asian language: Mandarin Chinese,Count,Persons,61
E08000002,Bury,Local authority,2021-03-21,First or preferred language,East Asian language: Cantonese Chinese,Count,Persons,186
E08000002,Bury,Local authority,2021-03-21,First or preferred language,East Asian language: All other Chinese,Count,Persons,165
E08000002,Bury,Local authority,2021-03-21,First or preferred language,East Asian language: Japanese,Count,Persons,19
E08000002,Bury,Local authority,2021-03-21,First or preferred language,East Asian language: Korean,Count,Persons,8
E08000002,Bury,Local authority,2021-03-21,First or preferred language,East Asian language: Vietnamese,Count,Persons,33
E08000002,Bury,Local authority,2021-03-21,First or preferred language,East Asian language: Thai,Count,Persons,49
E08000002,Bury,Local authority,2021-03-21,First or preferred language,East Asian language: Malay,Count,Persons,6
E08000002,Bury,Local authority,2021-03-21,First or preferred language,East Asian language: Tagalog or Filipino,Count,Persons,79
E08000002,Bury,Local authority,2021-03-21,First or preferred language,East Asian language: Any other East Asian language,Count,Persons,18
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Oceanic or Australian language,Count,Persons,1
E08000002,Bury,Local authority,2021-03-21,First or preferred language,North or South American language,Count,Persons,0
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Caribbean Creole: English-based Caribbean Creole,Count,Persons,1
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Caribbean Creole: Any other Caribbean Creole,Count,Persons,3
E08000002,Bury,Local authority,2021-03-21,First or preferred language,African language: Amharic,Count,Persons,19
E08000002,Bury,Local authority,2021-03-21,First or preferred language,African language: Tigrinya,Count,Persons,72
E08000002,Bury,Local authority,2021-03-21,First or preferred language,African language: Somali,Count,Persons,74
E08000002,Bury,Local authority,2021-03-21,First or preferred language,African language: Krio,Count,Persons,0
E08000002,Bury,Local authority,2021-03-21,First or preferred language,African language: Akan,Count,Persons,17
E08000002,Bury,Local authority,2021-03-21,First or preferred language,African language: Yoruba,Count,Persons,20
E08000002,Bury,Local authority,2021-03-21,First or preferred language,African language: Igbo,Count,Persons,27
E08000002,Bury,Local authority,2021-03-21,First or preferred language,African language: Swahili or Kiswahili,Count,Persons,94
E08000002,Bury,Local authority,2021-03-21,First or preferred language,African language: Luganda,Count,Persons,1
E08000002,Bury,Local authority,2021-03-21,First or preferred language,African language: Lingala,Count,Persons,3
E08000002,Bury,Local authority,2021-03-21,First or preferred language,African language: Shona,Count,Persons,36
E08000002,Bury,Local authority,2021-03-21,First or preferred language,African language: Afrikaans,Count,Persons,2
E08000002,Bury,Local authority,2021-03-21,First or preferred language,African language: Any other Nigerian language,Count,Persons,8
E08000002,Bury,Local authority,2021-03-21,First or preferred language,African language: Any other West African language,Count,Persons,14
E08000002,Bury,Local authority,2021-03-21,First or preferred language,African language: Any other African language,Count,Persons,145
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Sign language: British Sign Language,Count,Persons,92
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Sign language: Any other sign language,Count,Persons,7
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Sign language: Any sign communication system,Count,Persons,3
E08000002,Bury,Local authority,2021-03-21,First or preferred language,Other language,Count,Persons,19
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,English,Count,Persons,434289
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Welsh,Count,Persons,220
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other UK language: Gaelic (Irish),Count,Persons,23
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other UK language: Gaelic (Scottish),Count,Persons,6
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other UK language: Manx Gaelic,Count,Persons,0
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other UK language: Gaelic (Not otherwise specified),Count,Persons,7
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other UK language: Cornish,Count,Persons,0
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other UK language: Scots,Count,Persons,8
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other UK language: Ulster Scots,Count,Persons,0
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other UK language: Romany English,Count,Persons,23
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other UK language: Irish Traveller Cant,Count,Persons,1
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,French,Count,Persons,2117
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Portuguese,Count,Persons,3239
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Spanish,Count,Persons,4032
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other European language (EU): Italian,Count,Persons,3142
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other European language (EU): German,Count,Persons,589
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other European language (EU): Polish,Count,Persons,6471
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other European language (EU): Slovak,Count,Persons,353
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other European language (EU): Czech,Count,Persons,800
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other European language (EU): Romanian,Count,Persons,2834
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other European language (EU): Lithuanian,Count,Persons,776
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other European language (EU): Latvian,Count,Persons,313
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other European language (EU): Hungarian,Count,Persons,742
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other European language (EU): Bulgarian,Count,Persons,605
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other European language (EU): Greek,Count,Persons,1360
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other European language (EU): Dutch,Count,Persons,283
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other European language (EU): Swedish,Count,Persons,140
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other European language (EU): Danish,Count,Persons,71
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other European language (EU): Finnish,Count,Persons,79
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other European language (EU): Estonian,Count,Persons,50
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other European language (EU): Slovenian,Count,Persons,20
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other European language (EU): Maltese,Count,Persons,7
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other European language (EU): Any other European language (EU),Count,Persons,105
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other European language (non EU): Albanian,Count,Persons,427
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other European language (non EU): Ukrainian,Count,Persons,158
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other European language (non EU): Any other Eastern European language (non EU),Count,Persons,5
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other European language (non EU): Northern European language (non EU),Count,Persons,141
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,"Other European language (EU and non-EU): Bosnian, Croatian, Serbian, and Montenegrin",Count,Persons,153
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other European language (non-national): Any Romani language,Count,Persons,1
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Other European language (non-national): Yiddish,Count,Persons,62
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Russian,Count,Persons,830
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Turkish,Count,Persons,634
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Arabic,Count,Persons,10425
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Hebrew,Count,Persons,67
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Kurdish,Count,Persons,2425
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Persian or Farsi,Count,Persons,2580
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Pashto,Count,Persons,1580
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,West or Central Asian language: Any other West or Central Asian language,Count,Persons,167
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,South Asian language: Urdu,Count,Persons,17572
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,South Asian language: Hindi,Count,Persons,724
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,South Asian language: Panjabi,Count,Persons,4591
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,South Asian language: Pakistani Pahari (with Mirpuri and Potwari),Count,Persons,202
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,South Asian language: Bengali (with Sylheti and Chatgaya),Count,Persons,3367
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,South Asian language: Gujarati,Count,Persons,387
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,South Asian language: Marathi,Count,Persons,101
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,South Asian language: Telugu,Count,Persons,495
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,South Asian language: Tamil,Count,Persons,549
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,South Asian language: Malayalam,Count,Persons,1947
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,South Asian language: Sinhala,Count,Persons,140
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,South Asian language: Nepalese,Count,Persons,193
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,South Asian language: Any other South Asian language,Count,Persons,411
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,East Asian language: Mandarin Chinese,Count,Persons,952
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,East Asian language: Cantonese Chinese,Count,Persons,2061
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,East Asian language: All other Chinese,Count,Persons,5019
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,East Asian language: Japanese,Count,Persons,135
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,East Asian language: Korean,Count,Persons,191
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,East Asian language: Vietnamese,Count,Persons,439
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,East Asian language: Thai,Count,Persons,204
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,East Asian language: Malay,Count,Persons,433
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,East Asian language: Tagalog or Filipino,Count,Persons,241
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,East Asian language: Any other East Asian language,Count,Persons,192
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Oceanic or Australian language,Count,Persons,0
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,North or South American language,Count,Persons,1
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Caribbean Creole: English-based Caribbean Creole,Count,Persons,6
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,Caribbean Creole: Any other Caribbean Creole,Count,Persons,38
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,African language: Amharic,Count,Persons,365
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,African language: Tigrinya,Count,Persons,1297
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,African language: Somali,Count,Persons,2415
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,African language: Krio,Count,Persons,25
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,African language: Akan,Count,Persons,690
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,African language: Yoruba,Count,Persons,457
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,African language: Igbo,Count,Persons,578
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,African language: Swahili or Kiswahili,Count,Persons,462
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,African language: Luganda,Count,Persons,53
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,African language: Lingala,Count,Persons,165
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,African language: Shona,Count,Persons,207
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,African language: Afrikaans,Count,Persons,37
E08000003,Manchester,Local authority,2021-03-21,First or preferred language,African language: Any other Nigerian language,Count,Persons,250
