AREFNO,date,month,day,hour,mode,severity,light,sex,ageband,area_name,long,lat
201606A011100,2016-01-19,Jan,Tue,19,Pedal Cycle,Slight,Dark,Male,40-44,Manchester,-2.229788,53.4741
201606A011277,2016-01-01,Jan,Fri,23,Powered 2 Wheeler,Slight,Dark,Male,25-29,Manchester,-2.246201,53.480395
201606A011293,2016-01-20,Jan,Wed,18,Pedestrian,Slight,Dark,Male,20-24,Manchester,-2.241784,53.477384
201606A011367,2016-01-19,Jan,Tue,19,Other Vehicle,Slight,Dark,Female,30-34,Manchester,-2.243678,53.473947
201606A011465,2016-01-18,Jan,Mon,19,Pedestrian,Slight,Dark,Male,20-24,Manchester,-2.225795,53.476921
201606A011525,2016-01-20,Jan,Wed,10,Car,Slight,Daylight,Female,20-24,Manchester,-2.237054,53.493825
201606A011525,2016-01-20,Jan,Wed,10,Car,Slight,Daylight,Female,30-34,Manchester,-2.237054,53.493825
201606A011525,2016-01-20,Jan,Wed,10,Car,Serious,Daylight,Male,50-54,Manchester,-2.237054,53.493825
201606A011530,2016-01-21,Jan,Thu,19,Car,Slight,Dark,Male,20-24,Manchester,-2.180132,53.503128
201606A011630,2016-01-26,Jan,Tue,8,Powered 2 Wheeler,Slight,Daylight,Male,15-19,Manchester,-2.196462,53.500325
201606A011633,2016-01-20,Jan,Wed,15,Pedestrian,Slight,Daylight,Male,5-9,Manchester,-2.19806,53.529392
201606A011644,2016-01-23,Jan,Sat,19,Car,Slight,Dark,Male,20-24,Manchester,-2.19315,53.501499
201606A011653,2016-01-23,Jan,Sat,16,Pedal Cycle,Slight,Daylight,Male,15-19,Manchester,-2.239908,53.473352
201606A011656,2016-01-25,Jan,Mon,8,Pedestrian,Slight,Daylight,Male,15-19,Manchester,-2.235881,53.486115
201606A011744,2016-01-27,Jan,Wed,18,Powered 2 Wheeler,Slight,Dark,Male,20-24,Manchester,-2.192036,53.508548
201606A011744,2016-01-27,Jan,Wed,18,Pedestrian,Slight,Dark,Male,45-49,Manchester,-2.192036,53.508548
201606A011748,2016-01-20,Jan,Wed,16,Pedestrian,Slight,Dark,Female,25-29,Manchester,-2.238625,53.478334
201606A011749,2016-01-15,Jan,Fri,13,Car,Slight,Daylight,Male,25-29,Manchester,-2.220705,53.497685
201606A011835,2016-02-04,Feb,Thu,6,Pedal Cycle,Slight,Dark,Male,30-34,Manchester,-2.238068,53.47563
201606A011838,2016-01-31,Jan,Sun,17,Car,Slight,Dark,Male,30-34,Manchester,-2.182292,53.462038
201606A011841,2016-02-01,Feb,Mon,15,Powered 2 Wheeler,Serious,Daylight,Male,20-24,Manchester,-2.194431,53.511223
201606A011848,2016-02-02,Feb,Tue,9,Bus or Coach,Slight,Daylight,Female,30-34,Manchester,-2.237715,53.477266
201606A011848,2016-02-02,Feb,Tue,9,Bus or Coach,Slight,Daylight,Female,30-34,Manchester,-2.237715,53.477266
201606A011848,2016-02-02,Feb,Tue,9,Bus or Coach,Slight,Daylight,Female,30-34,Manchester,-2.237715,53.477266
201606A011848,2016-02-02,Feb,Tue,9,Bus or Coach,Slight,Daylight,Female,30-34,Manchester,-2.237715,53.477266
201606A011883,2016-02-05,Feb,Fri,7,Powered 2 Wheeler,Serious,Dark,Male,20-24,Manchester,-2.1958,53.52349
201606A011917,2016-02-02,Feb,Tue,15,Taxi,Slight,Daylight,Male,35-39,Manchester,-2.215328,53.480877
201606A011948,2016-02-01,Feb,Mon,18,Pedestrian,Slight,Dark,Male,15-19,Manchester,-2.187929,53.483306
201606A012074,2016-01-19,Jan,Tue,23,Taxi,Slight,Dark,Male,40-44,Manchester,-2.225236,53.50227
201606A012150,2016-02-17,Feb,Wed,10,Car,Slight,Daylight,Female,50-54,Manchester,-2.194988,53.481488
201606A012225,2016-02-08,Feb,Mon,5,Powered 2 Wheeler,Serious,Dark,Male,25-29,Manchester,-2.22778,53.476108
201606A012250,2016-02-09,Feb,Tue,19,Pedestrian,Slight,Dark,Female,15-19,Manchester,-2.175836,53.517885
201606A012265,2016-02-11,Feb,Thu,18,Car,Slight,Dark,Female,75-79,Manchester,-2.208378,53.532403
201606A012265,2016-02-11,Feb,Thu,18,Car,Slight,Dark,Female,55-59,Manchester,-2.208378,53.532403
201606A012347,2016-02-22,Feb,Mon,8,Car,Slight,Daylight,Female,25-29,Manchester,-2.176597,53.461687
201606A012357,2016-02-10,Feb,Wed,14,Pedestrian,Slight,Daylight,Male,35-39,Manchester,-2.236502,53.481296
201606A012384,2016-02-13,Feb,Sat,10,Pedestrian,Slight,Daylight,Male,55-59,Manchester,-2.217201,53.505323
201606A012396,2016-02-08,Feb,Mon,12,Pedestrian,Slight,Daylight,Male,20-24,Manchester,-2.233368,53.481374
201606A012425,2016-02-10,Feb,Wed,19,Car,Slight,Dark,Female,25-29,Manchester,-2.240009,53.507185
201606A012487,2016-02-20,Feb,Sat,16,Car,Slight,Dark,Male,10-14,Manchester,-2.23978,53.493424
201606A012487,2016-02-20,Feb,Sat,16,Car,Slight,Dark,Female,55-59,Manchester,-2.23978,53.493424
201606A012516,2016-01-23,Jan,Sat,5,Taxi,Slight,Dark,Male,55-59,Manchester,-2.247,53.488231999999996
201606A012516,2016-01-23,Jan,Sat,5,Taxi,Slight,Dark,Male,55-59,Manchester,-2.247,53.488231999999996
201606A012516,2016-01-23,Jan,Sat,5,Taxi,Slight,Dark,Male,25-29,Manchester,-2.247,53.488231999999996
201606A012516,2016-01-23,Jan,Sat,5,Taxi,Slight,Dark,Male,25-29,Manchester,-2.247,53.488231999999996
201606A012534,2016-02-22,Feb,Mon,16,Car,Slight,Daylight,Female,20-24,Manchester,-2.241482,53.490445
201606A012596,2016-01-31,Jan,Sun,18,Car,Slight,Dark,Female,20-24,Manchester,-2.245856,53.488468
201606A012596,2016-01-31,Jan,Sun,18,Car,Slight,Dark,Male,15-19,Manchester,-2.245856,53.488468
201606A012596,2016-01-31,Jan,Sun,18,Car,Slight,Dark,Female,25-29,Manchester,-2.245856,53.488468
201606A012596,2016-01-31,Jan,Sun,18,Car,Slight,Dark,Female,25-29,Manchester,-2.245856,53.488468
201606A012596,2016-01-31,Jan,Sun,18,Car,Slight,Dark,Male,20-24,Manchester,-2.245856,53.488468
201606A012609,2016-01-23,Jan,Sat,9,Car,Slight,Daylight,Male,60-64,Manchester,-2.223745,53.48826
201606A012646,2016-02-06,Feb,Sat,3,Taxi,Slight,Dark,Male,55-59,Manchester,-2.240413,53.477432
201606A012698,2016-02-05,Feb,Fri,8,Powered 2 Wheeler,Slight,Daylight,Male,30-34,Manchester,-2.159499,53.472785
201606A012756,2016-02-16,Feb,Tue,21,Car,Slight,Dark,Male,25-29,Manchester,-2.179227,53.456659
201606A012782,2016-02-13,Feb,Sat,21,Taxi,Slight,Dark,Female,60-64,Manchester,-2.234571,53.513748
201606A012822,2016-02-16,Feb,Tue,17,Car,Slight,Dark,Female,15-19,Manchester,-2.179319,53.499966
201606A012877,2016-02-25,Feb,Thu,8,Pedal Cycle,Slight,Daylight,Male,15-19,Manchester,-2.249484,53.49291
201606A012896,2016-02-12,Feb,Fri,14,Car,Slight,Daylight,Male,40-44,Manchester,-2.239427,53.489559
201606A012983,2016-03-05,Mar,Sat,13,Pedal Cycle,Slight,Daylight,Female,30-34,Manchester,-2.237261,53.474229
201606A013044,2016-03-04,Mar,Fri,17,Pedal Cycle,Slight,Dark,Male,30-34,Manchester,-2.252232,53.475951
201606A013061,2016-03-09,Mar,Wed,16,Pedestrian,Slight,Daylight,Male,10-14,Manchester,-2.218807,53.483397
201606A013070,2016-03-01,Mar,Tue,8,Pedestrian,Slight,Daylight,Male,10-14,Manchester,-2.191273,53.516576
201606A013077,2016-02-11,Feb,Thu,13,Car,Slight,Daylight,Male,35-39,Manchester,-2.201402,53.4898
201606A013077,2016-02-11,Feb,Thu,13,Car,Slight,Daylight,Male,35-39,Manchester,-2.201402,53.4898
201606A013077,2016-02-11,Feb,Thu,13,Other Vehicle,Slight,Daylight,Male,40-44,Manchester,-2.201402,53.4898
201606A013163,2016-02-24,Feb,Wed,6,Taxi,Slight,Dark,Male,60-64,Manchester,-2.178191,53.482494
201606A013163,2016-02-24,Feb,Wed,6,Car,Slight,Dark,Male,25-29,Manchester,-2.178191,53.482494
201606A013208,2016-02-03,Feb,Wed,23,Pedestrian,Slight,Dark,Female,20-24,Manchester,-2.240883,53.477934
201606A013373,2016-02-22,Feb,Mon,10,Car,Slight,Daylight,Male,35-39,Manchester,-2.183625,53.50217
201606A013409,2016-03-05,Mar,Sat,19,Pedestrian,Serious,Dark,Male,20-24,Manchester,-2.224669,53.480608
201606A013446,2016-03-11,Mar,Fri,17,Pedestrian,Slight,Dark,Male,35-39,Manchester,-2.245194,53.512082
201606A013522,2016-03-01,Mar,Tue,11,Car,Slight,Daylight,Female,40-44,Manchester,-2.179807,53.51903
201606A013522,2016-03-01,Mar,Tue,11,Car,Slight,Daylight,Male,30-34,Manchester,-2.179807,53.51903
201606A013655,2016-03-20,Mar,Sun,0,Car,Slight,Dark,Male,20-24,Manchester,-2.23731,53.474921
201606A013684,2016-03-06,Mar,Sun,22,Pedestrian,Serious,Dark,Female,20-24,Manchester,-2.227056,53.476101
201606A013713,2016-03-19,Mar,Sat,13,Car,Slight,Daylight,Male,20-24,Manchester,-2.236248,53.478977
201606A013743,2016-02-14,Feb,Sun,9,Powered 2 Wheeler,Slight,Daylight,Male,40-44,Manchester,-2.169808,53.515269
201606A013745,2016-02-09,Feb,Tue,8,Pedestrian,Slight,Daylight,Female,25-29,Manchester,-2.224404,53.521687
201606A013745,2016-02-09,Feb,Tue,8,Pedestrian,Slight,Daylight,Male,5-9,Manchester,-2.224404,53.521687
201606A013762,2016-03-14,Mar,Mon,18,Pedal Cycle,Slight,Dark,Male,20-24,Manchester,-2.237141,53.474184
201606A013779,2016-02-28,Feb,Sun,4,Pedestrian,Slight,Dark,Male,20-24,Manchester,-2.226483,53.487329
201606A013877,2016-03-24,Mar,Thu,16,Car,Slight,Daylight,Female,10-14,Manchester,-2.181962,53.511674
201606A013877,2016-03-24,Mar,Thu,16,Car,Slight,Daylight,Male,10-14,Manchester,-2.181962,53.511674
201606A013877,2016-03-24,Mar,Thu,16,Car,Slight,Daylight,Female,10-14,Manchester,-2.181962,53.511674
201606A013877,2016-03-24,Mar,Thu,16,Car,Slight,Daylight,Female,35-39,Manchester,-2.181962,53.511674
201606A013913,2016-03-31,Mar,Thu,17,Pedestrian,Slight,Daylight,Female,40-44,Manchester,-2.250076,53.493565
201606A014089,2016-04-01,Apr,Fri,16,Car,Slight,Daylight,Male,30-34,Manchester,-2.248822,53.518879
201606A014089,2016-04-01,Apr,Fri,16,Car,Slight,Daylight,Female,30-34,Manchester,-2.248822,53.518879
201606A014245,2016-03-24,Mar,Thu,11,Taxi,Slight,Daylight,Male,45-49,Manchester,-2.175067,53.518003
201606A014291,2016-03-06,Mar,Sun,11,Other Vehicle,Serious,Daylight,Male,40-44,Manchester,-2.2518,53.517372
201606A014377,2016-04-05,Apr,Tue,8,Car,Slight,Daylight,Female,35-39,Manchester,-2.25126,53.494982
201606A014578,2016-03-21,Mar,Mon,17,Bus or Coach,Slight,Daylight,Female,40-44,Manchester,-2.247695,53.491008
201606A014590,2016-04-14,Apr,Thu,16,Car,Slight,Daylight,Male,30-34,Manchester,-2.244113,53.533909
201606A014679,2016-03-29,Mar,Tue,4,Car,Slight,Dark,Male,15-19,Manchester,-2.187477,53.483279
201606A014679,2016-03-29,Mar,Tue,4,Car,Slight,Dark,Male,45-49,Manchester,-2.187477,53.483279
201606A014703,2016-04-07,Apr,Thu,13,Pedestrian,Slight,Daylight,Male,70-74,Manchester,-2.240182,53.508533
201606A014744,2016-04-10,Apr,Sun,18,Pedal Cycle,Serious,Daylight,Male,30-34,Manchester,-2.175236,53.482102
201606A014745,2016-04-20,Apr,Wed,9,Pedestrian,Serious,Daylight,Female,60-64,Manchester,-2.21766,53.506626
201606A014862,2016-04-22,Apr,Fri,12,Pedestrian,Serious,Daylight,Female,90+,Manchester,-2.164705,53.471268
201606A014868,2016-04-20,Apr,Wed,9,Taxi,Slight,Daylight,Male,30-34,Manchester,-2.167824,53.47121
201606A014906,2016-04-18,Apr,Mon,22,Pedestrian,Slight,Dark,Female,15-19,Manchester,-2.233435,53.479765
201606A014906,2016-04-18,Apr,Mon,22,Pedestrian,Slight,Dark,Male,20-24,Manchester,-2.233435,53.479765
201606A014913,2016-04-16,Apr,Sat,3,Pedestrian,Slight,Dark,Male,20-24,Manchester,-2.23758,53.485455
201606A015024,2016-04-20,Apr,Wed,14,Car,Slight,Daylight,Female,45-49,Manchester,-2.225893,53.509585
201606A015024,2016-04-20,Apr,Wed,14,Car,Slight,Daylight,Male,15-19,Manchester,-2.225893,53.509585
201606A015072,2016-04-18,Apr,Mon,8,Pedal Cycle,Slight,Daylight,Female,25-29,Manchester,-2.247662,53.475089
201606A015122,2016-04-14,Apr,Thu,18,Pedestrian,Slight,Daylight,Male,30-34,Manchester,-2.205494,53.513272
201606A015127,2016-04-21,Apr,Thu,17,Pedestrian,Slight,Daylight,Male,30-34,Manchester,-2.237606,53.479217
201606A015133,2016-04-17,Apr,Sun,2,Pedestrian,Serious,Dark,Male,20-24,Manchester,-2.237842,53.475657
201606A015141,2016-04-26,Apr,Tue,10,Pedestrian,Slight,Daylight,Male,40-44,Manchester,-2.238265,53.478605
201606A015157,2016-04-24,Apr,Sun,14,Car,Slight,Daylight,Male,40-44,Manchester,-2.249634,53.515875
201606A015213,2016-04-14,Apr,Thu,18,Pedal Cycle,Slight,Daylight,Male,45-49,Manchester,-2.218246,53.503299
201606A015247,2016-04-21,Apr,Thu,23,Pedal Cycle,Serious,Dark,Male,60-64,Manchester,-2.168425,53.47084
201606A015272,2016-04-29,Apr,Fri,19,Powered 2 Wheeler,Serious,Daylight,Male,50-54,Manchester,-2.178191,53.482494
201606A015306,2016-04-09,Apr,Sat,18,Car,Slight,Daylight,Male,40-44,Manchester,-2.226823,53.485962
201606A015399,2016-04-29,Apr,Fri,23,Pedestrian,Slight,Dark,Male,65-69,Manchester,-2.236334,53.478105
201606A015428,2016-04-04,Apr,Mon,1,Pedestrian,Slight,Dark,Female,15-19,Manchester,-2.242606,53.476124
201606A015481,2016-05-13,May,Fri,9,Car,Slight,Daylight,Female,25-29,Manchester,-2.197698,53.503658
201606A015481,2016-05-13,May,Fri,9,Car,Slight,Daylight,Female,50-54,Manchester,-2.197698,53.503658
201606A015535,2016-05-06,May,Fri,21,Powered 2 Wheeler,Slight,Dark,Male,20-24,Manchester,-2.16683,53.47131
201606A015535,2016-05-06,May,Fri,21,Pedestrian,Serious,Dark,Female,90+,Manchester,-2.16683,53.47131
201606A015540,2016-05-03,May,Tue,10,Pedal Cycle,Slight,Daylight,Male,35-39,Manchester,-2.250147,53.477466
201606A015617,2016-05-04,May,Wed,9,Goods Vehicle,Slight,Daylight,Male,30-34,Manchester,-2.234367,53.476644
201606A015617,2016-05-04,May,Wed,9,Pedal Cycle,Slight,Daylight,Male,35-39,Manchester,-2.234367,53.476644
201606A015648,2016-04-18,Apr,Mon,4,Pedestrian,Slight,Dark,Male,30-34,Manchester,-2.201078,53.510637
201606A015668,2016-05-07,May,Sat,22,Car,Slight,Dark,Female,30-34,Manchester,-2.161629,53.458634000000004
201606A015705,2016-04-26,Apr,Tue,18,Pedestrian,Slight,Daylight,Female,20-24,Manchester,-2.194144,53.464896
201606A015709,2016-05-01,May,Sun,0,Car,Slight,Dark,Female,45-49,Manchester,-2.199405,53.456069
201606A015709,2016-05-01,May,Sun,0,Car,Slight,Dark,Male,60-64,Manchester,-2.199405,53.456069
201606A015720,2016-05-02,May,Mon,1,Taxi,Slight,Dark,Male,30-34,Manchester,-2.240733,53.480766
201606A015750,2016-05-06,May,Fri,17,Pedestrian,Slight,Daylight,Male,40-44,Manchester,-2.176344,53.462407
201606A015756,2016-05-09,May,Mon,16,Pedestrian,Slight,Daylight,Male,10-14,Manchester,-2.19749,53.523622
201606A015810,2016-05-03,May,Tue,15,Car,Slight,Daylight,Male,5-9,Manchester,-2.194733,53.445363
201606A015810,2016-05-03,May,Tue,15,Car,Slight,Daylight,Female,45-49,Manchester,-2.194733,53.445363
201606A015811,2016-05-03,May,Tue,17,Car,Slight,Daylight,Female,45-49,Manchester,-2.225404,53.522602
201606A015819,2016-05-02,May,Mon,18,Pedal Cycle,Slight,Daylight,Male,45-49,Manchester,-2.191154,53.443193
201606A015823,2016-04-29,Apr,Fri,19,Pedal Cycle,Slight,Daylight,Male,45-49,Manchester,-2.240574,53.465845
201606A015824,2016-05-07,May,Sat,21,Pedestrian,Slight,Dark,Male,30-34,Manchester,-2.245248,53.453629
201606A015839,2016-05-12,May,Thu,10,Pedestrian,Slight,Daylight,Male,30-34,Manchester,-2.195875,53.523517
201606A015896,2016-04-26,Apr,Tue,9,Bus or Coach,Slight,Daylight,Female,30-34,Manchester,-2.211272,53.495437
201606A016104,2016-04-09,Apr,Sat,1,Car,Slight,Dark,Female,35-39,Manchester,-2.25194,53.40371
201606A016104,2016-04-09,Apr,Sat,1,Car,Slight,Dark,Male,10-14,Manchester,-2.25194,53.40371
201606A016104,2016-04-09,Apr,Sat,1,Car,Slight,Dark,Female,30-34,Manchester,-2.25194,53.40371
201606A016104,2016-04-09,Apr,Sat,1,Car,Slight,Dark,Female,5-9,Manchester,-2.25194,53.40371
201606A016109,2016-05-15,May,Sun,14,Taxi,Slight,Daylight,Male,25-29,Manchester,-2.220982,53.516246
201606A016114,2016-05-22,May,Sun,16,Car,Slight,Daylight,Male,45-49,Manchester,-2.254509,53.471218
201606A016114,2016-05-22,May,Sun,16,Taxi,Slight,Daylight,Male,30-34,Manchester,-2.254509,53.471218
201606A016134,2016-04-28,Apr,Thu,15,Pedal Cycle,Slight,Daylight,Male,25-29,Manchester,-2.244949,53.45914
201606A016162,2016-05-25,May,Wed,15,Bus or Coach,Slight,Daylight,Male,30-34,Manchester,-2.229837,53.486046
201606A016171,2016-05-22,May,Sun,15,Pedestrian,Serious,Daylight,Female,5-9,Manchester,-2.238063,53.509876
201606A016173,2016-05-25,May,Wed,10,Pedal Cycle,Slight,Daylight,Female,70-74,Manchester,-2.269567,53.431977
201606A016175,2016-05-25,May,Wed,13,Pedestrian,Slight,Daylight,Female,35-39,Manchester,-2.175249,53.496403
201606A016185,2016-05-17,May,Tue,16,Powered 2 Wheeler,Slight,Daylight,Male,25-29,Manchester,-2.178535,53.499778
201606A016190,2016-05-23,May,Mon,6,Goods Vehicle,Slight,Daylight,Male,45-49,Manchester,-2.246677,53.528609
201606A016190,2016-05-23,May,Mon,6,Car,Slight,Daylight,Male,45-49,Manchester,-2.246677,53.528609
201606A016208,2016-05-31,May,Tue,5,Pedestrian,Serious,Daylight,Male,65-69,Manchester,-2.230268,53.523833
201606A016212,2016-05-22,May,Sun,13,Pedal Cycle,Serious,Daylight,Male,45-49,Manchester,-2.240705,53.491678
201606A016248,2016-05-20,May,Fri,4,Car,Slight,Daylight,Male,20-24,Manchester,-2.267143,53.441447
201606A016277,2016-05-23,May,Mon,12,Pedal Cycle,Slight,Daylight,Male,20-24,Manchester,-2.247736,53.474828
201606A016322,2016-05-19,May,Thu,17,Car,Slight,Daylight,Male,45-49,Manchester,-2.242965,53.467836
201606A016324,2016-05-19,May,Thu,17,Pedestrian,Slight,Daylight,Male,5-9,Manchester,-2.238524,53.508689
201606A016338,2016-05-02,May,Mon,14,Car,Slight,Daylight,Male,25-29,Manchester,-2.210767,53.487825
201606A016343,2016-05-20,May,Fri,12,Pedestrian,Slight,Daylight,Female,30-34,Manchester,-2.241271,53.47468
201606A016366,2016-05-25,May,Wed,23,Car,Slight,Dark,Male,35-39,Manchester,-2.241821,53.536853
201606A016375,2016-05-10,May,Tue,19,Pedal Cycle,Slight,Daylight,Male,35-39,Manchester,-2.244616,53.51123
201606A016378,2016-05-11,May,Wed,8,Pedal Cycle,Slight,Daylight,Male,25-29,Manchester,-2.220134,53.439907
201606A016465,2016-06-01,Jun,Wed,18,Powered 2 Wheeler,Slight,Daylight,Male,15-19,Manchester,-2.208227,53.532332
201606A016474,2016-06-02,Jun,Thu,21,Powered 2 Wheeler,Slight,Daylight,Female,25-29,Manchester,-2.166501,53.452812
201606A016479,2016-06-03,Jun,Fri,9,Pedestrian,Slight,Daylight,Female,20-24,Manchester,-2.247853,53.502594
201606A016514,2016-06-01,Jun,Wed,13,Pedestrian,Serious,Daylight,Male,85-89,Manchester,-2.242971,53.513651
201606A016541,2016-06-08,Jun,Wed,18,Car,Slight,Daylight,Male,40-44,Manchester,-2.238478,53.5085
201606A016609,2016-06-07,Jun,Tue,9,Powered 2 Wheeler,Slight,Daylight,Male,40-44,Manchester,-2.178176,53.482467
201606A016625,2016-06-03,Jun,Fri,15,Car,Slight,Daylight,Male,60-64,Manchester,-2.230256,53.477164
201606A016625,2016-06-03,Jun,Fri,15,Car,Slight,Daylight,Male,30-34,Manchester,-2.230256,53.477164
201606A016651,2016-06-07,Jun,Tue,8,Car,Slight,Daylight,Male,20-24,Manchester,-2.196191,53.500479
201606A016651,2016-06-07,Jun,Tue,8,Car,Slight,Daylight,Female,20-24,Manchester,-2.196191,53.500479
201606A016653,2016-05-19,May,Thu,10,Car,Serious,Daylight,Female,25-29,Manchester,-2.195275,53.504606
201606A016697,2016-05-26,May,Thu,19,Car,Serious,Daylight,Male,20-24,Manchester,-2.18117,53.456647
201606A016704,2016-05-10,May,Tue,15,Car,Slight,Daylight,Female,40-44,Manchester,-2.176962,53.473228
201606A016704,2016-05-10,May,Tue,15,Car,Slight,Daylight,Female,45-49,Manchester,-2.176962,53.473228
201606A016740,2016-06-02,Jun,Thu,16,Powered 2 Wheeler,Serious,Daylight,Male,30-34,Manchester,-2.213966,53.512708
201606A016752,2016-06-12,Jun,Sun,14,Pedestrian,Slight,Daylight,Female,35-39,Manchester,-2.242153,53.536798
201606A016773,2016-06-11,Jun,Sat,13,Car,Slight,Daylight,Female,15-19,Manchester,-2.177728,53.46182
201606A016773,2016-06-11,Jun,Sat,13,Car,Slight,Daylight,Male,5-9,Manchester,-2.177728,53.46182
201606A016890,2016-06-14,Jun,Tue,8,Pedestrian,Slight,Daylight,Female,15-19,Manchester,-2.179832,53.45015
201606A016936,2016-06-11,Jun,Sat,23,Pedestrian,Slight,Dark,Female,15-19,Manchester,-2.206126,53.481873
201606A016989,2016-06-06,Jun,Mon,0,Pedestrian,Slight,Dark,Male,30-34,Manchester,-2.224065,53.480313
201606A017027,2016-06-13,Jun,Mon,8,Pedestrian,Slight,Daylight,Female,10-14,Manchester,-2.201356,53.489657
201606A017033,2016-06-07,Jun,Tue,18,Car,Slight,Daylight,Male,25-29,Manchester,-2.23607,53.48767
201606A017093,2016-06-07,Jun,Tue,15,Pedestrian,Serious,Daylight,Female,30-34,Manchester,-2.251667,53.474568
201606A017093,2016-06-07,Jun,Tue,15,Pedestrian,Serious,Daylight,Male,20-24,Manchester,-2.251667,53.474568
201606A017116,2016-06-15,Jun,Wed,7,Pedal Cycle,Slight,Daylight,Male,50-54,Manchester,-2.196725,53.479076
201606A017137,2016-06-06,Jun,Mon,15,Pedal Cycle,Slight,Daylight,Female,40-44,Manchester,-2.243168,53.476941
201606A017165,2016-06-16,Jun,Thu,17,Pedal Cycle,Slight,Daylight,Male,55-59,Manchester,-2.180622,53.462436
201606A017172,2016-06-12,Jun,Sun,2,Car,Slight,Dark,Female,25-29,Manchester,-2.196436,53.465449
201606A017172,2016-06-12,Jun,Sun,2,Car,Slight,Dark,Male,40-44,Manchester,-2.196436,53.465449
201606A017195,2016-06-15,Jun,Wed,16,Pedestrian,Slight,Daylight,Female,20-24,Manchester,-2.241559,53.48018
201606A017202,2016-06-14,Jun,Tue,8,Pedestrian,Slight,Daylight,Female,50-54,Manchester,-2.259996,53.476645
201606A017212,2016-06-06,Jun,Mon,9,Bus or Coach,Slight,Daylight,Female,45-49,Manchester,-2.231785,53.484056
201606A017212,2016-06-06,Jun,Mon,9,Bus or Coach,Slight,Daylight,Female,60-64,Manchester,-2.231785,53.484056
201606A017212,2016-06-06,Jun,Mon,9,Bus or Coach,Slight,Daylight,Male,40-44,Manchester,-2.231785,53.484056
201606A017259,2016-06-17,Jun,Fri,15,Bus or Coach,Slight,Daylight,Female,40-44,Manchester,-2.171121,53.470738
201606A017259,2016-06-17,Jun,Fri,15,Bus or Coach,Slight,Daylight,Male,45-49,Manchester,-2.171121,53.470738
201606A017259,2016-06-17,Jun,Fri,15,Bus or Coach,Slight,Daylight,Female,10-14,Manchester,-2.171121,53.470738
201606A017259,2016-06-17,Jun,Fri,15,Car,Slight,Daylight,Male,5-9,Manchester,-2.171121,53.470738
201606A017259,2016-06-17,Jun,Fri,15,Bus or Coach,Slight,Daylight,Female,40-44,Manchester,-2.171121,53.470738
201606A017259,2016-06-17,Jun,Fri,15,Bus or Coach,Slight,Daylight,Female,10-14,Manchester,-2.171121,53.470738
201606A017259,2016-06-17,Jun,Fri,15,Bus or Coach,Slight,Daylight,Male,40-44,Manchester,-2.171121,53.470738
201606A017259,2016-06-17,Jun,Fri,15,Bus or Coach,Slight,Daylight,Female,20-24,Manchester,-2.171121,53.470738
201606A017259,2016-06-17,Jun,Fri,15,Car,Slight,Daylight,Female,20-24,Manchester,-2.171121,53.470738
