AREFNO,date,month,day,hour,mode,severity,light,sex,ageband,area_name,long,lat
201606K013955,2016-03-16,Mar,Wed,11,Car,Slight,Daylight,Female,30-34,Bolton,-2.449954,53.545428
201606K013974,2016-03-18,Mar,Fri,19,Car,Slight,Dark,Female,45-49,Bolton,-2.396853,53.557463
201606K013975,2016-03-25,Mar,Fri,17,Pedal Cycle,Slight,Daylight,Male,50-54,Bolton,-2.496966,53.550716
201606K013976,2016-03-17,Mar,Thu,21,Car,Slight,Dark,Male,55-59,Bolton,-2.42359,53.56982
201606K014016,2016-03-11,Mar,Fri,18,Pedestrian,Slight,Dark,Male,30-34,Bolton,-2.412921,53.575143
201606K014019,2016-04-03,Apr,Sun,0,Car,Slight,Dark,Male,10-14,Bolton,-2.432951,53.600725
201606K014023,2016-03-04,Mar,Fri,8,Car,Serious,Daylight,Male,45-49,Bolton,-2.454983,53.550047
201606K014119,2016-04-03,Apr,Sun,1,Powered 2 Wheeler,Slight,Dark,Male,20-24,Bolton,-2.527047,53.532502
201606K014209,2016-04-10,Apr,Sun,17,Pedestrian,Slight,Daylight,Male,5-9,Bolton,-2.412274,53.598722
201606K014224,2016-04-09,Apr,Sat,15,Powered 2 Wheeler,Slight,Daylight,Male,30-34,Bolton,-2.541952,53.592614
201606K014241,2016-04-10,Apr,Sun,2,Car,Slight,Dark,Male,15-19,Bolton,-2.460536,53.588848
201606K014241,2016-04-10,Apr,Sun,2,Car,Serious,Dark,Male,15-19,Bolton,-2.460536,53.588848
201606K014292,2016-04-02,Apr,Sat,13,Car,Slight,Daylight,Male,20-24,Bolton,-2.436147,53.572103
201606K014292,2016-04-02,Apr,Sat,13,Car,Slight,Daylight,Female,15-19,Bolton,-2.436147,53.572103
201606K014292,2016-04-02,Apr,Sat,13,Car,Slight,Daylight,Male,35-39,Bolton,-2.436147,53.572103
201606K014318,2016-04-11,Apr,Mon,20,Pedestrian,Slight,Dark,Female,15-19,Bolton,-2.437289,53.589097
201606K014378,2016-04-04,Apr,Mon,16,Pedestrian,Slight,Daylight,Male,10-14,Bolton,-2.469059,53.54806
201606K014445,2016-04-12,Apr,Tue,7,Car,Slight,Daylight,Male,50-54,Bolton,-2.435405,53.623323
201606K014458,2016-04-09,Apr,Sat,11,Pedal Cycle,Serious,Daylight,Male,50-54,Bolton,-2.501491,53.579802
201606K014505,2016-04-06,Apr,Wed,16,Powered 2 Wheeler,Slight,Daylight,Male,30-34,Bolton,-2.494192,53.571698
201606K014510,2016-04-02,Apr,Sat,23,Car,Slight,Dark,Male,65-69,Bolton,-2.386379,53.580957
201606K014607,2016-04-15,Apr,Fri,15,Pedestrian,Serious,Daylight,Female,10-14,Bolton,-2.375718,53.562493
201606K014623,2016-04-12,Apr,Tue,17,Pedestrian,Slight,Daylight,Female,10-14,Bolton,-2.405342,53.603779
201606K014642,2016-03-25,Mar,Fri,17,Pedal Cycle,Slight,Daylight,Male,15-19,Bolton,-2.408272,53.589469
201606K014667,2016-04-11,Apr,Mon,16,Pedal Cycle,Slight,Daylight,Male,40-44,Bolton,-2.392229,53.547159
201606K014706,2016-04-20,Apr,Wed,13,Bus or Coach,Slight,Daylight,Male,5-9,Bolton,-2.388753,53.581228
201606K014724,2016-04-22,Apr,Fri,17,Car,Slight,Daylight,Male,15-19,Bolton,-2.405668,53.555806
201606K014724,2016-04-22,Apr,Fri,17,Car,Slight,Daylight,Male,35-39,Bolton,-2.405668,53.555806
201606K014936,2016-03-31,Mar,Thu,15,Car,Slight,Daylight,Female,45-49,Bolton,-2.395696,53.580738
201606K014936,2016-03-31,Mar,Thu,15,Car,Slight,Daylight,Male,0-4,Bolton,-2.395696,53.580738
201606K014936,2016-03-31,Mar,Thu,15,Car,Slight,Daylight,Female,25-29,Bolton,-2.395696,53.580738
201606K014966,2016-04-23,Apr,Sat,13,Car,Serious,Daylight,Male,35-39,Bolton,-2.409921,53.549158
201606K014974,2016-04-03,Apr,Sun,21,Pedestrian,Serious,Dark,Male,75-79,Bolton,-2.418303,53.563457
201606K015034,2016-04-19,Apr,Tue,16,Pedestrian,Slight,Daylight,Male,10-14,Bolton,-2.479627,53.591119
201606K015035,2016-04-12,Apr,Tue,19,Car,Slight,Daylight,Male,20-24,Bolton,-2.448639,53.585279
201606K015035,2016-04-12,Apr,Tue,19,Car,Slight,Daylight,Male,20-24,Bolton,-2.448639,53.585279
201606K015035,2016-04-12,Apr,Tue,19,Car,Slight,Daylight,Male,20-24,Bolton,-2.448639,53.585279
201606K015055,2016-04-03,Apr,Sun,13,Car,Slight,Daylight,Male,25-29,Bolton,-2.459166,53.596232
201606K015104,2016-04-22,Apr,Fri,12,Car,Slight,Daylight,Female,45-49,Bolton,-2.399494,53.546174
201606K015104,2016-04-22,Apr,Fri,12,Car,Slight,Daylight,Male,0-4,Bolton,-2.399494,53.546174
201606K015144,2016-04-27,Apr,Wed,7,Pedestrian,Slight,Daylight,Female,35-39,Bolton,-2.511884,53.581205
201606K015224,2016-04-21,Apr,Thu,16,Powered 2 Wheeler,Slight,Daylight,Male,25-29,Bolton,-2.363708,53.535277
201606K015258,2016-04-13,Apr,Wed,20,Car,Slight,Dark,Male,25-29,Bolton,-2.431772,53.605089
201606K015258,2016-04-13,Apr,Wed,20,Car,Slight,Dark,Male,25-29,Bolton,-2.431772,53.605089
201606K015258,2016-04-13,Apr,Wed,20,Car,Slight,Dark,Male,25-29,Bolton,-2.431772,53.605089
201606K015258,2016-04-13,Apr,Wed,20,Car,Slight,Dark,Male,20-24,Bolton,-2.431772,53.605089
201606K015348,2016-05-06,May,Fri,10,Car,Slight,Daylight,Male,55-59,Bolton,-2.573971,53.587341
201606K015440,2016-05-09,May,Mon,6,Pedal Cycle,Serious,Daylight,Male,45-49,Bolton,-2.440499,53.582514
201606K015460,2016-04-15,Apr,Fri,8,Pedestrian,Serious,Daylight,Female,0-4,Bolton,-2.435966,53.567664
201606K015472,2016-05-09,May,Mon,14,Car,Slight,Daylight,Female,65-69,Bolton,-2.390716,53.545142
201606K015545,2016-05-18,May,Wed,8,Car,Slight,Daylight,Male,40-44,Bolton,-2.420765,53.577273
201606K015651,2016-05-03,May,Tue,17,Car,Slight,Daylight,Female,5-9,Bolton,-2.388533,53.544106
201606K015651,2016-05-03,May,Tue,17,Powered 2 Wheeler,Serious,Daylight,Male,15-19,Bolton,-2.388533,53.544106
201606K015670,2016-05-14,May,Sat,11,Pedestrian,Serious,Daylight,Male,5-9,Bolton,-2.428094,53.546254
201606K015798,2016-05-04,May,Wed,8,Pedestrian,Serious,Daylight,Male,25-29,Bolton,-2.434945,53.578588
201606K015889,2016-05-10,May,Tue,18,Car,Slight,Daylight,Female,35-39,Bolton,-2.469057,53.547907
201606K015889,2016-05-10,May,Tue,18,Car,Slight,Daylight,Female,20-24,Bolton,-2.469057,53.547907
201606K015925,2016-05-24,May,Tue,8,Car,Slight,Daylight,Male,40-44,Bolton,-2.421223,53.554917
201606K015925,2016-05-24,May,Tue,8,Car,Slight,Daylight,Male,15-19,Bolton,-2.421223,53.554917
201606K015925,2016-05-24,May,Tue,8,Car,Slight,Daylight,Male,10-14,Bolton,-2.421223,53.554917
201606K015933,2016-05-23,May,Mon,18,Car,Serious,Daylight,Male,20-24,Bolton,-2.48107,53.591778
201606K015933,2016-05-23,May,Mon,18,Car,Slight,Daylight,Male,20-24,Bolton,-2.48107,53.591778
201606K015933,2016-05-23,May,Mon,18,Car,Slight,Daylight,Female,35-39,Bolton,-2.48107,53.591778
201606K015933,2016-05-23,May,Mon,18,Car,Slight,Daylight,Male,45-49,Bolton,-2.48107,53.591778
201606K015933,2016-05-23,May,Mon,18,Car,Slight,Daylight,Male,20-24,Bolton,-2.48107,53.591778
201606K015933,2016-05-23,May,Mon,18,Car,Slight,Daylight,Female,45-49,Bolton,-2.48107,53.591778
201606K015967,2016-05-09,May,Mon,15,Powered 2 Wheeler,Slight,Daylight,Male,45-49,Bolton,-2.41282,53.588015
201606K016015,2016-04-30,Apr,Sat,7,Pedal Cycle,Slight,Daylight,Male,35-39,Bolton,-2.468868,53.549922
201606K016085,2016-06-04,Jun,Sat,11,Pedestrian,Fatal,Daylight,Male,80-84,Bolton,-2.531027,53.562363
201606K016122,2016-05-20,May,Fri,14,Car,Serious,Daylight,Male,30-34,Bolton,-2.405856,53.589666
201606K016159,2016-05-24,May,Tue,19,Car,Slight,Daylight,Male,5-9,Bolton,-2.441058,53.562207
201606K016161,2016-05-24,May,Tue,2,Car,Slight,Dark,Male,40-44,Bolton,-2.416403,53.577522
201606K016177,2016-05-03,May,Tue,20,Car,Slight,Daylight,Female,20-24,Bolton,-2.428959,53.567626
201606K016177,2016-05-03,May,Tue,20,Car,Slight,Daylight,Female,10-14,Bolton,-2.428959,53.567626
201606K016222,2016-05-25,May,Wed,20,Car,Slight,Daylight,Female,80-84,Bolton,-2.409046,53.539768
201606K016224,2016-05-27,May,Fri,16,Pedestrian,Slight,Daylight,Female,0-4,Bolton,-2.394408,53.551071
201606K016256,2016-05-07,May,Sat,13,Pedestrian,Serious,Daylight,Male,10-14,Bolton,-2.431744,53.594941
201606K016260,2016-05-12,May,Thu,9,Pedestrian,Slight,Daylight,Male,50-54,Bolton,-2.390825,53.548818
201606K016296,2016-05-17,May,Tue,11,Car,Slight,Daylight,Male,65-69,Bolton,-2.395647,53.570653
201606K016303,2016-05-17,May,Tue,6,Pedestrian,Slight,Daylight,Female,25-29,Bolton,-2.431575,53.575392
201606K016315,2016-05-06,May,Fri,19,Pedal Cycle,Slight,Daylight,Male,30-34,Bolton,-2.483773,53.592998
201606K016376,2016-05-20,May,Fri,8,Pedal Cycle,Slight,Daylight,Male,25-29,Bolton,-2.429763,53.585834
201606K016457,2016-06-11,Jun,Sat,15,Car,Slight,Daylight,Male,35-39,Bolton,-2.434612,53.54899
201606K016551,2016-05-31,May,Tue,8,Car,Slight,Daylight,Male,35-39,Bolton,-2.417796,53.596321
201606K016598,2016-06-01,Jun,Wed,19,Car,Slight,Daylight,Male,30-34,Bolton,-2.407242,53.584529
201606K016658,2016-05-13,May,Fri,18,Car,Serious,Daylight,Male,50-54,Bolton,-2.415515,53.57944
201606K016700,2016-05-22,May,Sun,22,Powered 2 Wheeler,Serious,Dark,Male,20-24,Bolton,-2.433718,53.573829
201606K016700,2016-05-22,May,Sun,22,Pedestrian,Serious,Dark,Female,15-19,Bolton,-2.433718,53.573829
201606K016757,2016-05-04,May,Wed,21,Car,Slight,Dark,Male,35-39,Bolton,-2.427272,53.574005
201606K016826,2016-06-04,Jun,Sat,18,Pedestrian,Slight,Daylight,Male,50-54,Bolton,-2.450306,53.571503
201606K016858,2016-06-06,Jun,Mon,10,Pedestrian,Slight,Daylight,Male,35-39,Bolton,-2.432917,53.581095
201606K016858,2016-06-06,Jun,Mon,10,Pedestrian,Serious,Daylight,Male,40-44,Bolton,-2.432917,53.581095
201606K016952,2016-06-10,Jun,Fri,22,Car,Serious,Dark,Female,30-34,Bolton,-2.450917,53.580741
201606K017022,2016-06-19,Jun,Sun,1,Pedestrian,Serious,Dark,Male,25-29,Bolton,-2.426965,53.579507
201606K017063,2016-06-14,Jun,Tue,12,Car,Slight,Daylight,Female,40-44,Bolton,-2.448985,53.57655
201606K017063,2016-06-14,Jun,Tue,12,Car,Slight,Daylight,Female,50-54,Bolton,-2.448985,53.57655
201606K017063,2016-06-14,Jun,Tue,12,Car,Slight,Daylight,Female,15-19,Bolton,-2.448985,53.57655
201606K017074,2016-06-19,Jun,Sun,17,Pedal Cycle,Slight,Daylight,Male,20-24,Bolton,-2.410974,53.547249
201606K017105,2016-06-18,Jun,Sat,20,Car,Slight,Daylight,Female,30-34,Bolton,-2.428777,53.563079
201606K017118,2016-06-13,Jun,Mon,15,Car,Slight,Daylight,Female,45-49,Bolton,-2.445507,53.566065
201606K017118,2016-06-13,Jun,Mon,15,Car,Slight,Daylight,Male,50-54,Bolton,-2.445507,53.566065
201606K017177,2016-06-20,Jun,Mon,8,Car,Slight,Daylight,Male,25-29,Bolton,-2.538788,53.564827
201606K017187,2016-06-18,Jun,Sat,13,Pedestrian,Serious,Daylight,Female,40-44,Bolton,-2.431623,53.583068
201606K017222,2016-06-12,Jun,Sun,13,Car,Slight,Daylight,Male,80-84,Bolton,-2.548346,53.600998
201606K017226,2016-06-16,Jun,Thu,5,Pedal Cycle,Serious,Daylight,Female,50-54,Bolton,-2.373065,53.563023
201606K017230,2016-06-16,Jun,Thu,14,Powered 2 Wheeler,Serious,Daylight,Male,25-29,Bolton,-2.453084,53.586979
201606K017245,2016-06-14,Jun,Tue,11,Pedal Cycle,Serious,Daylight,Male,40-44,Bolton,-2.52425,53.5601
201606K017308,2016-06-13,Jun,Mon,11,Pedestrian,Slight,Daylight,Male,10-14,Bolton,-2.411561,53.595264
201606K017314,2016-06-13,Jun,Mon,14,Car,Slight,Daylight,Male,35-39,Bolton,-2.427858,53.564799
201606K017314,2016-06-13,Jun,Mon,14,Car,Slight,Daylight,Female,40-44,Bolton,-2.427858,53.564799
201606K017314,2016-06-13,Jun,Mon,14,Car,Slight,Daylight,Female,15-19,Bolton,-2.427858,53.564799
201606K017314,2016-06-13,Jun,Mon,14,Car,Slight,Daylight,Female,15-19,Bolton,-2.427858,53.564799
201606K017314,2016-06-13,Jun,Mon,14,Car,Slight,Daylight,Female,45-49,Bolton,-2.427858,53.564799
201606K017314,2016-06-13,Jun,Mon,14,Car,Slight,Daylight,Female,20-24,Bolton,-2.427858,53.564799
201606K017328,2016-06-06,Jun,Mon,18,Car,Slight,Daylight,Female,30-34,Bolton,-2.448685,53.581028
201606K017469,2016-06-20,Jun,Mon,8,Car,Slight,Daylight,Female,30-34,Bolton,-2.401997,53.549077
201606K017529,2016-06-23,Jun,Thu,19,Car,Slight,Daylight,Female,25-29,Bolton,-2.498712,53.551626
201606K017529,2016-06-23,Jun,Thu,19,Car,Slight,Daylight,Female,40-44,Bolton,-2.498712,53.551626
201606K017548,2016-07-05,Jul,Tue,19,Pedestrian,Serious,Daylight,Male,5-9,Bolton,-2.413714,53.597612
201606K017563,2016-06-27,Jun,Mon,8,Pedal Cycle,Slight,Daylight,Male,30-34,Bolton,-2.541168,53.582137
201606K017571,2016-06-27,Jun,Mon,13,Car,Slight,Daylight,Female,35-39,Bolton,-2.400569,53.548192
201606K017571,2016-06-27,Jun,Mon,13,Car,Slight,Daylight,Male,5-9,Bolton,-2.400569,53.548192
201606K017571,2016-06-27,Jun,Mon,13,Car,Slight,Daylight,Female,0-4,Bolton,-2.400569,53.548192
201606K017592,2016-06-26,Jun,Sun,0,Car,Slight,Dark,Female,0-4,Bolton,-2.464788,53.561892
201606K017651,2016-06-23,Jun,Thu,18,Pedestrian,Slight,Daylight,Male,5-9,Bolton,-2.441043,53.562261
201606K017740,2016-06-30,Jun,Thu,20,Car,Slight,Dark,Male,50-54,Bolton,-2.435528,53.580887
201606K017741,2016-07-05,Jul,Tue,16,Pedestrian,Slight,Daylight,Male,50-54,Bolton,-2.47064,53.587199
201606K017990,2016-07-06,Jul,Wed,14,Taxi,Slight,Daylight,Female,35-39,Bolton,-2.436448,53.571994
201606K018038,2016-07-04,Jul,Mon,8,Pedestrian,Serious,Daylight,Female,10-14,Bolton,-2.374118,53.565976
201606K018039,2016-06-26,Jun,Sun,11,Pedal Cycle,Serious,Daylight,Male,55-59,Bolton,-2.516921,53.597866
201606K018132,2016-07-05,Jul,Tue,9,Car,Slight,Daylight,Male,20-24,Bolton,-2.412621,53.566039
201606K018179,2016-07-09,Jul,Sat,17,Pedal Cycle,Slight,Daylight,Male,30-34,Bolton,-2.456363,53.556199
201606K018268,2016-07-18,Jul,Mon,13,Pedal Cycle,Slight,Daylight,Male,30-34,Bolton,-2.404772,53.58051
201606K018275,2016-07-14,Jul,Thu,11,Car,Serious,Daylight,Female,45-49,Bolton,-2.387432,53.537494
201606K018342,2016-07-12,Jul,Tue,14,Car,Slight,Daylight,Male,25-29,Bolton,-2.443829,53.581774
201606K018413,2016-07-14,Jul,Thu,11,Car,Slight,Daylight,Male,50-54,Bolton,-2.49881,53.55096
201606K018514,2016-07-19,Jul,Tue,16,Powered 2 Wheeler,Serious,Daylight,Male,55-59,Bolton,-2.396414,53.618685
201606K018554,2016-07-26,Jul,Tue,10,Powered 2 Wheeler,Slight,Daylight,Male,20-24,Bolton,-2.380277,53.599493
201606K018554,2016-07-26,Jul,Tue,10,Car,Slight,Daylight,Female,15-19,Bolton,-2.380277,53.599493
201606K018576,2016-07-21,Jul,Thu,11,Car,Slight,Daylight,Female,45-49,Bolton,-2.420673,53.561867
201606K018693,2016-07-21,Jul,Thu,12,Pedestrian,Serious,Daylight,Male,10-14,Bolton,-2.403156,53.550368
201606K018712,2016-08-02,Aug,Tue,15,Car,Slight,Daylight,Female,20-24,Bolton,-2.470704,53.564413
201606K018712,2016-08-02,Aug,Tue,15,Car,Slight,Daylight,Female,5-9,Bolton,-2.470704,53.564413
201606K018819,2016-07-29,Jul,Fri,21,Pedestrian,Slight,Daylight,Male,5-9,Bolton,-2.412879,53.54291
201606K018846,2016-08-09,Aug,Tue,20,Pedestrian,Serious,Daylight,Male,25-29,Bolton,-2.412446,53.58994
201606K019067,2016-07-28,Jul,Thu,14,Car,Slight,Daylight,Female,60-64,Bolton,-2.414523,53.587587
201606K019069,2016-07-12,Jul,Tue,13,Pedestrian,Slight,Daylight,Male,5-9,Bolton,-2.439743,53.58391
201606K019089,2016-07-29,Jul,Fri,20,Car,Slight,Daylight,Male,40-44,Bolton,-2.453487,53.564003
201606K019132,2016-07-28,Jul,Thu,15,Car,Slight,Daylight,Male,85-89,Bolton,-2.509995,53.55476
201606K019218,2016-08-04,Aug,Thu,17,Pedestrian,Slight,Daylight,Female,5-9,Bolton,-2.410625,53.592265
201606K019350,2016-08-08,Aug,Mon,10,Car,Slight,Daylight,Male,65-69,Bolton,-2.510069,53.554634
201606K019350,2016-08-08,Aug,Mon,10,Car,Slight,Daylight,Female,25-29,Bolton,-2.510069,53.554634
201606K019350,2016-08-08,Aug,Mon,10,Car,Slight,Daylight,Male,5-9,Bolton,-2.510069,53.554634
201606K019414,2016-08-07,Aug,Sun,21,Car,Slight,Dark,Female,35-39,Bolton,-2.521458,53.584696
201606K019414,2016-08-07,Aug,Sun,21,Car,Slight,Dark,Male,20-24,Bolton,-2.521458,53.584696
201606K019448,2016-07-17,Jul,Sun,20,Powered 2 Wheeler,Slight,Daylight,Male,15-19,Bolton,-2.413838,53.585495
201606K019521,2016-08-17,Aug,Wed,11,Car,Slight,Daylight,Female,40-44,Bolton,-2.407218,53.580412
201606K019523,2016-08-17,Aug,Wed,19,Pedestrian,Slight,Daylight,Female,45-49,Bolton,-2.436042,53.572185
201606K019576,2016-08-18,Aug,Thu,22,Car,Slight,Dark,Male,15-19,Bolton,-2.438838,53.549011
201606K019576,2016-08-18,Aug,Thu,22,Car,Slight,Dark,Male,40-44,Bolton,-2.438838,53.549011
201606K019576,2016-08-18,Aug,Thu,22,Car,Slight,Dark,Male,30-34,Bolton,-2.438838,53.549011
201606K019576,2016-08-18,Aug,Thu,22,Car,Slight,Dark,Male,15-19,Bolton,-2.438838,53.549011
201606K019618,2016-08-29,Aug,Mon,21,Taxi,Slight,Dark,Female,15-19,Bolton,-2.417132,53.597887
201606K019618,2016-08-29,Aug,Mon,21,Powered 2 Wheeler,Serious,Dark,Male,50-54,Bolton,-2.417132,53.597887
201606K019618,2016-08-29,Aug,Mon,21,Powered 2 Wheeler,Serious,Dark,Female,50-54,Bolton,-2.417132,53.597887
201606K019618,2016-08-29,Aug,Mon,21,Taxi,Slight,Dark,Female,15-19,Bolton,-2.417132,53.597887
201606K019666,2016-08-19,Aug,Fri,16,Car,Slight,Daylight,Male,30-34,Bolton,-2.445352,53.577202
201606K019666,2016-08-19,Aug,Fri,16,Car,Serious,Daylight,Male,35-39,Bolton,-2.445352,53.577202
201606K019714,2016-08-22,Aug,Mon,13,Pedal Cycle,Slight,Daylight,Male,10-14,Bolton,-2.415265,53.561544
201606K019797,2016-08-10,Aug,Wed,15,Pedal Cycle,Slight,Daylight,Male,55-59,Bolton,-2.444928,53.572808
201606K019974,2016-08-18,Aug,Thu,15,Car,Slight,Daylight,Female,25-29,Bolton,-2.385464,53.546768
201606K020043,2016-09-02,Sep,Fri,8,Car,Slight,Daylight,Male,30-34,Bolton,-2.420811,53.552995
201606K020043,2016-09-02,Sep,Fri,8,Car,Slight,Daylight,Male,60-64,Bolton,-2.420811,53.552995
201606K020056,2016-08-29,Aug,Mon,1,Pedestrian,Slight,Dark,Male,20-24,Bolton,-2.426572,53.577998
201606K020186,2016-09-05,Sep,Mon,15,Other Vehicle,Slight,Daylight,Male,55-59,Bolton,-2.458783,53.566482
201606K020302,2016-09-09,Sep,Fri,11,Pedestrian,Serious,Daylight,Female,80-84,Bolton,-2.543274,53.593237
201606K020390,2016-08-31,Aug,Wed,12,Car,Serious,Daylight,Female,70-74,Bolton,-2.542345,53.594985
201606K020390,2016-08-31,Aug,Wed,12,Car,Slight,Daylight,Male,20-24,Bolton,-2.542345,53.594985
201606K020427,2016-09-04,Sep,Sun,20,Car,Slight,Dark,Male,15-19,Bolton,-2.415116,53.558677
201606K020443,2016-09-10,Sep,Sat,16,Pedal Cycle,Slight,Daylight,Male,10-14,Bolton,-2.409617,53.591136
201606K020451,2016-09-10,Sep,Sat,17,Car,Slight,Daylight,Female,20-24,Bolton,-2.424848,53.574769
201606K020514,2016-08-19,Aug,Fri,23,Car,Slight,Dark,Male,25-29,Bolton,-2.429922,53.586669
201606K020515,2016-09-05,Sep,Mon,7,Pedestrian,Slight,Daylight,Male,70-74,Bolton,-2.399749,53.554056
201606K020567,2016-09-01,Sep,Thu,8,Car,Slight,Daylight,Male,25-29,Bolton,-2.452803,53.580509
201606K020599,2016-09-14,Sep,Wed,16,Pedestrian,Serious,Daylight,Female,45-49,Bolton,-2.430869,53.575781
201606K020619,2016-09-15,Sep,Thu,17,Pedestrian,Fatal,Daylight,Male,0-4,Bolton,-2.449616,53.559119
201606K020632,2016-09-19,Sep,Mon,15,Powered 2 Wheeler,Serious,Daylight,Male,20-24,Bolton,-2.50602,53.548017
201606K020637,2016-09-08,Sep,Thu,9,Pedestrian,Serious,Daylight,Female,65-69,Bolton,-2.524554,53.559047
201606K020686,2016-09-10,Sep,Sat,18,Pedestrian,Serious,Daylight,Female,0-4,Bolton,-2.44192,53.568109
201606K020689,2016-09-16,Sep,Fri,9,Car,Slight,Daylight,Male,40-44,Bolton,-2.44559,53.582585
201606K020703,2016-09-13,Sep,Tue,20,Powered 2 Wheeler,Serious,Dark,Male,30-34,Bolton,-2.551754,53.599329
201606K020746,2016-09-08,Sep,Thu,8,Pedal Cycle,Serious,Daylight,Female,15-19,Bolton,-2.517031,53.551215
201606K020835,2016-09-24,Sep,Sat,12,Pedestrian,Serious,Daylight,Male,10-14,Bolton,-2.416967,53.548936
201606K020839,2016-09-22,Sep,Thu,11,Powered 2 Wheeler,Slight,Daylight,Male,60-64,Bolton,-2.524722,53.560395
201606K020924,2016-09-22,Sep,Thu,15,Pedestrian,Slight,Daylight,Male,15-19,Bolton,-2.395159,53.591104
201606K021035,2016-09-23,Sep,Fri,16,Pedestrian,Slight,Daylight,Female,10-14,Bolton,-2.385586,53.57847
201606K021101,2016-09-29,Sep,Thu,16,Car,Slight,Daylight,Male,30-34,Bolton,-2.475537,53.561823
201606K021159,2016-09-30,Sep,Fri,18,Pedestrian,Serious,Daylight,Male,55-59,Bolton,-2.409316,53.549008
201606K021179,2016-09-30,Sep,Fri,8,Pedestrian,Slight,Daylight,Female,10-14,Bolton,-2.409737,53.611369
201606K021258,2016-10-12,Oct,Wed,1,Car,Fatal,Dark,Male,20-24,Bolton,-2.549047,53.596789
201606K021258,2016-10-12,Oct,Wed,1,Car,Serious,Dark,Female,20-24,Bolton,-2.549047,53.596789
201606K021264,2016-10-02,Oct,Sun,15,Car,Slight,Daylight,Female,50-54,Bolton,-2.435577,53.591602
201606K021264,2016-10-02,Oct,Sun,15,Car,Slight,Daylight,Male,55-59,Bolton,-2.435577,53.591602
201606K021361,2016-10-07,Oct,Fri,15,Goods Vehicle,Slight,Daylight,Male,30-34,Bolton,-2.469112,53.551575
201606K021387,2016-10-03,Oct,Mon,14,Bus or Coach,Slight,Daylight,Male,85-89,Bolton,-2.545956,53.599688
201606K021452,2016-09-30,Sep,Fri,8,Car,Slight,Daylight,Female,20-24,Bolton,-2.410338,53.589093
201606K021527,2016-09-10,Sep,Sat,15,Car,Slight,Daylight,Female,30-34,Bolton,-2.43854,53.585874
201606K021536,2016-10-09,Oct,Sun,8,Car,Slight,Daylight,Male,50-54,Bolton,-2.431937,53.596064
201606K021536,2016-10-09,Oct,Sun,8,Car,Slight,Daylight,Female,20-24,Bolton,-2.431937,53.596064
201606K021541,2016-10-10,Oct,Mon,10,Powered 2 Wheeler,Slight,Daylight,Male,25-29,Bolton,-2.463595,53.579793
201606K021541,2016-10-10,Oct,Mon,10,Powered 2 Wheeler,Slight,Daylight,Male,25-29,Bolton,-2.463595,53.579793
201606K021591,2016-10-05,Oct,Wed,16,Pedestrian,Serious,Daylight,Male,0-4,Bolton,-2.426737,53.594375
201606K021740,2016-10-08,Oct,Sat,13,Pedestrian,Slight,Daylight,Female,5-9,Bolton,-2.528743,53.543901
201606K021744,2016-10-10,Oct,Mon,8,Powered 2 Wheeler,Slight,Daylight,Male,15-19,Bolton,-2.472083,53.57976
201606K021766,2016-10-10,Oct,Mon,12,Powered 2 Wheeler,Slight,Daylight,Male,20-24,Bolton,-2.413361,53.56449
201606K021829,2016-10-11,Oct,Tue,8,Pedal Cycle,Slight,Daylight,Male,55-59,Bolton,-2.383023,53.542218
201606K021904,2016-10-10,Oct,Mon,7,Car,Slight,Daylight,Male,50-54,Bolton,-2.371914,53.538469
201606K021953,2016-10-20,Oct,Thu,14,Car,Slight,Daylight,Male,85-89,Bolton,-2.385264,53.543011
201606K021953,2016-10-20,Oct,Thu,14,Car,Slight,Daylight,Female,80-84,Bolton,-2.385264,53.543011
201606K021953,2016-10-20,Oct,Thu,14,Car,Slight,Daylight,Female,55-59,Bolton,-2.385264,53.543011
201606K021953,2016-10-20,Oct,Thu,14,Car,Slight,Daylight,Male,65-69,Bolton,-2.385264,53.543011
201606K021953,2016-10-20,Oct,Thu,14,Car,Slight,Daylight,Male,85-89,Bolton,-2.385264,53.543011
201606K022065,2016-10-28,Oct,Fri,19,Powered 2 Wheeler,Serious,Dark,Male,25-29,Bolton,-2.411557,53.545126
201606K022089,2016-10-17,Oct,Mon,11,Car,Slight,Daylight,Male,55-59,Bolton,-2.390657,53.594444
201606K022089,2016-10-17,Oct,Mon,11,Car,Serious,Daylight,Female,70-74,Bolton,-2.390657,53.594444
201606K022092,2016-10-21,Oct,Fri,15,Pedestrian,Slight,Daylight,Female,5-9,Bolton,-2.37902,53.575516
201606K022238,2016-11-03,Nov,Thu,2,Car,Slight,Dark,Male,20-24,Bolton,-2.406482,53.590293
201606K022238,2016-11-03,Nov,Thu,2,Taxi,Slight,Dark,Male,45-49,Bolton,-2.406482,53.590293
201606K022245,2016-10-15,Oct,Sat,9,Car,Slight,Daylight,Female,40-44,Bolton,-2.419828,53.575631
201606K022245,2016-10-15,Oct,Sat,9,Car,Slight,Daylight,Male,45-49,Bolton,-2.419828,53.575631
201606K022265,2016-10-18,Oct,Tue,12,Pedestrian,Slight,Daylight,Female,45-49,Bolton,-2.394423,53.583502
201606K022273,2016-10-25,Oct,Tue,16,Car,Slight,Daylight,Male,50-54,Bolton,-2.418518,53.574521
201606K022491,2016-10-11,Oct,Tue,7,Pedestrian,Slight,Daylight,Male,10-14,Bolton,-2.393657,53.580754
