area_code,area_name,category,year,quarter,effective_date,vehicle_count
E08000003,Manchester,All licensed diesel cars,2013,4,2013-12-31,38777
E08000004,Oldham,All licensed diesel cars,2013,4,2013-12-31,25593
E08000005,Rochdale,All licensed diesel cars,2013,4,2013-12-31,26316
E08000006,Salford,All licensed diesel cars,2013,4,2013-12-31,23608
E08000007,Stockport,All licensed diesel cars,2013,4,2013-12-31,39845
E08000008,Tameside,All licensed diesel cars,2013,4,2013-12-31,24855
E08000009,Trafford,All licensed diesel cars,2013,4,2013-12-31,53287
E08000010,Wigan,All licensed diesel cars,2013,4,2013-12-31,44153
E08000001,Bolton,All licensed diesel cars,2012,4,2012-12-31,32821
E08000002,Bury,All licensed diesel cars,2012,4,2012-12-31,25368
E08000003,Manchester,All licensed diesel cars,2012,4,2012-12-31,35442
E08000004,Oldham,All licensed diesel cars,2012,4,2012-12-31,23886
E08000005,Rochdale,All licensed diesel cars,2012,4,2012-12-31,24462
E08000006,Salford,All licensed diesel cars,2012,4,2012-12-31,21980
E08000007,Stockport,All licensed diesel cars,2012,4,2012-12-31,36978
E08000008,Tameside,All licensed diesel cars,2012,4,2012-12-31,23175
E08000009,Trafford,All licensed diesel cars,2012,4,2012-12-31,49431
E08000010,Wigan,All licensed diesel cars,2012,4,2012-12-31,40533
E08000001,Bolton,All licensed diesel cars,2011,4,2011-12-31,30741
E08000002,Bury,All licensed diesel cars,2011,4,2011-12-31,23624
E08000003,Manchester,All licensed diesel cars,2011,4,2011-12-31,33269
E08000004,Oldham,All licensed diesel cars,2011,4,2011-12-31,22603
E08000005,Rochdale,All licensed diesel cars,2011,4,2011-12-31,23014
E08000006,Salford,All licensed diesel cars,2011,4,2011-12-31,20608
E08000007,Stockport,All licensed diesel cars,2011,4,2011-12-31,35161
E08000008,Tameside,All licensed diesel cars,2011,4,2011-12-31,21744
E08000009,Trafford,All licensed diesel cars,2011,4,2011-12-31,47407
E08000010,Wigan,All licensed diesel cars,2011,4,2011-12-31,38001
E08000001,Bolton,All licensed diesel vans,2020,4,2020-12-31,13300
E08000002,Bury,All licensed diesel vans,2020,4,2020-12-31,8166
E08000003,Manchester,All licensed diesel vans,2020,4,2020-12-31,15974
E08000004,Oldham,All licensed diesel vans,2020,4,2020-12-31,8962
E08000005,Rochdale,All licensed diesel vans,2020,4,2020-12-31,9719
E08000006,Salford,All licensed diesel vans,2020,4,2020-12-31,10112
E08000007,Stockport,All licensed diesel vans,2020,4,2020-12-31,82170
E08000008,Tameside,All licensed diesel vans,2020,4,2020-12-31,10680
E08000009,Trafford,All licensed diesel vans,2020,4,2020-12-31,9099
E08000010,Wigan,All licensed diesel vans,2020,4,2020-12-31,17657
E08000001,Bolton,All licensed diesel vans,2019,4,2019-12-31,13202
E08000002,Bury,All licensed diesel vans,2019,4,2019-12-31,7861
E08000003,Manchester,All licensed diesel vans,2019,4,2019-12-31,15065
E08000004,Oldham,All licensed diesel vans,2019,4,2019-12-31,8727
E08000005,Rochdale,All licensed diesel vans,2019,4,2019-12-31,9192
E08000006,Salford,All licensed diesel vans,2019,4,2019-12-31,10035
E08000007,Stockport,All licensed diesel vans,2019,4,2019-12-31,12737
E08000008,Tameside,All licensed diesel vans,2019,4,2019-12-31,10892
E08000009,Trafford,All licensed diesel vans,2019,4,2019-12-31,9138
E08000010,Wigan,All licensed diesel vans,2019,4,2019-12-31,17065
E08000001,Bolton,All licensed diesel vans,2018,4,2018-12-31,12607
E08000002,Bury,All licensed diesel vans,2018,4,2018-12-31,7620
E08000003,Manchester,All licensed diesel vans,2018,4,2018-12-31,15137
E08000004,Oldham,All licensed diesel vans,2018,4,2018-12-31,8615
E08000005,Rochdale,All licensed diesel vans,2018,4,2018-12-31,8849
E08000006,Salford,All licensed diesel vans,2018,4,2018-12-31,9805
E08000007,Stockport,All licensed diesel vans,2018,4,2018-12-31,12415
E08000008,Tameside,All licensed diesel vans,2018,4,2018-12-31,10851
E08000009,Trafford,All licensed diesel vans,2018,4,2018-12-31,8890
E08000010,Wigan,All licensed diesel vans,2018,4,2018-12-31,16210
E08000001,Bolton,All licensed diesel vans,2017,4,2017-12-31,12028
E08000002,Bury,All licensed diesel vans,2017,4,2017-12-31,7362
E08000003,Manchester,All licensed diesel vans,2017,4,2017-12-31,14566
E08000004,Oldham,All licensed diesel vans,2017,4,2017-12-31,8448
E08000005,Rochdale,All licensed diesel vans,2017,4,2017-12-31,8558
E08000006,Salford,All licensed diesel vans,2017,4,2017-12-31,9769
E08000007,Stockport,All licensed diesel vans,2017,4,2017-12-31,12219
E08000008,Tameside,All licensed diesel vans,2017,4,2017-12-31,10596
E08000009,Trafford,All licensed diesel vans,2017,4,2017-12-31,8459
E08000010,Wigan,All licensed diesel vans,2017,4,2017-12-31,15579
E08000001,Bolton,All licensed diesel vans,2016,4,2016-12-31,11600
E08000002,Bury,All licensed diesel vans,2016,4,2016-12-31,7244
E08000003,Manchester,All licensed diesel vans,2016,4,2016-12-31,14529
E08000004,Oldham,All licensed diesel vans,2016,4,2016-12-31,8200
E08000005,Rochdale,All licensed diesel vans,2016,4,2016-12-31,8461
E08000006,Salford,All licensed diesel vans,2016,4,2016-12-31,9238
E08000007,Stockport,All licensed diesel vans,2016,4,2016-12-31,12003
E08000008,Tameside,All licensed diesel vans,2016,4,2016-12-31,10620
E08000009,Trafford,All licensed diesel vans,2016,4,2016-12-31,8482
E08000010,Wigan,All licensed diesel vans,2016,4,2016-12-31,15007
E08000001,Bolton,All licensed diesel vans,2015,4,2015-12-31,11343
E08000002,Bury,All licensed diesel vans,2015,4,2015-12-31,6998
E08000003,Manchester,All licensed diesel vans,2015,4,2015-12-31,13476
E08000004,Oldham,All licensed diesel vans,2015,4,2015-12-31,7836
E08000005,Rochdale,All licensed diesel vans,2015,4,2015-12-31,8108
E08000006,Salford,All licensed diesel vans,2015,4,2015-12-31,8810
E08000007,Stockport,All licensed diesel vans,2015,4,2015-12-31,11613
E08000008,Tameside,All licensed diesel vans,2015,4,2015-12-31,10293
E08000009,Trafford,All licensed diesel vans,2015,4,2015-12-31,12591
E08000010,Wigan,All licensed diesel vans,2015,4,2015-12-31,14264
E08000001,Bolton,All licensed diesel vans,2014,4,2014-12-31,10885
E08000002,Bury,All licensed diesel vans,2014,4,2014-12-31,6804
E08000003,Manchester,All licensed diesel vans,2014,4,2014-12-31,12133
E08000004,Oldham,All licensed diesel vans,2014,4,2014-12-31,7613
E08000005,Rochdale,All licensed diesel vans,2014,4,2014-12-31,7841
E08000006,Salford,All licensed diesel vans,2014,4,2014-12-31,8334
E08000007,Stockport,All licensed diesel vans,2014,4,2014-12-31,11184
E08000008,Tameside,All licensed diesel vans,2014,4,2014-12-31,9979
E08000009,Trafford,All licensed diesel vans,2014,4,2014-12-31,10643
E08000010,Wigan,All licensed diesel vans,2014,4,2014-12-31,13523
E08000001,Bolton,All licensed diesel vans,2013,4,2013-12-31,10549
E08000002,Bury,All licensed diesel vans,2013,4,2013-12-31,6732
E08000003,Manchester,All licensed diesel vans,2013,4,2013-12-31,12055
E08000004,Oldham,All licensed diesel vans,2013,4,2013-12-31,7469
E08000005,Rochdale,All licensed diesel vans,2013,4,2013-12-31,7650
E08000006,Salford,All licensed diesel vans,2013,4,2013-12-31,7965
E08000007,Stockport,All licensed diesel vans,2013,4,2013-12-31,10984
E08000008,Tameside,All licensed diesel vans,2013,4,2013-12-31,9792
E08000009,Trafford,All licensed diesel vans,2013,4,2013-12-31,10349
E08000010,Wigan,All licensed diesel vans,2013,4,2013-12-31,13036
E08000001,Bolton,All licensed diesel vans,2012,4,2012-12-31,10476
E08000002,Bury,All licensed diesel vans,2012,4,2012-12-31,6713
E08000003,Manchester,All licensed diesel vans,2012,4,2012-12-31,12100
E08000004,Oldham,All licensed diesel vans,2012,4,2012-12-31,7511
E08000005,Rochdale,All licensed diesel vans,2012,4,2012-12-31,7697
E08000006,Salford,All licensed diesel vans,2012,4,2012-12-31,8288
E08000007,Stockport,All licensed diesel vans,2012,4,2012-12-31,10647
E08000008,Tameside,All licensed diesel vans,2012,4,2012-12-31,9864
E08000009,Trafford,All licensed diesel vans,2012,4,2012-12-31,9526
E08000010,Wigan,All licensed diesel vans,2012,4,2012-12-31,12497
E08000001,Bolton,All licensed diesel vans,2011,4,2011-12-31,10266
E08000002,Bury,All licensed diesel vans,2011,4,2011-12-31,6712
E08000003,Manchester,All licensed diesel vans,2011,4,2011-12-31,12213
E08000004,Oldham,All licensed diesel vans,2011,4,2011-12-31,7521
E08000005,Rochdale,All licensed diesel vans,2011,4,2011-12-31,7695
E08000006,Salford,All licensed diesel vans,2011,4,2011-12-31,8272
E08000007,Stockport,All licensed diesel vans,2011,4,2011-12-31,10444
E08000008,Tameside,All licensed diesel vans,2011,4,2011-12-31,9930
E08000009,Trafford,All licensed diesel vans,2011,4,2011-12-31,9621
E08000010,Wigan,All licensed diesel vans,2011,4,2011-12-31,12391
