area_code,area_name,category,year,quarter,effective_date,vehicle_count
E08000003,Manchester,All licensed cars,2016,4,2016-12-31,146418
E08000004,Oldham,All licensed cars,2016,4,2016-12-31,88120
E08000005,Rochdale,All licensed cars,2016,4,2016-12-31,86908
E08000006,Salford,All licensed cars,2016,4,2016-12-31,88836
E08000007,Stockport,All licensed cars,2016,4,2016-12-31,143920
E08000008,Tameside,All licensed cars,2016,4,2016-12-31,95047
E08000009,Trafford,All licensed cars,2016,4,2016-12-31,110712
E08000010,Wigan,All licensed cars,2016,4,2016-12-31,147433
E08000001,Bolton,All licensed cars,2015,4,2015-12-31,116678
E08000002,Bury,All licensed cars,2015,4,2015-12-31,97749
E08000003,Manchester,All licensed cars,2015,4,2015-12-31,141797
E08000004,Oldham,All licensed cars,2015,4,2015-12-31,86433
E08000005,Rochdale,All licensed cars,2015,4,2015-12-31,84808
E08000006,Salford,All licensed cars,2015,4,2015-12-31,86439
E08000007,Stockport,All licensed cars,2015,4,2015-12-31,143327
E08000008,Tameside,All licensed cars,2015,4,2015-12-31,93405
E08000009,Trafford,All licensed cars,2015,4,2015-12-31,131180
E08000010,Wigan,All licensed cars,2015,4,2015-12-31,145407
E08000001,Bolton,All licensed cars,2014,4,2014-12-31,114831
E08000002,Bury,All licensed cars,2014,4,2014-12-31,96412
E08000003,Manchester,All licensed cars,2014,4,2014-12-31,135961
E08000004,Oldham,All licensed cars,2014,4,2014-12-31,84806
E08000005,Rochdale,All licensed cars,2014,4,2014-12-31,83177
E08000006,Salford,All licensed cars,2014,4,2014-12-31,84399
E08000007,Stockport,All licensed cars,2014,4,2014-12-31,142368
E08000008,Tameside,All licensed cars,2014,4,2014-12-31,91605
E08000009,Trafford,All licensed cars,2014,4,2014-12-31,130951
E08000010,Wigan,All licensed cars,2014,4,2014-12-31,143844
E08000001,Bolton,All licensed cars,2013,4,2013-12-31,113237
E08000002,Bury,All licensed cars,2013,4,2013-12-31,92275
E08000003,Manchester,All licensed cars,2013,4,2013-12-31,131529
E08000004,Oldham,All licensed cars,2013,4,2013-12-31,82963
E08000005,Rochdale,All licensed cars,2013,4,2013-12-31,82065
E08000006,Salford,All licensed cars,2013,4,2013-12-31,82314
E08000007,Stockport,All licensed cars,2013,4,2013-12-31,139886
E08000008,Tameside,All licensed cars,2013,4,2013-12-31,89762
E08000009,Trafford,All licensed cars,2013,4,2013-12-31,129608
E08000010,Wigan,All licensed cars,2013,4,2013-12-31,141539
E08000001,Bolton,All licensed cars,2012,4,2012-12-31,112094
E08000002,Bury,All licensed cars,2012,4,2012-12-31,90069
E08000003,Manchester,All licensed cars,2012,4,2012-12-31,129346
E08000004,Oldham,All licensed cars,2012,4,2012-12-31,82139
E08000005,Rochdale,All licensed cars,2012,4,2012-12-31,81241
E08000006,Salford,All licensed cars,2012,4,2012-12-31,80985
E08000007,Stockport,All licensed cars,2012,4,2012-12-31,138304
E08000008,Tameside,All licensed cars,2012,4,2012-12-31,88747
E08000009,Trafford,All licensed cars,2012,4,2012-12-31,127573
E08000010,Wigan,All licensed cars,2012,4,2012-12-31,138805
E08000001,Bolton,All licensed cars,2011,4,2011-12-31,112309
E08000002,Bury,All licensed cars,2011,4,2011-12-31,89509
E08000003,Manchester,All licensed cars,2011,4,2011-12-31,130411
E08000004,Oldham,All licensed cars,2011,4,2011-12-31,82561
E08000005,Rochdale,All licensed cars,2011,4,2011-12-31,81522
E08000006,Salford,All licensed cars,2011,4,2011-12-31,80962
E08000007,Stockport,All licensed cars,2011,4,2011-12-31,137997
E08000008,Tameside,All licensed cars,2011,4,2011-12-31,88405
E08000009,Trafford,All licensed cars,2011,4,2011-12-31,127803
E08000010,Wigan,All licensed cars,2011,4,2011-12-31,138089
E08000001,Bolton,All licensed motorcycles,2020,4,2020-12-31,4091
E08000002,Bury,All licensed motorcycles,2020,4,2020-12-31,2447
E08000003,Manchester,All licensed motorcycles,2020,4,2020-12-31,2999
E08000004,Oldham,All licensed motorcycles,2020,4,2020-12-31,2632
E08000005,Rochdale,All licensed motorcycles,2020,4,2020-12-31,2696
E08000006,Salford,All licensed motorcycles,2020,4,2020-12-31,2610
E08000007,Stockport,All licensed motorcycles,2020,4,2020-12-31,4134
E08000008,Tameside,All licensed motorcycles,2020,4,2020-12-31,3325
E08000009,Trafford,All licensed motorcycles,2020,4,2020-12-31,2739
E08000010,Wigan,All licensed motorcycles,2020,4,2020-12-31,6413
E08000001,Bolton,All licensed motorcycles,2019,4,2019-12-31,4025
E08000002,Bury,All licensed motorcycles,2019,4,2019-12-31,2410
E08000003,Manchester,All licensed motorcycles,2019,4,2019-12-31,3035
E08000004,Oldham,All licensed motorcycles,2019,4,2019-12-31,2785
E08000005,Rochdale,All licensed motorcycles,2019,4,2019-12-31,2561
E08000006,Salford,All licensed motorcycles,2019,4,2019-12-31,2643
E08000007,Stockport,All licensed motorcycles,2019,4,2019-12-31,4062
E08000008,Tameside,All licensed motorcycles,2019,4,2019-12-31,3300
E08000009,Trafford,All licensed motorcycles,2019,4,2019-12-31,2750
E08000010,Wigan,All licensed motorcycles,2019,4,2019-12-31,6333
E08000001,Bolton,All licensed motorcycles,2018,4,2018-12-31,4107
E08000002,Bury,All licensed motorcycles,2018,4,2018-12-31,2473
E08000003,Manchester,All licensed motorcycles,2018,4,2018-12-31,3224
E08000004,Oldham,All licensed motorcycles,2018,4,2018-12-31,2842
E08000005,Rochdale,All licensed motorcycles,2018,4,2018-12-31,2658
E08000006,Salford,All licensed motorcycles,2018,4,2018-12-31,2689
E08000007,Stockport,All licensed motorcycles,2018,4,2018-12-31,4128
E08000008,Tameside,All licensed motorcycles,2018,4,2018-12-31,3293
E08000009,Trafford,All licensed motorcycles,2018,4,2018-12-31,2715
E08000010,Wigan,All licensed motorcycles,2018,4,2018-12-31,6367
E08000001,Bolton,All licensed motorcycles,2017,4,2017-12-31,4177
E08000002,Bury,All licensed motorcycles,2017,4,2017-12-31,2542
E08000003,Manchester,All licensed motorcycles,2017,4,2017-12-31,3346
E08000004,Oldham,All licensed motorcycles,2017,4,2017-12-31,2870
E08000005,Rochdale,All licensed motorcycles,2017,4,2017-12-31,2644
E08000006,Salford,All licensed motorcycles,2017,4,2017-12-31,2769
E08000007,Stockport,All licensed motorcycles,2017,4,2017-12-31,4011
E08000008,Tameside,All licensed motorcycles,2017,4,2017-12-31,3286
E08000009,Trafford,All licensed motorcycles,2017,4,2017-12-31,2718
E08000010,Wigan,All licensed motorcycles,2017,4,2017-12-31,6398
E08000001,Bolton,All licensed motorcycles,2016,4,2016-12-31,4362
E08000002,Bury,All licensed motorcycles,2016,4,2016-12-31,2514
E08000003,Manchester,All licensed motorcycles,2016,4,2016-12-31,3578
E08000004,Oldham,All licensed motorcycles,2016,4,2016-12-31,2935
E08000005,Rochdale,All licensed motorcycles,2016,4,2016-12-31,2749
E08000006,Salford,All licensed motorcycles,2016,4,2016-12-31,2893
E08000007,Stockport,All licensed motorcycles,2016,4,2016-12-31,4067
E08000008,Tameside,All licensed motorcycles,2016,4,2016-12-31,3438
E08000009,Trafford,All licensed motorcycles,2016,4,2016-12-31,2720
E08000010,Wigan,All licensed motorcycles,2016,4,2016-12-31,6679
E08000001,Bolton,All licensed motorcycles,2015,4,2015-12-31,4290
E08000002,Bury,All licensed motorcycles,2015,4,2015-12-31,2538
E08000003,Manchester,All licensed motorcycles,2015,4,2015-12-31,3525
E08000004,Oldham,All licensed motorcycles,2015,4,2015-12-31,2591
E08000005,Rochdale,All licensed motorcycles,2015,4,2015-12-31,2824
E08000006,Salford,All licensed motorcycles,2015,4,2015-12-31,2831
E08000007,Stockport,All licensed motorcycles,2015,4,2015-12-31,3999
E08000008,Tameside,All licensed motorcycles,2015,4,2015-12-31,3469
E08000009,Trafford,All licensed motorcycles,2015,4,2015-12-31,2795
E08000010,Wigan,All licensed motorcycles,2015,4,2015-12-31,6512
E08000001,Bolton,All licensed motorcycles,2014,4,2014-12-31,4258
E08000002,Bury,All licensed motorcycles,2014,4,2014-12-31,2469
E08000003,Manchester,All licensed motorcycles,2014,4,2014-12-31,3340
E08000004,Oldham,All licensed motorcycles,2014,4,2014-12-31,2578
E08000005,Rochdale,All licensed motorcycles,2014,4,2014-12-31,2700
E08000006,Salford,All licensed motorcycles,2014,4,2014-12-31,2715
E08000007,Stockport,All licensed motorcycles,2014,4,2014-12-31,4038
E08000008,Tameside,All licensed motorcycles,2014,4,2014-12-31,3416
E08000009,Trafford,All licensed motorcycles,2014,4,2014-12-31,2831
E08000010,Wigan,All licensed motorcycles,2014,4,2014-12-31,6333
E08000001,Bolton,All licensed motorcycles,2013,4,2013-12-31,4230
E08000002,Bury,All licensed motorcycles,2013,4,2013-12-31,2445
E08000003,Manchester,All licensed motorcycles,2013,4,2013-12-31,3304
E08000004,Oldham,All licensed motorcycles,2013,4,2013-12-31,2602
E08000005,Rochdale,All licensed motorcycles,2013,4,2013-12-31,2661
E08000006,Salford,All licensed motorcycles,2013,4,2013-12-31,2817
E08000007,Stockport,All licensed motorcycles,2013,4,2013-12-31,3983
E08000008,Tameside,All licensed motorcycles,2013,4,2013-12-31,3470
E08000009,Trafford,All licensed motorcycles,2013,4,2013-12-31,2913
E08000010,Wigan,All licensed motorcycles,2013,4,2013-12-31,6374
E08000001,Bolton,All licensed motorcycles,2012,4,2012-12-31,4245
E08000002,Bury,All licensed motorcycles,2012,4,2012-12-31,2513
E08000003,Manchester,All licensed motorcycles,2012,4,2012-12-31,3231
E08000004,Oldham,All licensed motorcycles,2012,4,2012-12-31,2586
E08000005,Rochdale,All licensed motorcycles,2012,4,2012-12-31,2732
E08000006,Salford,All licensed motorcycles,2012,4,2012-12-31,2715
E08000007,Stockport,All licensed motorcycles,2012,4,2012-12-31,4070
E08000008,Tameside,All licensed motorcycles,2012,4,2012-12-31,3371
E08000009,Trafford,All licensed motorcycles,2012,4,2012-12-31,2823
E08000010,Wigan,All licensed motorcycles,2012,4,2012-12-31,6407
E08000001,Bolton,All licensed motorcycles,2011,4,2011-12-31,4359
E08000002,Bury,All licensed motorcycles,2011,4,2011-12-31,2486
E08000003,Manchester,All licensed motorcycles,2011,4,2011-12-31,3225
E08000004,Oldham,All licensed motorcycles,2011,4,2011-12-31,2588
E08000005,Rochdale,All licensed motorcycles,2011,4,2011-12-31,2682
E08000006,Salford,All licensed motorcycles,2011,4,2011-12-31,2743
E08000007,Stockport,All licensed motorcycles,2011,4,2011-12-31,4141
E08000008,Tameside,All licensed motorcycles,2011,4,2011-12-31,3376
E08000009,Trafford,All licensed motorcycles,2011,4,2011-12-31,2860
E08000010,Wigan,All licensed motorcycles,2011,4,2011-12-31,6504
E08000001,Bolton,All licensed light goods vehicles (LGV),2020,4,2020-12-31,13562
E08000002,Bury,All licensed light goods vehicles (LGV),2020,4,2020-12-31,8379
E08000003,Manchester,All licensed light goods vehicles (LGV),2020,4,2020-12-31,16314
E08000004,Oldham,All licensed light goods vehicles (LGV),2020,4,2020-12-31,9162
E08000005,Rochdale,All licensed light goods vehicles (LGV),2020,4,2020-12-31,9930
E08000006,Salford,All licensed light goods vehicles (LGV),2020,4,2020-12-31,10380
E08000007,Stockport,All licensed light goods vehicles (LGV),2020,4,2020-12-31,84240
E08000008,Tameside,All licensed light goods vehicles (LGV),2020,4,2020-12-31,10954
E08000009,Trafford,All licensed light goods vehicles (LGV),2020,4,2020-12-31,9443
E08000010,Wigan,All licensed light goods vehicles (LGV),2020,4,2020-12-31,18006
E08000001,Bolton,All licensed light goods vehicles (LGV),2019,4,2019-12-31,13468
E08000002,Bury,All licensed light goods vehicles (LGV),2019,4,2019-12-31,8084
E08000003,Manchester,All licensed light goods vehicles (LGV),2019,4,2019-12-31,15398
E08000004,Oldham,All licensed light goods vehicles (LGV),2019,4,2019-12-31,8944
E08000005,Rochdale,All licensed light goods vehicles (LGV),2019,4,2019-12-31,9398
E08000006,Salford,All licensed light goods vehicles (LGV),2019,4,2019-12-31,10296
E08000007,Stockport,All licensed light goods vehicles (LGV),2019,4,2019-12-31,13149
E08000008,Tameside,All licensed light goods vehicles (LGV),2019,4,2019-12-31,11188
E08000009,Trafford,All licensed light goods vehicles (LGV),2019,4,2019-12-31,9478
E08000010,Wigan,All licensed light goods vehicles (LGV),2019,4,2019-12-31,17401
E08000001,Bolton,All licensed light goods vehicles (LGV),2018,4,2018-12-31,12898
E08000002,Bury,All licensed light goods vehicles (LGV),2018,4,2018-12-31,7830
E08000003,Manchester,All licensed light goods vehicles (LGV),2018,4,2018-12-31,15470
E08000004,Oldham,All licensed light goods vehicles (LGV),2018,4,2018-12-31,8837
E08000005,Rochdale,All licensed light goods vehicles (LGV),2018,4,2018-12-31,9036
E08000006,Salford,All licensed light goods vehicles (LGV),2018,4,2018-12-31,10078
E08000007,Stockport,All licensed light goods vehicles (LGV),2018,4,2018-12-31,12846
E08000008,Tameside,All licensed light goods vehicles (LGV),2018,4,2018-12-31,11146
E08000009,Trafford,All licensed light goods vehicles (LGV),2018,4,2018-12-31,9206
E08000010,Wigan,All licensed light goods vehicles (LGV),2018,4,2018-12-31,16558
E08000001,Bolton,All licensed light goods vehicles (LGV),2017,4,2017-12-31,12329
E08000002,Bury,All licensed light goods vehicles (LGV),2017,4,2017-12-31,7577
E08000003,Manchester,All licensed light goods vehicles (LGV),2017,4,2017-12-31,14901
E08000004,Oldham,All licensed light goods vehicles (LGV),2017,4,2017-12-31,8678
E08000005,Rochdale,All licensed light goods vehicles (LGV),2017,4,2017-12-31,8745
E08000006,Salford,All licensed light goods vehicles (LGV),2017,4,2017-12-31,10035
E08000007,Stockport,All licensed light goods vehicles (LGV),2017,4,2017-12-31,12666
E08000008,Tameside,All licensed light goods vehicles (LGV),2017,4,2017-12-31,10916
E08000009,Trafford,All licensed light goods vehicles (LGV),2017,4,2017-12-31,8771
E08000010,Wigan,All licensed light goods vehicles (LGV),2017,4,2017-12-31,15933
E08000001,Bolton,All licensed light goods vehicles (LGV),2016,4,2016-12-31,11916
E08000002,Bury,All licensed light goods vehicles (LGV),2016,4,2016-12-31,7457
E08000003,Manchester,All licensed light goods vehicles (LGV),2016,4,2016-12-31,14895
E08000004,Oldham,All licensed light goods vehicles (LGV),2016,4,2016-12-31,8440
E08000005,Rochdale,All licensed light goods vehicles (LGV),2016,4,2016-12-31,8664
E08000006,Salford,All licensed light goods vehicles (LGV),2016,4,2016-12-31,9526
E08000007,Stockport,All licensed light goods vehicles (LGV),2016,4,2016-12-31,12465
E08000008,Tameside,All licensed light goods vehicles (LGV),2016,4,2016-12-31,10930
E08000009,Trafford,All licensed light goods vehicles (LGV),2016,4,2016-12-31,8836
E08000010,Wigan,All licensed light goods vehicles (LGV),2016,4,2016-12-31,15400
E08000001,Bolton,All licensed light goods vehicles (LGV),2015,4,2015-12-31,11675
E08000002,Bury,All licensed light goods vehicles (LGV),2015,4,2015-12-31,7223
E08000003,Manchester,All licensed light goods vehicles (LGV),2015,4,2015-12-31,13836
E08000004,Oldham,All licensed light goods vehicles (LGV),2015,4,2015-12-31,8080
E08000005,Rochdale,All licensed light goods vehicles (LGV),2015,4,2015-12-31,8324
E08000006,Salford,All licensed light goods vehicles (LGV),2015,4,2015-12-31,9120
E08000007,Stockport,All licensed light goods vehicles (LGV),2015,4,2015-12-31,12096
E08000008,Tameside,All licensed light goods vehicles (LGV),2015,4,2015-12-31,10602
E08000009,Trafford,All licensed light goods vehicles (LGV),2015,4,2015-12-31,12950
E08000010,Wigan,All licensed light goods vehicles (LGV),2015,4,2015-12-31,14673
E08000001,Bolton,All licensed light goods vehicles (LGV),2014,4,2014-12-31,11224
E08000002,Bury,All licensed light goods vehicles (LGV),2014,4,2014-12-31,7054
E08000003,Manchester,All licensed light goods vehicles (LGV),2014,4,2014-12-31,12509
E08000004,Oldham,All licensed light goods vehicles (LGV),2014,4,2014-12-31,7867
E08000005,Rochdale,All licensed light goods vehicles (LGV),2014,4,2014-12-31,8060
E08000006,Salford,All licensed light goods vehicles (LGV),2014,4,2014-12-31,8646
E08000007,Stockport,All licensed light goods vehicles (LGV),2014,4,2014-12-31,11679
E08000008,Tameside,All licensed light goods vehicles (LGV),2014,4,2014-12-31,10316
E08000009,Trafford,All licensed light goods vehicles (LGV),2014,4,2014-12-31,11001
E08000010,Wigan,All licensed light goods vehicles (LGV),2014,4,2014-12-31,13930
E08000001,Bolton,All licensed light goods vehicles (LGV),2013,4,2013-12-31,10944
E08000002,Bury,All licensed light goods vehicles (LGV),2013,4,2013-12-31,6987
E08000003,Manchester,All licensed light goods vehicles (LGV),2013,4,2013-12-31,12426
E08000004,Oldham,All licensed light goods vehicles (LGV),2013,4,2013-12-31,7760
E08000005,Rochdale,All licensed light goods vehicles (LGV),2013,4,2013-12-31,7867
E08000006,Salford,All licensed light goods vehicles (LGV),2013,4,2013-12-31,8286
E08000007,Stockport,All licensed light goods vehicles (LGV),2013,4,2013-12-31,11518
E08000008,Tameside,All licensed light goods vehicles (LGV),2013,4,2013-12-31,10140
E08000009,Trafford,All licensed light goods vehicles (LGV),2013,4,2013-12-31,10687
E08000010,Wigan,All licensed light goods vehicles (LGV),2013,4,2013-12-31,13446
E08000001,Bolton,All licensed light goods vehicles (LGV),2012,4,2012-12-31,10883
E08000002,Bury,All licensed light goods vehicles (LGV),2012,4,2012-12-31,6998
E08000003,Manchester,All licensed light goods vehicles (LGV),2012,4,2012-12-31,12513
E08000004,Oldham,All licensed light goods vehicles (LGV),2012,4,2012-12-31,7791
E08000005,Rochdale,All licensed light goods vehicles (LGV),2012,4,2012-12-31,7939
E08000006,Salford,All licensed light goods vehicles (LGV),2012,4,2012-12-31,8614
E08000007,Stockport,All licensed light goods vehicles (LGV),2012,4,2012-12-31,11213
E08000008,Tameside,All licensed light goods vehicles (LGV),2012,4,2012-12-31,10259
E08000009,Trafford,All licensed light goods vehicles (LGV),2012,4,2012-12-31,9893
E08000010,Wigan,All licensed light goods vehicles (LGV),2012,4,2012-12-31,12942
E08000001,Bolton,All licensed light goods vehicles (LGV),2011,4,2011-12-31,10682
E08000002,Bury,All licensed light goods vehicles (LGV),2011,4,2011-12-31,7012
E08000003,Manchester,All licensed light goods vehicles (LGV),2011,4,2011-12-31,12697
E08000004,Oldham,All licensed light goods vehicles (LGV),2011,4,2011-12-31,7832
E08000005,Rochdale,All licensed light goods vehicles (LGV),2011,4,2011-12-31,7961
E08000006,Salford,All licensed light goods vehicles (LGV),2011,4,2011-12-31,8614
E08000007,Stockport,All licensed light goods vehicles (LGV),2011,4,2011-12-31,11042
E08000008,Tameside,All licensed light goods vehicles (LGV),2011,4,2011-12-31,10320
E08000009,Trafford,All licensed light goods vehicles (LGV),2011,4,2011-12-31,9999
E08000010,Wigan,All licensed light goods vehicles (LGV),2011,4,2011-12-31,12872
E08000001,Bolton,All licensed heavy goods vehicles (HGV),2020,4,2020-12-31,2373
E08000002,Bury,All licensed heavy goods vehicles (HGV),2020,4,2020-12-31,823
E08000003,Manchester,All licensed heavy goods vehicles (HGV),2020,4,2020-12-31,2780
E08000004,Oldham,All licensed heavy goods vehicles (HGV),2020,4,2020-12-31,1051
E08000005,Rochdale,All licensed heavy goods vehicles (HGV),2020,4,2020-12-31,2061
E08000006,Salford,All licensed heavy goods vehicles (HGV),2020,4,2020-12-31,1573
E08000007,Stockport,All licensed heavy goods vehicles (HGV),2020,4,2020-12-31,1367
E08000008,Tameside,All licensed heavy goods vehicles (HGV),2020,4,2020-12-31,7883
E08000009,Trafford,All licensed heavy goods vehicles (HGV),2020,4,2020-12-31,3941
E08000010,Wigan,All licensed heavy goods vehicles (HGV),2020,4,2020-12-31,1933
E08000001,Bolton,All licensed heavy goods vehicles (HGV),2019,4,2019-12-31,2359
E08000002,Bury,All licensed heavy goods vehicles (HGV),2019,4,2019-12-31,844
E08000003,Manchester,All licensed heavy goods vehicles (HGV),2019,4,2019-12-31,2933
E08000004,Oldham,All licensed heavy goods vehicles (HGV),2019,4,2019-12-31,1050
E08000005,Rochdale,All licensed heavy goods vehicles (HGV),2019,4,2019-12-31,2257
E08000006,Salford,All licensed heavy goods vehicles (HGV),2019,4,2019-12-31,1584
E08000007,Stockport,All licensed heavy goods vehicles (HGV),2019,4,2019-12-31,1189
E08000008,Tameside,All licensed heavy goods vehicles (HGV),2019,4,2019-12-31,9370
E08000009,Trafford,All licensed heavy goods vehicles (HGV),2019,4,2019-12-31,4559
E08000010,Wigan,All licensed heavy goods vehicles (HGV),2019,4,2019-12-31,2086
E08000001,Bolton,All licensed heavy goods vehicles (HGV),2018,4,2018-12-31,2374
E08000002,Bury,All licensed heavy goods vehicles (HGV),2018,4,2018-12-31,986
E08000003,Manchester,All licensed heavy goods vehicles (HGV),2018,4,2018-12-31,2872
E08000004,Oldham,All licensed heavy goods vehicles (HGV),2018,4,2018-12-31,1020
E08000005,Rochdale,All licensed heavy goods vehicles (HGV),2018,4,2018-12-31,2291
E08000006,Salford,All licensed heavy goods vehicles (HGV),2018,4,2018-12-31,1587
E08000007,Stockport,All licensed heavy goods vehicles (HGV),2018,4,2018-12-31,1249
E08000008,Tameside,All licensed heavy goods vehicles (HGV),2018,4,2018-12-31,10372
E08000009,Trafford,All licensed heavy goods vehicles (HGV),2018,4,2018-12-31,4545
E08000010,Wigan,All licensed heavy goods vehicles (HGV),2018,4,2018-12-31,2081
E08000001,Bolton,All licensed heavy goods vehicles (HGV),2017,4,2017-12-31,2428
E08000002,Bury,All licensed heavy goods vehicles (HGV),2017,4,2017-12-31,988
E08000003,Manchester,All licensed heavy goods vehicles (HGV),2017,4,2017-12-31,2965
E08000004,Oldham,All licensed heavy goods vehicles (HGV),2017,4,2017-12-31,1012
E08000005,Rochdale,All licensed heavy goods vehicles (HGV),2017,4,2017-12-31,2182
E08000006,Salford,All licensed heavy goods vehicles (HGV),2017,4,2017-12-31,1563
E08000007,Stockport,All licensed heavy goods vehicles (HGV),2017,4,2017-12-31,1263
E08000008,Tameside,All licensed heavy goods vehicles (HGV),2017,4,2017-12-31,10851
E08000009,Trafford,All licensed heavy goods vehicles (HGV),2017,4,2017-12-31,4859
E08000010,Wigan,All licensed heavy goods vehicles (HGV),2017,4,2017-12-31,1862
E08000001,Bolton,All licensed heavy goods vehicles (HGV),2016,4,2016-12-31,2610
E08000002,Bury,All licensed heavy goods vehicles (HGV),2016,4,2016-12-31,985
E08000003,Manchester,All licensed heavy goods vehicles (HGV),2016,4,2016-12-31,3136
E08000004,Oldham,All licensed heavy goods vehicles (HGV),2016,4,2016-12-31,1063
E08000005,Rochdale,All licensed heavy goods vehicles (HGV),2016,4,2016-12-31,2139
E08000006,Salford,All licensed heavy goods vehicles (HGV),2016,4,2016-12-31,1484
E08000007,Stockport,All licensed heavy goods vehicles (HGV),2016,4,2016-12-31,1260
E08000008,Tameside,All licensed heavy goods vehicles (HGV),2016,4,2016-12-31,11208
E08000009,Trafford,All licensed heavy goods vehicles (HGV),2016,4,2016-12-31,4827
E08000010,Wigan,All licensed heavy goods vehicles (HGV),2016,4,2016-12-31,1911
E08000001,Bolton,All licensed heavy goods vehicles (HGV),2015,4,2015-12-31,2403
E08000002,Bury,All licensed heavy goods vehicles (HGV),2015,4,2015-12-31,959
E08000003,Manchester,All licensed heavy goods vehicles (HGV),2015,4,2015-12-31,2907
E08000004,Oldham,All licensed heavy goods vehicles (HGV),2015,4,2015-12-31,1018
E08000005,Rochdale,All licensed heavy goods vehicles (HGV),2015,4,2015-12-31,2085
E08000006,Salford,All licensed heavy goods vehicles (HGV),2015,4,2015-12-31,1415
E08000007,Stockport,All licensed heavy goods vehicles (HGV),2015,4,2015-12-31,1245
E08000008,Tameside,All licensed heavy goods vehicles (HGV),2015,4,2015-12-31,11486
E08000009,Trafford,All licensed heavy goods vehicles (HGV),2015,4,2015-12-31,5320
E08000010,Wigan,All licensed heavy goods vehicles (HGV),2015,4,2015-12-31,1907
E08000001,Bolton,All licensed heavy goods vehicles (HGV),2014,4,2014-12-31,2403
E08000002,Bury,All licensed heavy goods vehicles (HGV),2014,4,2014-12-31,915
E08000003,Manchester,All licensed heavy goods vehicles (HGV),2014,4,2014-12-31,2833
E08000004,Oldham,All licensed heavy goods vehicles (HGV),2014,4,2014-12-31,951
E08000005,Rochdale,All licensed heavy goods vehicles (HGV),2014,4,2014-12-31,2076
E08000006,Salford,All licensed heavy goods vehicles (HGV),2014,4,2014-12-31,1452
E08000007,Stockport,All licensed heavy goods vehicles (HGV),2014,4,2014-12-31,1226
E08000008,Tameside,All licensed heavy goods vehicles (HGV),2014,4,2014-12-31,11710
E08000009,Trafford,All licensed heavy goods vehicles (HGV),2014,4,2014-12-31,5665
E08000010,Wigan,All licensed heavy goods vehicles (HGV),2014,4,2014-12-31,1880
E08000001,Bolton,All licensed heavy goods vehicles (HGV),2013,4,2013-12-31,2472
E08000002,Bury,All licensed heavy goods vehicles (HGV),2013,4,2013-12-31,921
E08000003,Manchester,All licensed heavy goods vehicles (HGV),2013,4,2013-12-31,2711
E08000004,Oldham,All licensed heavy goods vehicles (HGV),2013,4,2013-12-31,1076
