area_code,area_name,category,year,quarter,effective_date,vehicle_count
E08000009,Trafford,All licensed vehicles,2017,4,2017-12-31,129457
E08000009,Trafford,All licensed vehicles,2016,4,2016-12-31,129079
E08000009,Trafford,All licensed vehicles,2015,4,2015-12-31,154848
E08000009,Trafford,All licensed vehicles,2014,4,2014-12-31,152979
E08000009,Trafford,All licensed vehicles,2013,4,2013-12-31,151451
E08000009,Trafford,All licensed vehicles,2012,4,2012-12-31,147906
E08000009,Trafford,All licensed vehicles,2011,4,2011-12-31,148764
E08000009,Trafford,All licensed diesel cars,2020,4,2020-12-31,38803
E08000009,Trafford,All licensed diesel cars,2019,4,2019-12-31,40030
E08000009,Trafford,All licensed diesel cars,2018,4,2018-12-31,40119
E08000009,Trafford,All licensed diesel cars,2017,4,2017-12-31,39790
E08000009,Trafford,All licensed diesel cars,2016,4,2016-12-31,38651
E08000009,Trafford,All licensed diesel cars,2015,4,2015-12-31,56847
E08000009,Trafford,All licensed diesel cars,2014,4,2014-12-31,55575
E08000009,Trafford,All licensed diesel cars,2013,4,2013-12-31,53287
E08000009,Trafford,All licensed diesel cars,2012,4,2012-12-31,49431
E08000009,Trafford,All licensed diesel cars,2011,4,2011-12-31,47407
E08000009,Trafford,All licensed diesel vans,2020,4,2020-12-31,9099
E08000009,Trafford,All licensed diesel vans,2019,4,2019-12-31,9138
E08000009,Trafford,All licensed diesel vans,2018,4,2018-12-31,8890
E08000009,Trafford,All licensed diesel vans,2017,4,2017-12-31,8459
E08000009,Trafford,All licensed diesel vans,2016,4,2016-12-31,8482
E08000009,Trafford,All licensed diesel vans,2015,4,2015-12-31,12591
E08000009,Trafford,All licensed diesel vans,2014,4,2014-12-31,10643
E08000009,Trafford,All licensed diesel vans,2013,4,2013-12-31,10349
E08000009,Trafford,All licensed diesel vans,2012,4,2012-12-31,9526
E08000009,Trafford,All licensed diesel vans,2011,4,2011-12-31,9621
