lsoa11cd,lsoa11nm,lad16nm,total_pop,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
E01033663,Manchester 013E,Manchester,1804,8,7,11,4,3,12,10,7,9,11,9,8,9,4,0,5,3,3,1,4,17,33,47,55,51,129,136,132,126,100,106,83,80,64,62,49,47,40,30,24,17,24,14,21,16,6,9,14,7,7,6,5,9,9,5,2,6,3,4,3,5,3,4,4,3,3,7,3,4,3,3,1,0,5,0,9,10,5,1,0,0,1,0,1,0,0,0,1,0,0,2
E01033684,Manchester 013F,Manchester,1768,5,11,3,6,0,3,1,2,0,0,1,3,1,1,1,0,0,0,1,8,15,24,70,137,171,126,157,122,135,110,113,87,71,66,42,48,45,35,25,14,19,6,10,7,4,12,4,5,6,4,3,3,3,4,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,2,0,1,1,2
E01033688,Manchester 013G,Manchester,1616,25,23,25,23,26,34,22,32,29,28,18,25,19,17,17,18,22,15,21,18,23,18,19,12,21,21,32,29,32,22,40,27,40,31,27,16,29,25,22,23,13,17,18,16,24,28,28,26,32,21,23,18,26,20,20,17,17,13,12,12,10,10,10,10,9,20,8,13,13,15,7,10,11,11,3,5,7,8,17,6,9,7,9,2,3,3,0,0,0,4,9
E01005092,Manchester 015A,Manchester,1770,39,27,36,35,32,39,42,42,34,32,28,30,17,23,25,17,27,15,22,24,20,14,18,21,23,25,33,21,24,27,20,21,27,19,32,23,21,23,16,21,27,29,23,25,24,22,27,22,15,31,27,19,28,28,19,16,16,18,20,15,12,19,11,9,21,13,17,8,9,15,10,10,11,11,9,7,9,4,6,6,8,9,7,6,4,11,0,0,3,5,14
E01005105,Manchester 015C,Manchester,2909,61,77,81,59,61,66,45,51,46,34,33,27,26,15,27,20,28,39,17,35,39,47,42,61,41,100,65,86,81,93,101,60,76,85,86,51,59,38,36,38,47,37,39,28,27,28,25,28,19,15,24,38,26,27,24,25,27,18,24,24,21,17,15,18,13,15,8,18,12,11,7,8,9,4,5,10,6,5,3,3,4,1,3,1,1,2,1,1,0,0,4
E01005106,Manchester 015D,Manchester,2306,50,64,38,55,40,43,40,39,35,43,30,35,19,26,20,22,37,29,25,35,27,24,33,42,34,51,50,49,40,33,22,33,33,37,28,35,43,37,45,30,30,29,36,33,45,19,26,32,40,32,41,30,34,29,22,22,18,18,15,14,18,14,14,13,13,9,14,14,12,13,12,9,17,11,18,20,8,9,3,10,6,4,6,5,2,3,3,3,2,3,2
E01005107,Manchester 015E,Manchester,1832,37,42,50,47,39,31,31,31,26,39,30,35,25,29,21,28,23,28,17,22,25,23,21,29,26,33,26,28,22,22,28,33,32,27,33,24,35,18,26,31,30,20,21,33,26,32,19,21,27,28,25,21,22,27,17,18,16,12,16,17,14,12,16,16,11,12,9,4,12,9,11,2,6,8,4,5,6,4,11,4,3,4,5,3,2,4,0,6,1,1,6
E01033668,Manchester 015F,Manchester,1348,25,13,20,16,21,14,13,11,11,13,9,9,4,10,5,11,8,17,9,8,17,20,31,39,46,55,72,54,60,38,48,48,39,41,41,36,28,28,19,24,20,13,13,20,10,11,13,13,13,16,11,12,3,7,9,9,10,7,3,9,8,7,3,6,5,6,7,3,5,5,3,5,3,2,2,2,0,5,2,1,1,4,2,3,0,0,2,0,0,1,2
E01033669,Manchester 015G,Manchester,1474,23,22,24,17,23,21,21,26,26,18,22,11,19,19,19,14,9,14,11,14,25,23,32,31,31,24,35,23,21,23,22,28,19,19,27,34,28,24,24,21,17,21,20,16,17,20,17,20,22,25,19,17,20,18,16,27,13,13,15,15,8,12,10,19,13,11,7,8,12,14,14,6,10,10,4,8,5,13,6,7,3,5,3,3,3,0,2,0,0,0,3
E01005108,Manchester 017A,Manchester,2799,61,54,54,59,56,54,60,63,71,65,56,52,44,44,31,31,37,29,38,37,37,27,34,39,29,49,53,43,50,44,39,39,33,43,40,48,45,43,41,34,34,32,36,41,32,25,30,35,31,26,34,38,21,26,26,38,30,22,35,22,23,28,20,25,13,23,22,15,29,16,12,16,14,9,10,16,7,12,12,3,6,13,8,4,6,2,2,1,6,0,6
E01005189,Manchester 017D,Manchester,1748,21,33,30,34,33,25,22,26,27,29,23,15,28,20,17,14,14,9,18,18,15,21,18,28,25,27,22,24,20,15,22,21,28,23,18,25,24,29,20,21,31,16,19,17,28,22,19,18,19,27,25,24,21,26,38,18,19,16,14,23,21,20,19,17,21,13,17,21,20,17,10,14,14,10,16,8,15,13,13,15,13,8,3,12,8,6,3,10,3,7,19
E01005190,Manchester 017E,Manchester,2305,38,50,41,39,46,48,44,42,55,36,35,35,38,26,27,29,25,26,28,27,28,18,25,24,20,46,38,23,39,30,39,32,32,40,45,50,38,39,27,29,26,27,40,31,31,32,35,28,27,32,40,30,29,22,24,24,18,16,19,20,20,20,27,18,21,18,19,16,14,21,12,18,7,13,12,11,14,13,13,6,11,3,6,4,2,3,2,4,1,2,6
E01033666,Manchester 017F,Manchester,2791,49,63,38,48,33,53,42,33,41,42,37,44,43,40,43,27,27,28,28,36,17,33,29,28,34,40,38,39,45,38,54,55,39,43,38,50,53,53,50,39,33,34,33,29,26,34,30,38,40,40,35,47,47,41,34,36,39,31,41,30,27,30,33,21,18,27,23,20,21,22,17,17,19,18,20,10,11,15,11,8,10,12,8,7,7,4,5,3,6,4,9
E01005061,Manchester 018A,Manchester,1561,30,26,26,20,29,35,28,29,33,34,27,22,32,28,22,23,24,25,28,24,16,15,12,13,18,25,29,26,23,26,32,18,21,21,18,19,19,23,22,23,35,25,16,20,22,28,27,23,27,19,18,21,18,16,16,19,18,14,14,14,11,6,10,7,9,14,4,11,12,12,7,2,12,8,8,8,5,4,2,8,5,2,8,2,2,0,0,1,0,3,4
E01005062,Manchester 018B,Manchester,3219,26,37,32,24,35,36,32,38,35,40,32,24,17,20,20,47,53,44,62,73,116,169,196,234,223,150,143,102,99,79,77,58,55,45,53,30,33,29,29,24,29,18,27,22,16,16,17,16,18,18,13,17,15,17,15,14,11,14,9,6,19,18,12,10,13,5,6,6,7,12,8,8,9,5,5,5,8,9,8,4,8,4,8,4,1,0,2,1,1,1,13
E01005063,Manchester 018C,Manchester,1969,33,26,37,40,37,48,30,45,42,49,40,30,37,22,24,20,28,33,23,39,28,22,35,41,27,48,35,32,37,34,31,35,30,33,37,35,33,30,29,35,27,31,28,27,22,22,31,26,27,20,25,28,24,20,23,15,16,11,11,14,12,8,6,11,9,5,8,9,5,11,6,10,5,6,7,4,3,4,5,3,2,6,4,4,2,4,1,2,2,3,4
E01005065,Manchester 018D,Manchester,2135,28,31,34,22,46,28,40,37,36,27,36,21,28,28,19,17,20,24,18,18,30,32,51,64,57,76,66,58,38,38,42,31,50,38,36,33,28,34,34,26,31,22,22,25,31,37,28,29,37,30,23,27,23,23,22,15,26,24,18,20,15,8,11,10,12,9,10,11,4,13,10,5,3,5,8,3,8,2,7,9,7,4,4,4,8,3,1,1,1,0,6
E01005066,Manchester 018E,Manchester,993,13,7,13,10,11,13,10,12,15,7,8,4,7,5,8,4,10,19,13,8,19,40,36,28,32,42,28,34,23,32,24,22,23,17,23,16,11,17,13,18,17,16,7,6,15,17,14,14,11,13,11,13,12,8,12,8,8,5,8,8,4,6,6,4,4,2,3,5,4,4,0,1,1,6,3,3,1,2,0,1,0,1,1,0,2,5,0,2,0,1,3
E01005208,Manchester 019A,Manchester,3130,35,34,52,43,44,48,32,37,26,28,35,20,18,22,20,16,20,29,24,92,182,112,88,144,123,121,128,114,110,115,93,91,84,71,71,62,69,44,43,49,29,29,22,24,22,30,35,31,31,29,13,9,10,13,12,12,9,14,8,12,11,5,9,10,12,5,8,8,5,2,5,9,3,3,9,5,3,2,3,5,4,6,3,0,1,2,2,2,0,1,4
E01005209,Manchester 019B,Manchester,3692,44,38,27,41,28,26,28,27,16,25,20,19,11,15,13,26,32,32,199,688,418,258,187,129,109,111,98,82,70,52,54,42,42,33,38,32,32,23,24,33,16,17,18,16,17,24,16,21,15,11,19,15,23,20,11,13,15,16,15,10,11,4,6,14,6,7,8,5,4,7,1,2,8,4,4,7,3,2,10,6,5,3,3,3,1,0,2,1,0,1,4
E01005210,Manchester 019C,Manchester,3759,16,7,11,8,13,10,13,11,13,10,13,11,10,10,13,40,50,49,145,486,566,393,331,324,259,131,71,72,65,37,30,21,28,22,19,20,16,16,17,11,17,9,15,18,14,13,13,15,18,10,12,11,15,14,5,13,8,11,9,8,6,19,9,4,6,4,6,1,6,6,1,1,3,2,2,3,1,2,5,6,0,5,1,1,3,7,2,5,1,2,3
E01005214,Manchester 019D,Manchester,2558,26,28,38,18,38,31,34,29,30,28,17,20,21,17,21,30,24,18,25,24,56,57,99,95,114,93,105,99,92,72,84,82,82,65,70,57,51,44,46,28,34,31,35,30,24,33,31,26,22,26,26,22,19,22,18,19,16,12,11,12,5,11,3,6,4,3,2,1,3,6,5,4,3,4,2,2,1,0,0,1,3,4,1,0,0,0,1,0,2,0,4
E01005067,Manchester 020A,Manchester,1436,25,28,25,24,25,29,27,26,17,22,20,27,27,20,12,21,18,12,10,19,9,12,14,20,15,21,31,27,37,23,25,18,28,23,24,19,26,17,16,13,12,13,17,19,23,21,23,22,11,28,19,21,19,27,23,17,18,18,21,16,4,10,9,9,9,11,9,6,5,9,8,11,15,5,6,7,5,4,7,3,7,7,2,3,7,5,4,0,3,2,4
E01005186,Manchester 020B,Manchester,2649,68,43,61,42,55,54,52,37,44,40,37,32,35,27,35,20,24,27,28,22,22,27,24,29,27,52,50,44,38,36,57,47,48,38,45,40,43,49,38,35,36,41,44,31,27,37,44,36,27,48,30,35,33,27,25,42,29,28,28,30,20,25,19,17,8,13,16,18,18,10,16,18,9,14,15,14,11,10,11,7,12,9,11,13,14,4,5,7,3,4,28
E01005232,Manchester 020C,Manchester,1919,37,42,29,30,35,30,24,28,29,32,25,33,36,22,32,22,38,22,24,30,29,20,28,28,36,35,41,41,39,31,45,28,30,32,38,23,38,30,30,23,21,31,23,16,23,24,18,21,29,27,28,23,19,16,20,20,12,13,17,16,21,12,16,8,10,12,13,9,19,10,6,11,8,5,9,11,8,3,9,10,7,7,5,4,6,1,2,4,3,2,6
E01005235,Manchester 020D,Manchester,1889,33,38,28,29,39,41,40,38,39,38,25,27,37,27,22,33,25,22,25,32,21,23,23,19,26,26,20,31,33,27,32,39,33,32,37,36,21,30,33,22,16,31,17,32,26,25,29,23,25,27,20,24,28,16,17,21,14,22,20,17,12,21,8,12,7,6,8,14,9,11,6,5,7,7,7,9,10,9,7,7,9,7,6,6,3,5,3,6,7,0,3
E01005239,Manchester 020E,Manchester,1816,34,39,28,41,37,32,37,35,33,44,36,39,31,46,33,21,24,28,27,38,22,15,23,15,21,26,32,31,29,24,31,29,33,31,33,35,30,35,27,24,17,23,28,17,22,19,22,31,23,18,19,20,20,21,18,19,16,14,14,12,16,10,17,13,14,7,8,10,5,13,4,7,5,3,3,3,11,3,7,2,6,7,4,3,2,2,2,0,2,1,4
E01005187,Manchester 021A,Manchester,2227,60,60,56,61,63,55,53,43,44,61,32,38,34,23,20,20,33,26,28,26,21,21,24,30,23,48,41,45,44,40,34,42,28,32,28,35,34,34,34,33,36,29,33,29,28,31,19,33,30,28,27,22,23,23,14,22,13,22,17,18,16,13,13,11,13,7,7,7,21,11,8,6,5,11,5,7,2,9,8,3,6,9,3,7,5,0,2,2,1,0,5
E01005188,Manchester 021B,Manchester,1793,23,29,25,26,18,41,45,42,37,28,21,21,20,16,21,24,25,25,22,18,25,16,23,28,20,33,32,21,31,18,25,15,25,25,30,23,22,20,12,19,16,29,17,19,13,26,24,37,28,34,14,23,28,22,18,26,15,28,23,17,16,18,19,15,15,15,15,20,16,24,12,10,9,13,6,7,14,13,8,5,9,10,12,7,10,6,6,3,2,2,9
E01005191,Manchester 021C,Manchester,1808,35,36,37,30,35,40,38,33,34,26,34,22,30,22,10,18,23,25,18,11,24,11,22,29,30,27,40,34,34,29,29,35,24,28,21,30,40,33,39,20,14,23,24,24,19,19,18,26,20,20,19,16,19,17,21,20,14,12,13,8,11,11,11,19,19,24,16,15,25,17,9,10,16,13,7,17,11,5,13,8,4,4,0,2,3,4,2,3,4,1,2
E01005192,Manchester 021D,Manchester,1696,25,26,25,29,24,25,18,17,18,17,23,17,21,15,18,17,22,23,20,18,24,22,22,17,22,30,31,34,25,28,40,24,20,19,13,18,31,31,30,21,27,18,25,21,33,31,25,21,31,28,35,34,36,40,30,27,16,15,19,16,12,18,16,12,14,15,10,11,4,16,12,8,9,8,15,6,10,9,9,7,3,1,1,4,3,2,2,1,2,3,5
E01005193,Manchester 021E,Manchester,1810,24,37,31,41,36,26,30,29,23,19,25,15,21,17,27,15,16,21,20,17,29,18,22,28,31,36,26,38,28,32,39,45,33,31,32,27,27,31,23,21,31,26,23,24,27,20,24,24,26,34,20,22,23,21,20,26,20,19,8,13,11,15,21,21,11,17,14,9,14,11,10,9,16,14,5,11,6,3,9,4,5,2,4,2,1,5,4,1,0,5,12
E01005230,Manchester 022B,Manchester,2168,42,26,29,22,30,16,26,18,26,13,18,17,17,21,14,22,18,18,17,32,118,108,96,95,103,60,79,57,54,44,54,34,50,43,36,41,40,30,34,23,26,23,18,28,20,24,18,17,16,23,21,19,14,17,22,17,12,15,11,12,6,13,12,10,9,8,8,8,5,4,6,4,2,4,2,9,7,6,3,4,5,4,2,1,1,1,3,1,2,0,4
E01005231,Manchester 022C,Manchester,3005,16,17,13,14,8,14,10,11,8,8,5,9,5,2,6,21,29,18,122,454,407,302,240,201,157,79,67,58,57,53,39,34,31,34,30,30,35,29,21,20,10,11,11,10,7,14,11,10,13,13,2,12,5,8,7,5,6,3,2,7,12,7,13,4,6,5,7,3,5,6,5,4,7,5,2,5,5,2,3,1,3,1,1,1,3,1,0,0,0,2,5
E01005236,Manchester 022D,Manchester,2106,30,33,30,30,36,27,39,25,22,25,27,29,26,23,17,26,31,38,18,28,79,88,112,81,78,56,51,58,57,44,41,39,39,34,33,28,33,29,26,27,29,27,26,23,21,28,26,14,17,31,14,13,10,21,17,7,8,9,11,10,11,7,10,8,7,13,6,5,6,5,3,6,2,4,4,3,8,8,3,4,2,6,5,3,1,3,3,0,1,0,4
E01005237,Manchester 022E,Manchester,1960,30,33,35,23,40,36,38,38,28,40,34,37,32,31,29,32,40,41,18,12,29,29,31,37,30,31,32,43,32,35,35,41,32,42,37,42,39,30,31,35,24,18,28,22,32,21,27,30,21,29,19,16,18,15,19,16,19,15,18,16,14,16,18,14,16,7,7,4,4,2,8,8,5,5,3,8,6,4,6,10,6,3,8,4,4,1,0,0,0,1,5
E01033652,Manchester 022F,Manchester,1816,14,12,16,14,11,10,13,10,5,6,8,15,10,7,9,31,15,32,59,160,192,153,143,114,102,76,58,40,25,27,23,18,14,15,19,11,9,15,9,8,10,10,5,10,8,6,10,8,9,10,12,16,12,9,12,7,8,4,6,12,5,2,3,4,1,2,2,4,6,5,3,4,4,1,3,0,1,1,3,5,3,1,2,3,4,4,3,2,0,2,21
E01033657,Manchester 022G,Manchester,1746,11,7,9,11,6,12,14,9,12,17,13,13,15,11,16,29,42,29,28,29,187,200,174,138,124,42,25,32,23,14,21,18,17,19,20,6,14,13,11,7,14,10,11,12,12,7,4,11,11,10,9,13,8,10,6,12,5,8,7,7,7,4,4,3,6,7,2,8,6,3,9,5,0,4,7,3,7,2,5,7,3,4,0,3,2,1,1,2,0,2,4
E01005195,Manchester 023A,Manchester,2143,50,46,43,58,46,41,37,34,39,33,45,29,34,36,38,29,32,27,29,35,23,22,21,26,22,31,28,33,24,29,43,43,26,35,32,34,33,41,36,31,33,24,25,26,38,28,37,30,19,29,25,25,28,30,26,20,20,15,18,13,17,11,18,14,12,6,9,12,9,6,8,9,9,10,13,7,4,11,6,9,3,12,6,7,4,9,5,4,0,3,7
E01005196,Manchester 023B,Manchester,2873,58,71,84,66,71,55,66,74,62,54,55,45,46,54,31,47,46,46,42,36,28,20,30,40,27,34,36,41,54,46,49,60,54,57,50,64,69,54,58,48,34,33,34,42,32,26,42,36,46,22,30,28,22,18,23,32,29,18,23,21,12,11,16,17,13,18,13,13,14,11,9,8,7,11,5,8,5,7,12,8,3,0,0,5,3,4,2,3,3,0,13
E01005197,Manchester 023C,Manchester,1621,33,27,27,37,21,14,16,22,13,16,26,20,20,13,15,20,30,23,23,29,26,26,13,25,20,27,27,32,36,20,18,24,24,21,19,30,16,19,16,21,20,26,20,16,19,31,26,26,17,29,24,22,20,25,14,21,14,19,14,14,18,20,13,20,11,15,13,15,9,12,14,11,7,6,8,8,9,9,7,6,12,9,7,8,9,4,4,2,3,1,9
E01005198,Manchester 023D,Manchester,1910,39,36,32,33,38,29,36,37,46,45,30,37,18,32,26,19,27,26,24,32,17,16,26,20,21,34,31,29,23,24,40,25,35,28,36,25,29,25,26,25,29,25,17,28,27,23,22,25,22,38,20,21,19,20,19,22,23,16,17,14,15,18,12,11,15,8,15,19,15,13,12,13,8,12,8,9,10,11,6,8,7,4,3,2,3,11,5,2,2,1,8
E01005201,Manchester 023E,Manchester,2284,57,63,73,53,61,48,47,42,31,37,50,32,37,36,35,21,24,28,25,33,33,32,27,32,35,58,49,45,48,43,55,39,42,37,43,55,41,47,52,36,25,25,25,25,21,31,30,28,26,25,21,26,19,27,16,21,11,14,13,6,17,11,16,6,6,5,16,7,6,5,5,9,4,3,4,1,7,5,2,3,3,4,2,6,5,0,0,2,2,0,5
E01005240,Manchester 024A,Manchester,3148,75,86,68,97,67,79,61,69,50,62,60,43,48,48,36,62,50,51,61,55,48,41,46,43,46,63,55,64,65,49,75,66,62,61,69,41,51,48,39,38,45,36,34,47,43,40,44,34,42,34,24,24,21,28,18,17,18,18,9,13,13,18,11,13,8,9,16,8,7,8,5,10,12,8,10,10,13,15,9,8,11,9,9,3,4,1,0,4,4,1,4
E01005243,Manchester 024B,Manchester,2572,37,50,40,42,47,52,40,44,40,44,47,40,41,44,42,26,30,31,37,39,41,27,31,40,39,78,52,54,58,61,63,49,44,38,41,45,39,28,26,34,34,29,25,25,36,29,28,35,29,29,31,29,32,25,24,21,22,27,20,19,19,21,11,12,15,13,14,10,10,13,8,11,10,19,13,11,15,10,12,10,12,14,9,4,5,2,3,2,3,2,9
E01005245,Manchester 024C,Manchester,2437,37,33,44,38,37,41,53,41,42,43,50,59,53,44,49,43,52,50,34,48,50,41,49,41,33,34,44,31,30,27,43,46,48,31,32,29,26,22,20,20,26,31,15,26,28,31,37,28,31,24,35,29,32,33,26,18,26,18,20,20,10,14,19,16,14,12,12,8,8,11,12,15,5,15,16,9,11,5,18,11,8,10,8,9,9,9,3,9,4,1,4
E01005246,Manchester 024D,Manchester,2403,57,57,40,55,76,59,59,66,59,60,60,52,47,55,46,29,38,37,41,43,37,33,32,32,36,35,49,42,38,38,29,48,38,34,26,34,35,33,26,21,33,30,38,19,22,28,25,26,25,18,25,24,25,28,13,19,19,14,16,22,3,7,11,7,5,11,11,8,7,8,3,8,9,6,7,6,6,11,10,10,8,6,5,4,9,2,4,3,2,0,5
E01005241,Manchester 025A,Manchester,2926,63,65,70,56,71,55,52,61,43,66,31,44,19,25,21,21,23,28,23,15,74,58,55,90,88,77,81,69,72,75,68,70,91,79,72,70,74,56,50,52,30,32,34,29,25,27,25,26,26,25,22,21,15,19,12,17,15,18,15,12,10,15,14,12,16,8,11,11,8,7,5,11,5,11,6,5,8,3,5,5,7,3,5,2,2,4,4,1,1,0,3
E01005242,Manchester 025B,Manchester,2846,59,102,82,69,79,74,55,49,52,47,51,37,35,34,28,37,25,31,29,40,63,51,51,55,65,64,65,82,61,64,59,89,71,57,53,53,50,37,36,43,32,34,37,29,29,27,29,25,23,32,26,17,22,25,18,19,15,8,9,12,12,17,9,9,11,10,9,9,6,6,8,8,9,10,9,6,5,5,5,3,2,8,3,5,2,1,0,5,0,0,2
E01005244,Manchester 025C,Manchester,3410,24,23,26,28,23,28,26,24,19,18,15,16,17,15,23,44,37,58,46,101,249,297,342,312,215,118,111,95,92,74,56,47,45,39,28,37,27,24,34,28,19,21,19,21,13,25,20,21,13,17,18,23,14,16,15,12,11,12,9,11,12,6,8,13,9,6,8,6,10,6,5,6,7,8,5,4,8,8,2,7,9,5,5,9,1,7,6,3,1,4,5
E01005285,Manchester 025D,Manchester,1279,22,23,15,27,20,18,22,20,22,17,19,16,18,12,19,23,17,12,21,27,36,34,53,30,39,37,22,26,28,25,21,28,18,22,18,21,22,26,20,22,8,17,12,11,11,13,8,14,17,16,8,11,8,9,9,8,12,14,5,9,6,5,8,7,5,4,10,3,6,3,5,3,5,4,4,6,9,6,6,4,1,1,4,0,2,1,0,0,0,0,3
E01005288,Manchester 025E,Manchester,1774,36,26,28,15,19,17,19,19,17,19,22,18,21,12,17,17,19,16,24,18,67,90,103,79,70,58,49,60,63,54,48,45,28,27,32,29,28,18,19,22,27,23,20,17,19,17,19,12,16,16,12,12,8,12,8,7,7,8,8,6,7,4,2,2,4,5,6,3,3,11,4,6,6,1,3,2,7,3,4,1,4,6,6,0,0,1,3,3,1,1,3
E01005280,Manchester 026A,Manchester,2068,30,35,27,34,39,29,36,35,28,48,44,42,38,42,29,63,28,39,27,24,42,43,45,49,44,42,39,35,27,25,23,32,27,27,32,21,24,24,25,20,29,30,27,23,30,31,21,31,30,21,22,20,15,21,23,23,29,14,19,12,11,17,13,14,13,10,8,8,14,16,8,11,6,3,5,13,9,9,5,8,8,5,4,3,4,0,1,2,1,0,5
E01005281,Manchester 026B,Manchester,2114,10,5,7,5,9,8,8,5,5,5,1,3,1,3,2,5,9,12,116,452,288,181,140,75,65,49,32,45,18,18,16,24,22,23,16,14,12,13,11,11,7,11,4,6,8,15,9,8,9,10,12,10,11,11,10,9,14,15,8,14,12,9,10,7,7,7,7,10,8,4,7,2,4,8,11,2,6,4,3,0,5,4,2,1,6,6,4,2,1,4,6
E01005284,Manchester 026C,Manchester,4117,25,18,30,24,14,15,10,14,9,7,11,11,9,5,8,18,35,41,168,606,470,405,329,315,308,144,103,90,60,66,71,52,38,38,53,41,34,26,17,21,21,16,18,14,10,15,12,12,7,8,12,9,13,15,12,8,8,12,7,7,13,6,8,7,12,6,6,4,7,4,3,3,8,1,3,11,3,2,1,4,1,0,2,2,0,1,0,0,1,0,3
E01005286,Manchester 026D,Manchester,2298,11,18,19,15,13,20,8,16,14,14,7,10,12,7,16,28,19,34,72,131,198,191,153,131,109,83,63,49,60,40,39,41,38,42,35,28,22,25,25,20,16,16,9,24,13,13,11,16,16,15,13,15,14,12,11,11,10,15,12,12,14,14,10,8,10,6,10,10,8,7,3,5,4,0,2,0,1,0,3,1,4,4,3,2,1,1,2,2,5,5,3
E01005287,Manchester 026E,Manchester,2266,32,22,27,37,37,42,36,45,38,41,40,37,35,36,25,65,42,50,31,29,44,63,45,52,43,46,47,38,26,29,32,30,32,27,27,21,37,42,37,39,29,31,25,24,22,28,33,27,21,34,29,16,20,17,14,21,17,27,17,18,23,22,14,21,14,11,8,7,6,5,11,9,13,12,10,7,10,7,10,8,6,9,11,8,7,3,5,6,3,1,5
E01005194,Manchester 027A,Manchester,2844,65,65,74,55,77,45,53,53,43,47,60,40,47,43,42,34,40,29,46,34,31,36,32,27,38,52,64,49,60,60,64,51,48,52,40,48,60,45,51,52,40,39,46,38,38,47,41,44,37,27,21,27,26,22,27,18,27,14,21,20,21,11,13,11,9,14,12,20,17,12,8,8,11,6,12,8,10,7,7,7,8,8,2,2,1,7,5,6,1,2,6
E01005199,Manchester 027B,Manchester,2443,64,51,56,61,48,45,57,51,51,39,51,34,39,28,29,26,28,32,23,23,21,14,29,30,27,48,48,51,37,47,37,59,53,48,51,43,51,42,52,43,38,33,49,25,37,35,40,34,34,42,16,32,16,19,34,19,14,18,12,10,12,9,13,9,20,6,11,13,11,11,12,9,11,10,6,2,4,8,10,6,2,5,6,0,2,1,2,1,1,0,6
E01005200,Manchester 027C,Manchester,2130,47,48,42,37,43,32,35,35,26,31,29,34,20,23,23,28,32,27,28,16,14,25,21,14,29,34,44,49,40,47,41,39,45,45,51,34,35,49,37,28,31,37,21,35,25,22,28,34,36,24,22,21,19,19,23,18,13,15,17,15,21,18,9,15,17,13,20,7,15,19,15,4,7,10,6,16,10,3,7,6,10,6,4,3,0,10,11,5,6,1,4
E01005233,Manchester 027D,Manchester,2507,59,50,57,58,53,59,56,66,67,51,46,35,32,36,39,31,31,32,24,28,25,31,30,37,33,55,59,55,65,56,48,48,44,45,50,40,43,49,36,34,37,31,36,33,36,32,43,34,20,35,25,21,19,17,23,22,17,12,13,17,15,10,12,16,12,6,6,4,4,7,6,12,2,6,11,6,8,5,4,4,2,3,3,6,8,1,1,1,2,0,8
E01005234,Manchester 027E,Manchester,2215,49,46,40,49,37,43,44,40,39,36,50,40,52,37,26,34,37,23,31,25,35,23,31,35,23,34,54,46,44,38,47,43,50,38,43,37,39,38,33,34,31,31,35,27,21,18,20,23,24,14,34,31,20,27,26,15,16,19,15,12,8,12,12,12,11,17,13,13,13,12,5,3,5,7,6,8,8,7,4,4,2,4,4,4,5,2,1,0,1,0,10
E01005238,Manchester 027F,Manchester,2203,53,40,60,43,32,46,43,43,49,51,42,37,32,35,46,38,47,35,32,34,22,31,29,32,39,50,50,46,46,30,40,42,34,38,36,29,44,38,37,27,33,18,42,28,35,34,31,30,21,16,28,19,25,17,22,12,17,10,5,12,11,9,10,9,8,11,9,8,5,10,1,1,5,3,5,6,2,8,3,10,7,5,4,2,3,4,4,0,1,3,3
E01005297,Manchester 028A,Manchester,2560,34,42,40,44,27,34,38,31,36,23,27,39,31,41,40,27,27,31,29,28,38,38,34,28,47,82,59,79,65,65,60,64,53,51,62,57,53,46,51,41,42,32,28,32,39,35,33,32,38,31,30,32,27,25,26,22,25,23,21,22,12,25,14,11,11,12,6,9,7,6,7,6,8,9,6,7,7,8,8,2,4,4,5,1,7,2,2,3,1,2,11
E01005298,Manchester 028B,Manchester,1847,30,30,32,20,21,24,24,18,23,21,35,26,31,32,36,28,29,21,27,29,26,19,18,28,21,48,42,35,43,36,36,45,44,35,34,34,41,40,28,34,30,18,38,28,35,26,24,28,28,19,21,24,18,17,15,13,9,15,12,11,19,19,8,14,10,11,8,4,6,3,7,4,5,5,4,6,4,4,6,4,6,4,7,3,2,5,2,2,1,3,8
E01005302,Manchester 028C,Manchester,2035,33,34,20,22,21,23,20,16,15,17,20,11,11,14,13,7,8,12,21,10,22,19,34,31,35,69,60,67,64,62,53,51,48,55,46,60,43,50,37,37,28,36,38,35,29,31,29,30,26,24,21,25,28,27,20,16,18,16,20,21,18,15,18,11,9,8,6,11,6,8,5,3,7,2,6,2,5,6,5,4,7,4,6,4,4,2,5,2,6,4,27
E01033680,Manchester 028E,Manchester,1361,17,14,13,16,18,17,12,19,16,6,13,9,17,7,7,12,6,10,5,4,15,16,23,25,23,34,45,41,54,45,46,53,49,51,49,37,45,31,29,29,19,18,25,14,12,17,22,17,14,16,19,16,17,17,13,4,5,8,10,5,11,11,5,7,5,7,3,5,1,1,4,2,1,3,2,2,3,3,2,2,0,3,0,1,3,3,0,3,0,0,2
