lsoa11cd,lsoa11nm,lad16nm,total_pop,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
E01005694,Salford 012C,Salford,1703,23,20,19,20,16,22,24,17,34,19,25,30,27,26,25,20,19,19,21,16,11,21,15,13,17,24,22,18,24,22,21,19,24,23,23,35,13,35,30,15,21,28,29,16,28,28,16,23,23,23,22,22,30,23,28,34,31,27,33,24,15,18,28,18,12,17,12,17,14,17,9,17,9,13,7,7,14,9,6,8,6,10,8,5,6,4,3,2,5,0,11
E01005696,Salford 012D,Salford,1559,35,25,20,21,30,24,20,16,14,16,12,19,20,13,19,17,22,17,17,10,7,14,13,14,16,21,29,16,17,28,20,22,22,24,22,31,21,30,21,25,20,20,21,31,15,19,16,19,23,20,22,20,21,26,28,21,25,23,25,21,19,15,14,13,23,15,7,14,11,21,16,10,10,10,9,10,5,10,11,9,8,10,7,1,5,6,9,6,7,1,11
E01005698,Salford 012E,Salford,1772,32,33,30,27,31,29,27,25,29,19,15,21,18,11,11,14,19,28,30,21,25,20,15,13,23,34,30,34,21,25,25,21,29,22,24,26,16,29,22,11,20,26,19,29,30,29,30,22,25,24,29,21,15,26,23,24,20,23,13,14,21,22,10,14,18,25,15,20,18,17,14,13,9,12,13,15,7,5,11,6,15,12,7,9,8,5,4,6,5,6,13
E01005700,Salford 012F,Salford,1618,28,20,19,18,21,28,25,23,20,26,22,15,19,14,13,12,17,17,13,25,11,8,14,12,12,26,24,26,16,34,20,24,19,20,26,23,27,25,18,27,26,16,17,18,28,30,18,22,29,25,15,24,26,24,23,19,24,29,20,26,16,19,14,21,16,15,11,16,15,25,9,14,10,11,12,14,9,13,13,8,5,5,6,5,6,3,4,10,9,6,12
E01005716,Salford 013A,Salford,1754,15,24,19,17,15,21,23,19,15,27,9,19,20,17,20,16,19,19,22,24,19,19,24,21,23,22,27,21,13,12,17,14,15,24,24,15,16,26,22,17,17,15,25,19,20,27,19,35,28,28,26,55,37,38,26,28,29,40,14,32,32,16,17,29,22,26,20,24,24,27,13,24,18,15,12,14,15,8,13,9,11,9,3,2,2,3,3,2,4,5,3
E01005717,Salford 013B,Salford,1561,19,16,26,19,22,24,21,18,28,27,27,19,23,29,19,26,18,25,24,12,17,15,16,11,15,15,11,16,8,11,14,9,13,16,15,22,23,27,23,33,26,32,26,27,24,27,33,34,30,21,28,27,38,25,43,28,24,17,23,16,21,17,14,17,9,9,15,16,19,22,9,8,6,7,0,4,2,5,5,3,6,1,3,2,2,6,2,2,4,2,2
E01005734,Salford 013C,Salford,1358,19,20,12,10,19,13,7,10,8,10,17,14,14,9,21,15,17,13,17,13,5,17,11,11,11,22,18,15,16,31,22,25,15,20,19,25,14,22,14,12,14,9,20,19,15,21,22,18,17,25,17,18,21,25,17,15,22,14,23,17,9,12,17,16,12,10,27,23,19,28,14,15,18,10,12,11,7,10,11,9,7,5,4,5,5,6,6,5,1,1,31
E01005735,Salford 013D,Salford,1378,10,12,12,20,16,8,20,18,15,17,21,12,23,20,16,21,13,16,11,16,14,10,5,13,13,12,10,8,13,17,12,15,17,14,13,17,16,18,18,16,20,8,21,19,21,22,16,10,19,21,16,16,31,11,17,24,26,19,18,30,25,22,23,27,19,20,15,18,26,27,18,19,18,10,11,11,11,6,9,14,5,8,10,7,4,2,6,3,3,0,8
E01005736,Salford 013E,Salford,1401,23,16,11,15,18,18,17,15,13,18,12,13,12,10,7,6,13,14,13,11,7,9,9,10,17,12,14,19,18,15,27,18,14,16,15,13,17,15,18,22,14,14,18,20,21,22,20,26,23,19,17,19,12,22,15,23,16,15,17,20,21,14,15,27,26,20,19,16,24,33,16,23,24,18,17,12,15,16,14,15,13,9,7,3,2,5,3,1,1,3,16
E01005737,Salford 013F,Salford,1511,16,18,16,14,17,16,20,16,20,23,14,20,22,20,16,20,10,13,22,8,15,15,14,21,10,11,8,4,4,4,14,8,15,9,12,12,27,19,11,14,21,14,23,14,25,23,29,25,26,31,23,29,27,18,22,21,23,32,37,24,16,17,26,21,27,28,29,19,13,30,14,17,15,13,7,12,6,18,13,13,6,11,7,9,9,6,7,5,4,5,13
E01005739,Salford 013G,Salford,1514,30,15,30,19,17,24,20,20,19,18,16,16,16,18,17,12,22,19,21,14,14,10,13,12,11,17,6,15,17,15,23,15,12,22,17,7,16,19,17,22,25,24,26,26,31,25,29,36,29,32,25,28,23,32,30,18,27,19,15,27,11,15,15,14,19,14,14,16,12,26,16,20,10,7,12,6,9,5,8,3,5,5,5,5,7,5,6,2,3,4,5
E01005695,Salford 014A,Salford,1524,17,8,28,14,25,18,19,15,21,19,22,24,19,17,12,12,18,19,21,18,12,10,7,8,12,8,17,13,8,10,9,13,12,9,12,21,22,20,24,21,22,20,28,24,25,29,21,31,24,32,22,27,22,27,23,19,18,21,22,16,18,22,21,18,16,15,16,20,21,21,14,23,17,15,13,10,15,16,12,8,14,5,8,6,7,11,6,8,3,0,18
E01005697,Salford 014B,Salford,1470,11,19,18,12,12,27,18,19,15,15,15,22,16,17,17,9,14,17,19,11,7,10,12,6,14,14,10,13,17,21,15,20,13,15,15,18,17,21,13,17,28,25,21,26,29,21,25,23,24,19,26,18,25,20,25,25,16,18,16,18,22,15,17,15,8,21,19,18,20,20,12,19,18,12,14,11,11,13,16,14,10,12,13,7,8,10,6,8,3,4,15
E01005738,Salford 014C,Salford,1936,31,27,15,37,24,19,11,17,18,15,20,12,19,16,17,18,10,26,22,7,16,9,12,11,12,21,14,16,17,21,30,29,43,37,44,24,27,21,27,17,25,24,23,30,30,29,30,31,33,16,28,41,24,42,31,16,19,20,13,25,26,16,14,22,24,23,22,28,30,27,16,19,17,13,23,18,17,16,15,16,14,17,16,13,20,7,14,12,2,9,51
E01005740,Salford 014D,Salford,1642,30,12,20,25,15,24,23,19,18,22,23,17,15,17,15,13,13,10,9,9,9,10,9,8,20,15,21,18,14,14,14,17,19,22,21,23,30,30,22,28,15,25,19,26,30,28,31,24,25,29,17,25,22,22,19,21,15,19,18,12,11,15,19,14,18,22,18,20,24,30,24,22,14,19,20,20,14,10,11,15,19,10,9,8,14,8,10,4,4,6,35
E01005741,Salford 014E,Salford,1643,18,15,14,19,16,16,19,21,23,24,16,13,22,14,20,19,20,13,22,12,4,9,10,9,13,17,16,15,24,19,13,19,15,21,16,21,19,11,16,14,27,17,20,28,28,30,26,27,29,25,32,31,29,23,28,29,26,33,20,14,15,16,15,18,8,19,14,20,22,24,19,17,18,18,22,8,17,25,23,17,20,11,8,10,15,9,7,4,5,6,14
E01005742,Salford 014F,Salford,1585,20,26,27,15,25,27,18,18,19,24,13,19,21,14,22,21,12,19,19,19,15,11,16,19,16,17,15,27,22,27,21,25,21,30,18,20,23,27,20,17,8,17,18,29,29,26,24,35,33,22,21,25,29,17,20,7,17,26,20,14,14,12,8,19,9,18,12,19,14,30,11,18,13,13,21,15,6,9,10,13,13,13,8,0,7,3,2,1,2,3,7
E01005625,Salford 015A,Salford,1329,18,15,11,18,15,24,15,19,11,17,16,9,10,9,10,14,9,14,9,11,12,14,20,9,17,20,17,15,18,26,20,14,14,22,17,14,13,17,18,10,16,13,9,22,18,16,12,16,21,14,22,19,26,29,21,26,19,21,28,24,19,19,11,16,13,13,12,17,11,13,13,16,13,14,15,10,8,9,12,10,14,11,9,10,7,1,4,1,3,3,9
E01005627,Salford 015B,Salford,1156,11,13,14,12,10,18,16,10,8,13,6,10,9,9,6,12,11,18,11,15,14,10,11,14,14,12,11,10,15,12,12,18,18,24,17,19,15,12,15,7,19,19,3,16,11,20,15,16,16,26,17,11,22,14,17,18,24,21,16,20,12,13,22,16,19,8,13,11,16,14,9,7,3,15,13,11,8,13,10,6,9,6,3,8,8,3,5,5,1,5,11
E01005699,Salford 015C,Salford,1728,20,21,21,20,17,25,22,20,20,26,31,19,21,22,24,11,19,18,22,18,17,12,13,21,20,16,22,13,20,18,26,18,23,21,32,32,24,25,21,22,22,15,18,15,24,31,23,27,24,17,28,28,22,27,32,26,20,21,24,28,23,15,18,14,18,16,21,28,26,34,16,11,24,16,16,12,11,10,6,10,10,15,6,7,7,9,4,4,0,5,11
E01005701,Salford 015D,Salford,1746,18,25,18,16,17,17,22,19,20,22,18,18,18,16,20,24,15,23,22,21,19,20,20,21,20,22,16,10,24,16,24,16,12,24,16,24,17,18,19,26,27,29,21,14,30,28,31,37,23,25,29,32,28,25,21,25,13,26,22,20,15,19,20,17,13,25,19,20,19,37,21,23,19,23,16,12,10,17,15,12,9,9,10,7,4,6,8,13,4,2,23
E01005609,Salford 016A,Salford,2758,51,48,52,50,42,35,30,34,27,35,47,28,34,28,31,25,36,23,33,29,29,39,37,63,56,66,67,80,57,83,94,73,85,104,81,63,56,46,41,34,34,37,31,26,24,37,36,30,28,37,27,24,19,23,23,19,20,16,16,12,20,16,12,7,9,5,15,15,9,18,9,7,14,11,10,8,7,5,9,3,4,2,4,10,6,3,9,1,5,2,12
E01005611,Salford 016B,Salford,2119,25,20,28,30,22,18,23,24,22,22,20,22,22,20,18,21,14,24,16,27,65,72,69,55,66,35,46,40,31,40,43,37,35,36,34,28,48,30,26,26,25,15,14,18,19,24,25,26,23,25,17,28,30,21,31,33,30,27,30,27,17,12,22,20,21,18,23,19,13,14,13,7,7,7,9,15,3,8,14,11,10,5,7,7,3,4,3,2,3,4,10
E01005612,Salford 016C,Salford,2242,47,41,49,36,47,37,46,39,40,45,46,39,32,39,30,32,30,20,25,23,22,17,18,15,19,19,23,29,14,22,30,34,37,31,34,41,46,41,50,36,33,34,26,36,36,24,21,21,29,19,24,27,29,24,23,22,24,17,15,27,18,15,18,20,19,17,17,14,19,27,19,16,16,18,22,7,10,12,8,16,10,7,8,9,3,10,9,6,2,4,14
E01005613,Salford 016D,Salford,2565,52,53,44,51,42,54,42,57,57,42,42,32,37,33,29,27,31,26,30,28,36,32,40,31,37,33,41,41,47,41,63,68,58,59,48,52,31,49,50,31,39,32,36,36,37,24,27,30,35,27,43,23,26,33,34,15,13,18,14,11,25,15,15,23,14,12,14,15,13,15,7,5,6,10,9,14,7,8,11,8,1,10,5,7,6,13,8,0,2,3,14
E01005614,Salford 016E,Salford,2563,107,97,98,109,98,92,89,80,87,84,82,72,74,51,56,48,51,34,33,36,23,26,20,27,25,36,29,26,34,33,40,43,46,35,49,36,25,34,25,19,26,24,26,14,26,16,9,13,18,13,12,13,11,7,16,8,9,8,6,9,8,13,8,13,12,11,7,1,8,8,8,3,6,5,5,3,5,2,6,2,9,1,5,3,4,2,1,2,2,2,5
E01005615,Salford 016F,Salford,2285,60,57,44,64,51,43,44,42,38,36,23,34,35,26,26,21,18,19,15,23,33,29,46,46,56,47,37,39,45,37,46,30,41,44,40,43,45,38,38,24,24,13,16,21,22,19,16,14,21,26,16,22,14,22,13,16,17,11,14,11,17,15,10,17,12,9,17,15,14,16,12,12,14,16,13,14,10,15,17,10,16,5,11,16,9,9,14,5,10,9,35
E01005624,Salford 017A,Salford,1772,33,32,27,37,31,30,28,30,31,27,23,22,24,23,25,24,28,28,22,27,20,19,20,22,25,21,23,27,24,31,33,31,21,29,30,32,22,30,26,18,27,29,27,24,22,23,23,29,28,24,20,18,21,23,26,16,15,16,17,14,12,10,13,10,10,21,19,17,16,11,11,12,10,10,13,10,9,11,14,4,3,4,7,2,1,1,4,2,2,3,2
E01005680,Salford 017B,Salford,1524,16,18,21,21,22,18,11,20,16,20,22,11,11,7,20,12,12,14,17,22,29,20,19,24,29,28,30,24,26,27,21,32,22,20,17,27,22,22,21,17,28,23,20,15,43,21,21,20,20,21,17,17,25,26,28,27,21,19,17,18,18,9,16,16,15,6,7,9,12,15,9,10,13,7,9,13,14,10,11,7,6,3,5,4,3,4,5,3,4,3,3
E01005683,Salford 017C,Salford,1636,26,31,25,29,29,22,25,27,28,22,18,26,19,19,14,17,21,18,15,21,33,29,30,33,35,31,24,25,27,25,14,19,16,20,16,19,22,26,19,14,13,19,29,24,24,14,17,17,22,15,26,20,29,26,20,21,20,17,11,20,12,15,17,14,18,20,14,13,20,16,7,10,8,10,15,11,6,7,10,6,7,7,5,5,3,5,5,6,0,6,5
E01032919,Salford 017F,Salford,3140,35,41,38,36,36,22,45,38,29,24,23,29,29,27,20,36,43,38,56,124,250,216,223,149,136,57,62,45,38,44,63,52,45,39,35,46,42,43,36,30,32,26,31,24,26,25,21,15,21,27,17,18,24,14,18,11,12,25,20,18,17,17,17,14,11,21,15,11,12,15,18,5,10,6,6,7,7,12,5,9,6,8,6,4,9,6,3,4,9,1,4
E01005622,Salford 018A,Salford,1506,43,24,19,28,24,15,19,18,19,14,15,14,9,13,14,12,21,16,16,19,12,17,24,29,28,24,32,19,23,26,22,25,26,24,36,27,26,28,27,17,13,17,18,17,22,19,22,18,16,17,15,26,24,21,25,19,19,17,16,10,13,5,16,11,15,14,11,11,9,7,10,5,9,7,5,11,8,10,6,6,6,9,10,7,11,2,7,4,8,4,14
E01005623,Salford 018B,Salford,1264,9,11,10,10,10,12,15,12,16,8,13,13,9,11,11,15,10,13,16,16,15,25,19,20,20,23,16,19,15,25,17,27,24,19,18,14,11,10,11,14,25,14,15,11,21,16,13,18,17,24,17,23,26,14,18,18,17,20,16,20,18,16,14,17,12,14,15,10,12,24,11,12,10,16,9,3,5,10,7,8,8,10,1,5,3,3,5,5,5,5,6
E01005626,Salford 018C,Salford,1261,17,7,11,17,15,16,16,15,12,9,20,11,10,14,13,18,9,12,6,14,10,11,12,12,18,16,11,14,14,18,10,16,19,18,10,19,19,21,13,12,12,16,11,13,11,15,18,19,13,21,16,20,17,31,19,18,15,23,16,20,16,11,17,18,21,22,10,19,17,29,9,11,7,13,7,9,8,9,9,14,6,7,10,12,2,6,10,5,6,3,19
E01005628,Salford 018D,Salford,1593,22,13,10,10,6,11,14,6,7,10,9,7,6,6,14,13,14,16,11,18,45,42,53,37,46,35,19,34,22,32,42,37,34,27,33,25,16,14,21,13,14,18,19,26,19,18,22,28,15,15,12,14,16,16,18,17,18,23,23,16,21,16,25,21,17,10,21,5,18,12,19,14,17,14,10,11,13,6,8,9,10,10,6,7,10,9,2,3,4,10,18
E01005725,Salford 019A,Salford,1405,25,17,24,29,24,23,21,26,30,28,31,21,26,16,22,15,20,22,18,19,14,24,15,18,16,24,17,21,27,20,22,17,14,22,14,10,23,17,13,10,24,22,21,22,19,20,17,19,18,19,17,18,26,17,27,13,13,9,8,10,13,11,13,10,16,10,12,12,15,10,12,11,8,9,10,8,4,5,6,5,5,1,3,2,5,3,1,0,1,4,6
E01005726,Salford 019B,Salford,1474,16,19,24,24,20,36,16,25,13,13,24,12,8,14,10,23,13,19,17,21,11,25,19,29,24,27,28,24,14,25,24,26,21,25,32,19,22,22,13,19,20,16,17,17,21,19,16,23,23,20,21,20,16,19,24,32,24,25,23,16,12,7,14,25,10,13,10,10,17,7,10,10,7,12,8,6,6,3,8,5,4,3,8,5,3,4,6,3,3,3,4
E01005727,Salford 019C,Salford,1446,17,12,17,19,15,14,20,14,27,16,9,14,14,7,8,10,14,12,12,10,14,11,18,14,18,30,37,25,44,49,33,29,33,29,27,24,22,21,14,29,27,23,20,29,27,25,17,19,32,22,23,24,18,19,19,25,20,14,16,14,11,7,18,12,9,6,8,11,12,13,7,8,7,6,6,5,4,4,5,4,7,5,10,5,5,3,3,3,3,0,4
E01005728,Salford 019D,Salford,1614,32,23,20,17,15,23,21,15,22,15,21,16,18,17,27,16,28,22,18,20,18,16,11,11,13,15,18,23,14,22,28,26,44,29,27,34,19,22,12,29,18,19,25,16,19,30,19,31,19,23,8,17,23,17,17,32,16,28,13,22,15,13,14,14,13,13,25,15,10,23,20,11,13,17,15,15,16,13,10,8,9,6,4,4,8,9,5,5,6,2,14
E01005733,Salford 019E,Salford,1295,18,19,15,19,17,23,18,15,20,21,20,28,25,22,21,26,23,14,21,11,14,14,13,13,13,14,17,16,23,13,21,16,20,18,18,18,21,17,13,14,12,18,13,17,17,16,16,22,19,21,15,16,26,21,15,19,18,19,14,8,14,11,14,8,10,15,10,7,16,12,8,6,4,5,7,6,9,14,6,4,7,3,6,2,1,2,2,2,1,5,14
E01005631,Salford 020A,Salford,1545,8,11,10,10,8,13,9,8,12,10,5,4,6,11,4,9,8,6,7,6,8,9,9,13,25,25,14,21,17,19,11,10,13,16,13,15,23,25,15,10,21,24,12,24,19,18,13,21,29,25,22,30,24,32,24,31,19,32,20,35,34,36,33,23,27,33,28,27,38,25,19,18,23,19,16,14,9,18,14,13,10,9,9,8,18,12,10,10,15,6,20
E01005632,Salford 020B,Salford,2280,43,35,28,35,34,29,23,36,37,29,30,18,21,21,24,21,25,23,16,23,27,32,34,37,44,44,41,49,52,54,57,52,62,45,42,39,55,46,36,40,34,33,25,38,25,21,31,24,18,22,23,26,16,28,30,22,21,22,17,18,19,17,12,13,15,15,18,19,12,8,12,12,10,2,6,7,12,7,11,11,13,13,9,10,10,9,7,8,3,7,20
E01005633,Salford 020C,Salford,1471,16,13,24,23,13,20,22,21,21,18,18,21,14,10,19,19,19,24,27,14,14,22,12,18,17,26,21,15,21,14,15,20,15,10,19,15,17,19,14,12,21,19,19,27,30,24,18,26,21,33,26,26,22,17,15,20,19,15,21,20,9,17,6,12,13,12,12,18,11,18,7,16,10,18,6,17,11,14,7,10,12,7,9,5,3,6,9,3,5,3,14
E01005634,Salford 020D,Salford,1589,28,19,36,22,21,22,20,24,10,19,16,14,15,16,21,17,16,12,25,16,15,10,8,13,7,18,19,12,9,13,21,24,32,27,26,34,28,29,26,31,28,16,27,30,24,22,15,28,27,16,26,26,26,28,17,25,20,26,22,14,21,20,13,21,17,12,17,20,15,22,19,21,16,12,13,4,12,3,7,9,10,3,6,0,4,4,2,3,1,1,7
E01005635,Salford 020E,Salford,1549,17,14,15,15,11,8,14,10,10,10,9,12,6,8,10,17,11,11,15,14,14,15,18,21,22,18,23,19,23,18,18,25,14,23,26,20,25,23,26,23,20,30,21,22,30,32,27,24,24,19,22,28,24,22,29,21,28,28,14,17,17,19,17,27,16,18,13,21,12,21,9,16,7,9,6,14,13,17,9,13,14,11,10,12,15,7,10,7,6,5,25
E01005636,Salford 020F,Salford,1578,22,7,12,14,17,19,13,20,8,23,15,12,19,11,13,6,15,13,13,12,16,15,19,18,19,32,16,20,24,23,16,16,22,18,22,12,21,24,14,22,18,21,21,17,22,31,20,26,17,15,29,30,23,31,40,17,28,28,29,23,19,16,18,12,18,22,17,19,8,25,14,15,18,11,16,7,16,15,12,7,17,11,7,11,3,8,10,6,6,10,25
E01005637,Salford 020G,Salford,1343,24,11,23,18,21,12,18,14,13,12,26,14,12,9,9,7,8,13,13,14,5,11,16,7,16,19,13,17,18,18,23,11,15,22,15,23,28,25,20,18,18,22,15,27,26,26,13,29,24,18,19,20,16,20,14,22,15,16,19,14,18,13,9,21,16,14,19,17,17,13,15,16,9,10,11,8,6,14,9,6,5,7,6,7,7,1,5,4,6,3,7
E01005629,Salford 021A,Salford,1330,9,16,13,7,11,14,12,15,14,17,16,11,11,10,10,14,19,17,20,19,10,17,11,15,12,26,20,14,16,19,21,24,28,25,14,18,11,16,12,15,18,14,6,18,22,14,18,19,19,18,28,30,17,15,28,12,13,21,16,18,15,11,9,11,16,15,10,7,13,15,13,10,14,17,8,13,11,9,17,12,8,13,10,7,9,8,8,6,8,3,21
E01005630,Salford 021B,Salford,1521,19,22,19,24,26,28,18,26,15,18,20,22,10,13,20,8,14,10,14,11,6,16,26,16,14,30,16,22,28,21,20,17,28,32,24,28,27,20,23,21,19,21,24,16,28,17,16,12,16,16,19,19,21,17,16,23,22,29,13,18,20,15,19,17,23,13,18,19,13,13,12,13,9,13,7,7,13,12,9,10,4,5,5,3,5,9,5,5,4,6,21
E01005719,Salford 021C,Salford,2173,28,25,18,19,26,19,14,15,15,15,20,11,13,14,9,22,19,22,13,17,15,38,57,56,79,66,66,79,71,71,59,35,42,35,30,31,38,27,32,26,31,33,20,24,22,21,36,22,14,27,32,26,19,24,22,16,21,20,19,24,14,19,16,20,18,18,18,19,20,18,12,18,16,8,16,11,8,18,12,9,12,5,7,4,2,12,8,7,2,9,17
E01005720,Salford 021D,Salford,2791,44,40,31,36,42,43,35,35,37,32,26,26,19,23,14,19,21,26,30,33,46,54,42,85,90,111,82,82,81,82,84,78,67,63,62,63,47,56,39,34,19,25,24,30,25,23,27,36,24,31,37,30,22,27,19,13,27,18,15,16,15,23,18,18,13,13,18,20,20,18,14,11,9,10,10,16,15,16,12,7,11,5,2,1,2,2,0,6,3,7,8
E01005722,Salford 021E,Salford,1839,28,26,28,38,23,37,32,30,25,30,27,24,29,24,29,27,40,37,31,28,23,27,25,24,27,29,25,30,24,22,39,32,22,34,24,30,21,28,25,15,21,26,23,33,20,21,30,25,19,29,16,17,17,25,20,23,13,16,18,16,15,13,13,15,19,7,14,8,18,19,16,12,13,10,9,9,8,5,14,10,3,5,2,6,6,3,5,1,5,4,5
E01005723,Salford 021F,Salford,1527,12,24,28,15,16,32,25,19,24,25,29,22,28,21,18,20,17,30,22,16,20,28,19,22,21,17,32,25,32,22,26,22,28,29,21,31,21,28,24,13,13,24,15,17,17,18,22,23,13,21,19,21,19,14,16,12,18,19,19,17,14,19,19,18,14,13,9,12,6,8,9,5,13,7,5,7,7,3,8,7,10,2,7,1,10,2,1,5,0,0,5
E01005724,Salford 021G,Salford,1472,15,14,11,6,18,17,20,9,14,12,6,15,10,12,9,5,13,12,10,11,11,10,13,13,15,19,24,22,17,18,14,14,18,15,12,18,13,16,18,20,9,20,13,12,14,15,21,16,26,22,19,33,22,29,30,19,18,26,25,20,22,14,13,18,23,21,24,20,19,24,21,13,16,20,26,8,16,14,14,9,14,17,10,11,11,10,7,15,10,6,38
E01005610,Salford 022D,Salford,1143,12,27,19,19,24,18,23,14,13,13,21,10,8,15,16,24,14,28,10,38,48,44,37,25,17,13,11,16,14,12,13,19,24,9,14,21,14,16,19,9,12,9,9,12,13,10,10,12,13,13,8,10,11,13,12,8,15,9,7,14,7,7,8,5,7,7,7,9,4,10,6,6,6,7,4,8,6,4,8,5,3,6,5,4,1,1,1,1,2,1,6
E01032684,Salford 022E,Salford,1490,15,14,14,12,14,14,7,11,9,9,14,6,7,4,8,15,6,11,19,74,97,87,60,42,59,46,32,33,38,37,45,42,37,41,34,38,26,31,20,18,23,21,14,16,14,12,7,16,10,10,12,12,15,13,16,15,8,8,8,3,5,7,6,6,5,3,5,3,3,6,8,1,1,2,3,5,2,1,5,1,1,1,1,4,1,0,0,2,2,0,1
E01032687,Salford 022F,Salford,1979,8,13,11,10,13,10,5,9,8,5,4,1,2,2,1,2,0,1,2,11,33,70,104,133,159,129,128,114,108,111,98,73,63,53,49,38,35,27,25,15,21,25,13,16,13,23,7,14,10,11,9,11,8,10,11,5,6,4,4,7,10,8,2,1,0,6,1,4,0,5,5,1,2,2,0,0,0,0,9,1,3,0,1,0,1,1,1,1,0,1,2
E01032906,Salford 022G,Salford,1656,24,10,12,15,8,8,9,7,7,10,2,4,5,3,5,1,5,8,9,17,63,66,76,85,87,70,76,72,70,72,59,64,45,46,45,23,31,23,21,17,14,14,9,16,22,18,17,18,22,15,25,16,15,15,13,12,12,4,9,11,6,3,4,3,1,6,6,4,2,5,1,1,4,0,1,3,4,5,2,7,2,2,0,0,2,2,1,0,0,0,2
E01032907,Salford 022H,Salford,1326,11,13,16,14,13,10,8,8,11,4,7,7,3,12,2,9,4,9,12,9,25,34,33,41,56,46,43,43,32,52,34,37,34,35,37,28,30,16,17,14,22,21,14,16,18,20,12,19,25,16,21,23,17,20,16,12,20,7,11,17,5,10,13,4,8,9,5,5,8,11,2,2,2,4,2,6,0,6,1,1,1,0,0,0,1,0,2,0,0,0,2
E01032909,Salford 022I,Salford,1597,4,1,2,0,3,3,3,2,3,1,7,0,6,0,0,4,6,6,0,12,21,19,47,69,92,97,101,113,107,124,100,77,76,59,58,26,32,30,25,19,26,18,20,18,13,11,7,11,15,7,17,12,14,4,8,5,1,3,5,7,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,5,0,0,1,1,1,1,1,1,0,2
E01032911,Salford 022J,Salford,1636,7,6,3,5,1,8,9,8,4,5,5,3,3,3,3,2,6,5,5,6,10,40,55,81,112,103,118,105,96,103,72,71,71,55,53,51,48,38,23,24,28,15,11,9,15,11,5,9,3,9,6,8,1,4,13,7,2,10,2,1,0,2,4,3,2,4,6,8,0,0,1,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2
E01033330,Salford 022K,Salford,1560,16,16,11,17,8,14,13,12,11,9,10,15,4,8,9,10,8,6,11,20,33,31,30,31,24,41,36,37,36,43,41,34,47,42,45,27,25,27,17,25,17,20,17,18,24,26,23,28,23,19,23,36,17,18,19,15,22,31,25,15,21,10,15,15,13,11,11,13,14,10,8,11,3,9,9,3,4,3,5,1,3,3,7,3,3,1,4,0,1,1,9
E01005654,Salford 023A,Salford,1914,46,38,16,38,29,26,30,20,16,16,17,15,14,9,12,11,9,14,11,12,18,26,25,40,39,78,80,63,63,65,79,59,92,66,72,38,43,34,24,17,22,22,19,20,12,12,16,15,16,17,13,6,16,13,9,12,11,9,22,11,8,13,8,10,14,15,8,9,5,11,7,2,6,4,9,8,6,5,5,2,5,6,2,3,3,10,3,4,2,4,4
E01005656,Salford 023B,Salford,1467,27,24,21,23,23,39,20,30,32,16,13,16,10,16,6,18,11,13,15,25,23,24,27,31,30,30,40,37,30,30,31,22,28,27,22,19,13,18,21,14,20,12,8,8,11,17,15,20,12,13,24,23,25,19,22,15,10,14,12,24,17,17,12,7,8,6,9,19,8,9,11,12,10,6,4,8,8,8,5,5,2,6,7,1,4,4,5,2,1,4,3
E01005657,Salford 023C,Salford,1624,21,15,26,16,19,28,16,24,24,18,19,20,25,22,14,25,25,19,21,31,26,15,28,34,40,33,34,29,23,22,19,18,28,21,19,13,16,18,12,7,24,15,24,17,16,26,19,23,22,19,26,26,24,22,19,18,22,22,15,22,15,17,16,9,15,17,13,15,24,20,8,15,14,12,10,10,8,6,4,11,7,10,3,8,10,3,4,4,2,3,7
E01005721,Salford 023D,Salford,1511,10,7,19,20,9,11,11,12,11,12,15,13,8,15,10,15,13,22,22,20,21,25,21,28,27,14,18,23,15,22,26,20,24,28,13,26,24,22,12,15,20,16,9,15,15,13,12,17,22,14,22,26,19,20,14,22,20,27,18,20,19,22,18,15,25,16,19,34,21,24,11,17,6,25,19,11,11,13,7,7,18,11,8,8,8,9,9,12,6,5,17
E01005655,Salford 024A,Salford,1781,43,36,52,34,39,37,33,28,25,21,19,23,18,20,16,12,9,15,16,10,29,35,40,51,67,54,60,59,56,54,41,47,33,58,43,27,30,34,16,19,20,15,20,23,13,16,24,20,13,14,11,18,10,14,9,8,11,10,10,8,13,11,7,7,6,6,6,8,5,5,13,9,8,4,2,0,0,2,4,3,2,1,2,3,2,2,1,0,0,1,2
E01005658,Salford 024B,Salford,1160,16,13,20,20,16,22,21,12,23,15,22,15,18,20,15,12,23,23,24,12,9,19,14,15,12,17,18,15,15,11,17,11,17,13,11,14,18,11,13,21,21,19,15,15,14,13,17,23,11,15,22,13,13,14,5,16,10,11,9,11,13,9,8,9,9,12,16,12,14,17,2,10,6,6,5,10,6,9,6,6,11,4,6,1,2,1,1,0,3,0,6
