date,area_code,area_name,geography,gender,all_ages,aged_0_to_15,aged_16_to_64,aged_65_and_over,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
2017-06-30,E01006189,Trafford 003D,LSOA,Persons,2328,557,1490,281,35,27,38,35,32,41,39,35,30,42,44,27,38,34,32,28,24,35,21,24,27,21,32,25,24,29,31,26,43,37,29,30,41,48,39,42,39,28,44,30,44,34,37,41,22,50,28,26,41,34,35,37,25,28,34,31,36,19,22,21,17,8,20,11,20,14,21,25,17,22,12,12,12,12,12,8,7,13,6,8,11,8,12,11,5,8,7,6,2,0,10
2017-06-30,E01006113,Trafford 004A,LSOA,Persons,1536,353,972,211,23,16,26,17,21,20,27,13,17,21,24,24,18,28,26,32,30,24,29,15,24,25,23,27,24,24,16,14,13,28,21,17,20,17,20,16,22,11,26,15,20,19,17,18,21,21,22,17,17,27,15,25,17,30,14,18,20,16,18,22,18,18,14,13,14,15,14,9,11,11,7,3,7,5,8,9,8,12,8,5,9,7,7,4,4,9,15,10,4,4,6
2017-06-30,E01006114,Trafford 004B,LSOA,Persons,1751,386,1140,225,31,27,18,29,28,23,26,18,15,32,13,26,27,28,20,25,31,26,20,20,25,24,23,23,27,22,23,25,24,18,25,23,31,28,30,31,21,23,23,23,21,24,20,20,24,27,24,36,39,34,17,24,17,21,19,20,21,24,16,21,15,18,17,15,17,11,12,8,15,11,9,10,11,11,6,8,8,10,10,11,10,8,10,5,5,6,6,4,3,4,13
2017-06-30,E01006115,Trafford 004C,LSOA,Persons,1601,306,1092,203,17,16,15,18,16,21,18,15,28,20,19,21,22,22,20,18,16,21,28,15,21,18,20,22,29,16,15,22,27,18,17,20,22,22,25,17,36,28,19,33,21,26,27,18,24,17,25,21,23,22,25,32,32,25,28,24,27,17,17,21,27,20,21,19,6,8,16,6,10,10,7,4,5,12,8,6,5,6,5,6,4,8,9,4,8,10,8,8,6,4,20
2017-06-30,E01006145,Trafford 004D,LSOA,Persons,1880,436,1201,243,20,18,24,23,28,17,41,39,33,26,30,32,27,22,29,27,25,28,35,16,15,26,32,23,19,29,23,21,28,32,26,30,24,31,23,35,35,29,31,25,33,18,19,20,20,28,40,23,25,15,18,31,20,23,25,32,23,32,18,12,22,15,17,15,16,11,15,16,15,12,12,14,11,13,11,7,8,7,13,13,9,13,8,8,4,6,5,2,3,0,7
2017-06-30,E01006146,Trafford 004E,LSOA,Persons,1773,383,1141,249,18,28,19,28,14,25,31,28,29,22,26,24,26,18,22,25,20,21,27,22,22,21,21,31,27,25,17,24,25,23,24,25,22,23,21,24,26,25,23,19,27,26,18,20,39,20,29,27,25,27,32,22,38,30,28,22,25,22,16,26,13,16,11,13,11,14,8,15,13,10,10,10,14,10,15,10,10,13,14,8,5,12,10,5,11,3,6,6,3,1,13
2017-06-30,E01006122,Trafford 005A,LSOA,Persons,1760,311,1007,442,23,20,16,17,17,18,17,24,24,16,21,10,21,17,26,24,21,21,28,17,18,17,19,17,17,14,15,15,10,18,17,20,21,14,15,13,16,24,23,19,19,22,22,18,19,21,15,21,25,37,31,27,33,37,29,27,19,27,15,19,27,23,24,13,8,15,21,17,24,22,36,22,21,24,31,16,11,15,24,19,15,13,18,14,14,8,8,9,6,3,16
2017-06-30,E01006123,Trafford 005B,LSOA,Persons,1695,347,997,351,19,15,18,17,19,21,23,23,28,18,20,26,18,32,25,25,24,28,21,16,12,17,17,14,12,14,15,15,14,9,14,12,20,16,12,17,16,18,24,20,16,22,25,22,26,25,25,23,18,20,25,41,27,35,49,28,23,19,19,25,14,14,20,21,18,17,17,23,24,24,20,19,22,12,15,15,11,11,16,17,9,16,9,7,4,9,6,9,3,2,14
2017-06-30,E01006124,Trafford 005C,LSOA,Persons,1405,221,815,369,10,12,10,9,13,17,13,12,9,12,12,20,19,17,18,18,11,19,17,10,10,13,15,13,14,8,11,12,9,7,5,6,14,6,5,8,10,13,11,7,12,12,19,22,15,20,23,24,23,17,20,24,16,31,24,18,37,22,31,18,35,33,18,25,22,22,25,26,29,19,29,23,17,20,21,12,10,14,8,18,16,11,9,6,8,4,5,2,2,4,9
2017-06-30,E01006128,Trafford 005D,LSOA,Persons,1763,349,1076,338,20,27,16,27,22,25,35,23,23,24,21,16,18,19,15,18,20,17,14,6,17,11,12,15,23,10,23,14,16,16,15,20,19,20,26,24,25,30,24,22,34,39,20,24,41,35,28,17,34,26,28,20,24,21,24,26,27,26,18,25,17,19,23,21,20,25,16,13,16,20,22,14,15,12,6,11,15,12,13,11,13,14,15,13,9,7,2,6,4,3,31
2017-06-30,E01006131,Trafford 005E,LSOA,Persons,1577,318,940,319,15,18,16,20,14,22,30,30,23,15,27,19,23,15,14,17,18,16,19,8,9,13,15,13,20,18,15,18,15,13,11,21,24,20,20,19,17,18,16,14,22,21,19,19,22,17,28,23,21,23,28,25,21,32,31,31,27,22,20,22,20,15,17,9,15,19,20,18,14,20,18,20,17,19,20,12,6,7,10,15,9,10,2,11,8,8,5,7,6,3,15
2017-06-30,E01006155,Trafford 006A,LSOA,Persons,1574,331,992,251,21,18,18,26,16,30,18,22,21,15,22,13,25,17,20,29,13,21,17,9,14,15,21,18,15,14,7,14,19,23,17,27,29,25,21,15,24,27,19,26,30,29,24,24,18,34,37,26,21,29,27,23,34,22,22,18,15,10,12,21,18,12,11,14,11,19,14,10,18,15,11,13,10,12,15,11,14,6,8,8,8,8,7,4,3,8,9,3,2,3,12
2017-06-30,E01006157,Trafford 006B,LSOA,Persons,1729,389,1128,212,27,33,19,25,32,22,25,23,25,24,20,22,29,18,21,24,16,22,13,14,15,17,21,19,15,13,21,23,23,27,34,23,26,30,24,23,23,15,21,16,32,22,32,24,20,44,36,33,36,30,29,27,19,31,18,32,17,22,19,29,23,15,20,12,12,17,14,12,14,9,12,11,10,8,4,7,8,6,10,7,11,6,4,10,3,6,7,6,2,2,6
2017-06-30,E01006159,Trafford 006C,LSOA,Persons,1872,520,1182,170,28,26,30,34,30,38,35,35,37,39,38,30,34,29,32,25,30,29,25,27,18,13,12,13,24,23,19,23,24,30,18,18,33,36,27,37,31,30,26,31,26,21,29,29,23,29,22,26,28,29,33,24,25,27,20,16,33,14,20,16,26,15,17,15,22,16,8,11,4,14,11,8,6,11,6,9,10,6,11,9,5,4,1,5,3,1,2,1,1,1,6
2017-06-30,E01006182,Trafford 006D,LSOA,Persons,1538,309,996,233,16,26,18,23,16,23,24,23,16,21,24,19,16,17,10,17,20,29,22,17,17,14,21,15,17,22,22,21,18,17,17,16,18,22,16,20,19,25,19,16,12,16,17,9,26,19,17,21,20,32,33,22,30,23,29,26,30,26,23,25,22,19,12,18,9,7,12,14,10,8,20,10,6,12,13,8,12,8,12,6,11,9,12,10,11,1,3,4,3,4,7
2017-06-30,E01006183,Trafford 006E,LSOA,Persons,1717,380,1066,271,15,28,24,25,30,31,22,30,25,27,19,23,23,16,18,24,32,15,20,24,17,18,13,19,18,24,20,20,21,18,13,15,14,25,23,15,31,26,29,25,21,18,18,15,19,17,25,35,32,26,24,28,33,29,24,31,18,25,21,28,24,13,18,14,15,15,10,25,17,16,20,9,10,15,10,12,12,13,12,9,13,13,8,5,10,4,3,2,2,1,5
2017-06-30,E01006125,Trafford 007A,LSOA,Persons,1463,257,884,322,16,8,8,15,11,15,14,14,17,27,17,16,22,19,20,18,19,22,10,17,10,12,17,20,16,10,17,12,13,11,15,12,16,22,11,13,15,15,13,16,13,16,13,23,16,35,23,16,23,24,24,28,25,30,18,23,17,24,27,27,14,17,17,18,19,22,23,22,20,28,15,12,11,24,12,9,17,14,12,10,13,6,4,5,7,6,2,5,2,5,16
2017-06-30,E01006126,Trafford 007B,LSOA,Persons,1757,384,1070,303,34,28,21,21,19,31,21,25,26,21,27,30,20,24,17,19,21,22,29,22,20,17,14,16,24,15,23,18,19,27,22,23,24,35,22,22,19,21,16,28,17,22,20,25,33,26,23,23,22,18,20,16,22,22,24,34,21,20,19,21,23,21,25,16,18,16,17,20,12,17,28,10,17,15,16,10,6,8,4,7,6,3,7,6,5,4,5,11,6,4,43
2017-06-30,E01006127,Trafford 007C,LSOA,Persons,1598,338,975,285,22,20,20,13,26,14,26,17,20,19,18,25,20,29,21,28,26,23,16,14,10,16,16,17,16,13,15,18,12,14,21,20,14,27,20,24,19,25,27,28,19,16,25,16,20,20,26,31,19,19,21,27,19,23,20,15,19,14,17,15,26,31,22,23,21,18,25,17,16,25,18,26,14,17,13,11,9,4,11,6,4,10,3,11,5,6,6,1,1,3,5
2017-06-30,E01006130,Trafford 007D,LSOA,Persons,1774,328,1114,332,26,16,24,20,21,16,21,21,18,21,21,25,18,20,24,16,17,20,28,17,14,21,12,23,25,20,19,15,17,15,19,19,21,12,20,21,18,14,23,33,28,31,43,22,32,18,33,23,21,20,26,27,26,38,26,36,23,35,24,24,21,22,26,15,11,18,12,22,23,19,19,12,16,17,12,15,13,20,14,16,13,7,12,4,5,7,2,3,2,8,21
2017-06-30,E01006132,Trafford 007E,LSOA,Persons,1560,289,978,293,21,14,18,22,16,16,16,23,15,29,20,10,16,20,14,19,12,18,20,16,17,19,16,18,14,13,18,17,15,22,14,12,14,23,16,26,18,29,21,22,16,18,15,23,27,21,22,21,20,18,24,28,20,26,28,24,27,21,32,22,21,24,16,17,17,26,8,21,22,16,13,15,9,9,12,14,15,13,6,9,10,11,12,14,7,8,4,4,4,2,9
2017-06-30,E01006156,Trafford 008A,LSOA,Persons,1686,384,1055,247,21,24,19,34,22,23,19,22,22,26,25,25,33,29,26,14,20,27,28,13,18,19,14,16,25,20,22,25,19,23,9,18,14,19,19,27,33,31,30,20,14,14,20,23,22,24,29,23,29,19,26,28,26,35,23,27,17,22,20,20,19,18,16,16,16,14,14,11,11,16,13,14,9,13,11,12,10,12,7,18,9,7,3,7,4,4,4,2,5,6,11
2017-06-30,E01006158,Trafford 008B,LSOA,Persons,1712,361,1108,243,27,22,26,28,30,26,15,19,18,18,19,25,19,16,20,33,24,26,15,12,18,15,14,23,16,18,22,12,20,24,25,21,30,26,34,31,29,21,28,25,18,18,32,22,25,25,18,22,29,27,22,33,30,32,22,27,32,25,27,24,15,17,10,10,17,12,15,19,16,17,19,11,18,10,11,5,5,5,10,8,10,5,7,6,3,5,3,4,4,2,13
2017-06-30,E01006179,Trafford 008C,LSOA,Persons,1766,286,1176,304,20,9,22,22,19,13,13,16,17,17,15,23,19,26,12,23,14,17,16,19,9,12,12,20,12,17,17,21,19,18,24,28,26,17,26,18,28,26,20,28,27,30,19,22,26,28,18,26,29,30,32,37,37,34,43,24,42,36,29,25,20,25,24,25,24,17,15,21,14,15,14,26,11,12,10,14,11,12,15,8,10,9,9,9,10,7,4,5,9,2,15
2017-06-30,E01006184,Trafford 008D,LSOA,Persons,1788,323,1125,340,16,19,13,16,21,22,26,27,22,25,20,19,18,22,13,24,22,28,16,23,19,21,25,13,27,19,24,21,21,21,25,35,29,27,21,17,25,25,18,17,15,11,19,14,18,28,28,25,29,30,36,35,34,27,22,30,24,22,16,28,24,15,20,18,18,15,14,22,18,26,22,18,15,12,13,13,10,18,16,13,13,11,8,7,10,6,9,6,4,3,18
2017-06-30,E01006198,Trafford 009A,LSOA,Persons,1513,224,943,346,19,16,9,16,21,10,13,13,11,12,13,11,16,14,13,17,17,19,19,16,14,15,24,24,14,25,21,18,13,27,10,14,10,22,23,15,13,16,14,19,17,16,19,19,19,32,23,24,20,21,23,19,25,29,22,30,26,19,23,14,13,13,18,18,19,13,16,18,11,13,20,13,9,10,6,10,11,13,19,8,17,8,17,18,19,6,6,15,7,10,33
2017-06-30,E01006199,Trafford 009B,LSOA,Persons,1683,330,1108,245,21,24,32,16,25,19,21,22,24,18,13,31,19,20,14,11,10,27,24,17,8,12,21,23,23,31,24,23,29,21,26,34,20,35,33,32,30,15,28,22,23,19,13,24,20,13,23,23,15,21,24,29,17,31,30,30,25,20,28,24,21,16,14,16,21,12,15,14,19,22,12,13,15,10,17,11,2,12,10,10,7,7,6,1,7,5,8,4,1,1,4
2017-06-30,E01006200,Trafford 009C,LSOA,Persons,1484,231,759,494,10,7,8,12,8,13,13,17,24,13,13,23,17,15,19,19,17,11,10,10,11,5,11,13,11,14,13,9,14,8,10,11,19,11,16,14,14,10,11,18,10,23,17,19,27,19,29,16,15,16,19,23,20,22,16,15,19,17,20,16,18,23,18,13,18,16,22,17,19,20,31,23,21,8,19,16,19,20,20,14,16,22,10,18,18,20,16,24,10,10,45
2017-06-30,E01006201,Trafford 009D,LSOA,Persons,1569,326,1067,176,30,27,16,25,24,33,30,26,21,13,17,20,16,8,5,15,18,17,14,7,13,18,20,13,15,18,18,24,31,25,24,25,27,34,29,28,40,31,20,24,13,15,22,26,24,26,21,25,23,29,24,25,29,21,31,23,20,20,19,21,17,17,10,16,17,12,10,6,11,15,6,10,4,5,2,3,6,5,6,10,4,11,8,5,4,4,3,3,2,4,17
2017-06-30,E01006202,Trafford 009E,LSOA,Persons,1397,212,944,241,10,11,8,12,9,12,17,15,15,20,8,15,8,9,18,25,18,18,18,28,15,10,19,13,11,21,22,21,13,18,16,21,15,11,19,22,14,15,18,19,13,19,20,19,17,18,19,22,31,14,29,24,49,38,28,31,16,21,21,18,13,14,13,14,8,13,19,11,9,19,11,13,15,9,4,7,4,8,8,10,10,8,8,6,2,4,9,7,8,8,11
2017-06-30,E01006120,Trafford 010A,LSOA,Persons,1377,250,799,328,18,17,17,17,18,17,16,12,20,5,10,18,10,19,15,21,7,17,16,13,9,11,10,14,11,9,14,11,5,9,8,14,19,15,10,18,18,18,17,15,12,17,11,10,19,8,19,15,21,26,18,28,37,31,24,21,26,25,30,16,16,16,17,14,14,11,14,25,13,23,24,17,17,19,19,17,16,13,19,15,11,10,9,6,4,10,7,2,1,1,5
2017-06-30,E01006129,Trafford 010B,LSOA,Persons,1418,252,789,377,10,14,16,15,12,17,23,17,11,15,18,15,15,26,10,18,14,16,13,13,6,3,7,7,8,9,8,7,10,12,10,13,7,13,13,17,14,25,23,27,14,18,12,17,21,20,14,33,14,23,29,20,27,36,22,27,20,16,15,10,12,18,20,17,19,24,14,15,16,28,17,21,15,18,18,18,7,19,12,11,19,15,8,10,10,11,14,11,6,5,15
2017-06-30,E01006133,Trafford 010C,LSOA,Persons,1440,206,789,445,11,10,13,9,9,15,14,13,12,14,13,15,12,21,15,10,13,7,11,7,9,7,5,10,9,8,10,7,9,7,9,9,12,13,8,16,15,16,19,20,14,18,10,20,23,25,25,27,27,22,26,22,19,25,26,25,21,12,26,21,18,17,16,29,19,28,30,30,28,21,23,10,25,22,18,16,22,16,23,12,14,8,17,9,10,6,15,9,7,6,20
2017-06-30,E01006197,Trafford 010D,LSOA,Persons,1465,299,908,258,16,20,25,13,16,27,19,19,9,28,26,20,17,10,13,21,16,22,13,15,8,8,12,11,9,16,16,13,14,12,14,16,20,22,22,27,25,22,30,27,24,30,29,18,26,25,19,25,26,18,16,22,22,16,27,18,17,21,12,10,16,9,25,10,17,15,13,13,14,12,13,14,23,20,16,6,7,7,6,5,6,11,5,7,6,10,6,6,4,3,10
2017-06-30,E01006203,Trafford 010E,LSOA,Persons,1382,219,890,273,15,10,12,14,15,11,14,12,22,8,13,15,8,17,16,17,23,24,22,11,17,16,19,18,22,12,7,10,15,8,11,18,13,14,15,10,9,11,12,14,11,23,15,9,15,19,25,25,23,31,18,23,32,30,19,24,20,23,26,31,26,13,20,16,22,21,24,12,17,20,17,12,9,12,11,6,7,2,11,3,5,10,7,4,8,5,7,10,3,3,27
2017-06-30,E01006142,Trafford 011A,LSOA,Persons,1786,331,1119,336,19,19,19,23,22,20,23,17,18,29,24,30,25,12,17,14,22,18,22,11,15,17,9,21,26,23,23,22,32,22,26,21,33,18,26,27,24,24,27,24,13,24,9,37,19,24,24,20,28,20,29,30,25,24,33,17,23,22,26,18,20,29,23,21,28,20,21,27,18,18,20,13,14,15,16,7,11,8,12,5,6,9,7,7,8,9,13,13,11,9,19
2017-06-30,E01006143,Trafford 011B,LSOA,Persons,1684,318,1062,304,19,17,13,22,21,17,16,17,15,29,14,20,23,25,24,26,17,26,16,13,11,12,21,20,20,18,13,20,14,17,22,24,22,24,22,22,32,29,33,27,25,20,23,24,26,30,38,21,23,17,18,23,29,24,23,17,27,29,21,21,17,21,16,17,17,21,18,15,15,23,21,8,13,7,14,6,8,7,5,14,7,9,11,9,9,4,13,8,10,11,18
2017-06-30,E01006144,Trafford 011C,LSOA,Persons,1395,285,879,231,15,17,14,18,16,21,24,21,17,16,30,16,20,15,15,10,15,17,14,14,10,9,11,18,10,10,18,14,16,26,22,25,25,31,23,28,26,15,23,18,21,15,23,18,11,20,15,20,15,15,15,12,22,31,20,14,11,15,15,18,20,12,14,21,28,12,13,19,10,12,13,8,9,7,8,3,8,7,3,7,13,10,12,13,5,7,7,5,6,5,9
2017-06-30,E01006180,Trafford 011D,LSOA,Persons,1872,363,1338,171,25,22,19,32,22,33,19,24,25,24,21,18,22,18,18,21,13,25,12,11,21,17,19,22,18,28,30,31,31,31,32,35,58,49,53,40,39,45,31,37,29,39,19,28,35,40,27,27,40,29,25,22,22,20,23,25,15,16,16,31,28,15,14,11,14,13,15,11,6,6,14,13,8,6,8,9,7,3,11,6,5,3,4,4,2,2,2,0,1,4,8
2017-06-30,E01006181,Trafford 011E,LSOA,Persons,1622,366,1013,243,14,17,23,15,15,31,30,30,32,27,26,27,17,27,16,19,18,29,15,8,23,21,16,20,17,23,24,13,23,22,23,23,23,23,27,27,26,24,21,26,21,22,22,16,15,22,21,20,29,20,23,16,28,20,17,23,23,22,23,20,14,13,15,15,18,6,16,17,14,17,15,14,9,10,6,7,11,9,13,9,3,8,7,7,7,6,7,3,7,5,10
2017-06-30,E01006147,Trafford 012A,LSOA,Persons,1414,358,802,254,17,19,29,22,18,15,25,26,26,20,30,32,17,23,25,14,15,19,9,8,4,11,8,13,10,6,15,12,5,9,12,10,16,8,11,28,31,27,25,23,16,22,22,22,26,26,24,28,20,16,12,17,18,19,19,27,19,16,12,15,11,14,18,12,16,14,11,18,10,16,25,10,12,14,7,4,9,11,10,10,7,3,7,9,2,5,7,5,8,5,15
2017-06-30,E01006149,Trafford 012B,LSOA,Persons,1595,349,955,291,16,25,20,23,30,34,30,18,31,17,14,19,27,16,12,17,15,10,11,9,6,10,13,16,17,16,14,15,18,14,20,16,24,24,19,26,32,24,37,32,19,20,29,19,23,25,23,23,27,28,34,26,32,20,9,20,17,17,20,16,15,13,17,17,8,12,15,13,12,19,12,11,11,15,9,19,12,8,12,10,8,11,8,10,7,8,4,12,4,4,25
2017-06-30,E01006150,Trafford 012C,LSOA,Persons,1773,328,1097,348,19,19,20,22,24,18,17,27,23,20,19,22,27,15,16,20,9,14,16,11,14,9,14,20,24,18,25,28,22,27,28,31,27,31,20,23,24,25,21,26,35,14,37,23,40,34,36,21,22,29,20,27,22,22,24,26,23,17,19,21,17,18,17,11,15,15,19,23,12,17,27,15,17,17,16,11,12,9,11,12,16,20,9,11,7,5,6,6,3,4,28
2017-06-30,E01006154,Trafford 012D,LSOA,Persons,1519,364,986,169,26,31,28,27,25,29,24,22,27,23,16,14,22,15,18,17,13,13,16,9,9,10,18,7,10,9,11,22,20,20,13,29,26,34,30,34,34,35,36,24,25,20,22,24,23,40,20,21,19,24,25,21,21,19,24,19,23,19,20,21,12,11,6,9,16,8,11,10,10,16,12,9,4,6,4,8,10,14,5,2,11,7,3,6,0,1,1,1,3,1,6
2017-06-30,E01006165,Trafford 012E,LSOA,Persons,2110,417,1511,182,38,40,30,25,38,33,27,28,16,27,24,23,18,16,20,14,21,13,13,6,12,16,12,18,24,49,43,44,45,60,46,62,56,49,54,37,51,40,31,47,37,30,33,44,29,39,31,25,35,25,19,35,20,25,20,26,24,21,23,19,30,13,25,20,14,11,10,13,8,6,12,10,6,7,9,14,10,6,9,4,5,5,4,3,4,4,7,5,3,4,3
2017-06-30,E01006166,Trafford 013A,LSOA,Persons,1536,273,978,285,16,16,17,23,9,16,18,21,15,14,20,17,18,15,19,19,18,20,20,22,13,14,14,16,11,13,15,16,10,13,23,14,15,17,17,20,22,27,16,27,19,21,20,24,20,28,28,22,27,23,26,20,26,14,18,29,23,16,34,34,21,20,16,20,16,29,18,16,21,25,10,8,14,11,15,8,8,8,10,6,9,7,7,2,3,11,12,10,6,7,4
2017-06-30,E01006169,Trafford 013B,LSOA,Persons,1633,311,942,380,18,28,19,19,22,23,17,25,20,17,22,20,18,15,13,15,9,18,17,11,13,13,14,17,12,9,17,11,12,13,13,16,14,26,27,23,23,21,27,21,29,21,16,19,16,20,28,31,24,20,20,29,16,27,31,30,23,21,20,13,21,13,18,22,17,21,26,25,22,25,24,10,17,12,13,12,15,15,15,17,12,10,10,12,8,2,6,11,7,7,26
