area_code,area_name,geography,period,indicator,religion,measure,unit,value
E05000830,Hale Barns,Electoral ward,2021-03-21,Religious affiliation,Buddhist,Count,Persons,53
E05000830,Hale Barns,Electoral ward,2021-03-21,Religious affiliation,Hindu,Count,Persons,367
E05000830,Hale Barns,Electoral ward,2021-03-21,Religious affiliation,Jewish,Count,Persons,854
E05000830,Hale Barns,Electoral ward,2021-03-21,Religious affiliation,Muslim,Count,Persons,1581
E05000830,Hale Barns,Electoral ward,2021-03-21,Religious affiliation,Sikh,Count,Persons,83
E05000830,Hale Barns,Electoral ward,2021-03-21,Religious affiliation,Other religion,Count,Persons,20
E05000830,Hale Barns,Electoral ward,2021-03-21,Religious affiliation,Not answered,Count,Persons,535
E05000831,Hale Central,Electoral ward,2021-03-21,Religious affiliation,No religion,Count,Persons,3298
E05000831,Hale Central,Electoral ward,2021-03-21,Religious affiliation,Christian,Count,Persons,5567
E05000831,Hale Central,Electoral ward,2021-03-21,Religious affiliation,Buddhist,Count,Persons,39
E05000831,Hale Central,Electoral ward,2021-03-21,Religious affiliation,Hindu,Count,Persons,155
E05000831,Hale Central,Electoral ward,2021-03-21,Religious affiliation,Jewish,Count,Persons,362
E05000831,Hale Central,Electoral ward,2021-03-21,Religious affiliation,Muslim,Count,Persons,386
E05000831,Hale Central,Electoral ward,2021-03-21,Religious affiliation,Sikh,Count,Persons,19
E05000831,Hale Central,Electoral ward,2021-03-21,Religious affiliation,Other religion,Count,Persons,37
E05000831,Hale Central,Electoral ward,2021-03-21,Religious affiliation,Not answered,Count,Persons,574
E05000832,Longford,Electoral ward,2021-03-21,Religious affiliation,No religion,Count,Persons,3571
E05000832,Longford,Electoral ward,2021-03-21,Religious affiliation,Christian,Count,Persons,4490
E05000832,Longford,Electoral ward,2021-03-21,Religious affiliation,Buddhist,Count,Persons,51
E05000832,Longford,Electoral ward,2021-03-21,Religious affiliation,Hindu,Count,Persons,145
E05000832,Longford,Electoral ward,2021-03-21,Religious affiliation,Jewish,Count,Persons,42
E05000832,Longford,Electoral ward,2021-03-21,Religious affiliation,Muslim,Count,Persons,3503
E05000832,Longford,Electoral ward,2021-03-21,Religious affiliation,Sikh,Count,Persons,351
E05000832,Longford,Electoral ward,2021-03-21,Religious affiliation,Other religion,Count,Persons,51
E05000832,Longford,Electoral ward,2021-03-21,Religious affiliation,Not answered,Count,Persons,691
E05000833,Priory,Electoral ward,2021-03-21,Religious affiliation,No religion,Count,Persons,4509
E05000833,Priory,Electoral ward,2021-03-21,Religious affiliation,Christian,Count,Persons,5032
E05000833,Priory,Electoral ward,2021-03-21,Religious affiliation,Buddhist,Count,Persons,48
E05000833,Priory,Electoral ward,2021-03-21,Religious affiliation,Hindu,Count,Persons,452
E05000833,Priory,Electoral ward,2021-03-21,Religious affiliation,Jewish,Count,Persons,42
E05000833,Priory,Electoral ward,2021-03-21,Religious affiliation,Muslim,Count,Persons,407
E05000833,Priory,Electoral ward,2021-03-21,Religious affiliation,Sikh,Count,Persons,20
E05000833,Priory,Electoral ward,2021-03-21,Religious affiliation,Other religion,Count,Persons,27
E05000833,Priory,Electoral ward,2021-03-21,Religious affiliation,Not answered,Count,Persons,631
E05000835,Sale Moor,Electoral ward,2021-03-21,Religious affiliation,No religion,Count,Persons,4181
E05000835,Sale Moor,Electoral ward,2021-03-21,Religious affiliation,Christian,Count,Persons,5140
E05000835,Sale Moor,Electoral ward,2021-03-21,Religious affiliation,Buddhist,Count,Persons,40
E05000835,Sale Moor,Electoral ward,2021-03-21,Religious affiliation,Hindu,Count,Persons,169
E05000835,Sale Moor,Electoral ward,2021-03-21,Religious affiliation,Jewish,Count,Persons,14
E05000835,Sale Moor,Electoral ward,2021-03-21,Religious affiliation,Muslim,Count,Persons,426
E05000835,Sale Moor,Electoral ward,2021-03-21,Religious affiliation,Sikh,Count,Persons,37
E05000835,Sale Moor,Electoral ward,2021-03-21,Religious affiliation,Other religion,Count,Persons,77
E05000835,Sale Moor,Electoral ward,2021-03-21,Religious affiliation,Not answered,Count,Persons,582
E05000834,St Mary's,Electoral ward,2021-03-21,Religious affiliation,No religion,Count,Persons,3942
E05000834,St Mary's,Electoral ward,2021-03-21,Religious affiliation,Christian,Count,Persons,5942
E05000834,St Mary's,Electoral ward,2021-03-21,Religious affiliation,Buddhist,Count,Persons,46
E05000834,St Mary's,Electoral ward,2021-03-21,Religious affiliation,Hindu,Count,Persons,315
E05000834,St Mary's,Electoral ward,2021-03-21,Religious affiliation,Jewish,Count,Persons,51
E05000834,St Mary's,Electoral ward,2021-03-21,Religious affiliation,Muslim,Count,Persons,732
E05000834,St Mary's,Electoral ward,2021-03-21,Religious affiliation,Sikh,Count,Persons,68
E05000834,St Mary's,Electoral ward,2021-03-21,Religious affiliation,Other religion,Count,Persons,82
E05000834,St Mary's,Electoral ward,2021-03-21,Religious affiliation,Not answered,Count,Persons,631
E05000836,Stretford,Electoral ward,2021-03-21,Religious affiliation,No religion,Count,Persons,3777
E05000836,Stretford,Electoral ward,2021-03-21,Religious affiliation,Christian,Count,Persons,5022
E05000836,Stretford,Electoral ward,2021-03-21,Religious affiliation,Buddhist,Count,Persons,33
E05000836,Stretford,Electoral ward,2021-03-21,Religious affiliation,Hindu,Count,Persons,95
E05000836,Stretford,Electoral ward,2021-03-21,Religious affiliation,Jewish,Count,Persons,12
E05000836,Stretford,Electoral ward,2021-03-21,Religious affiliation,Muslim,Count,Persons,1612
E05000836,Stretford,Electoral ward,2021-03-21,Religious affiliation,Sikh,Count,Persons,311
E05000836,Stretford,Electoral ward,2021-03-21,Religious affiliation,Other religion,Count,Persons,31
E05000836,Stretford,Electoral ward,2021-03-21,Religious affiliation,Not answered,Count,Persons,582
E05000837,Timperley,Electoral ward,2021-03-21,Religious affiliation,No religion,Count,Persons,3612
E05000837,Timperley,Electoral ward,2021-03-21,Religious affiliation,Christian,Count,Persons,6505
E05000837,Timperley,Electoral ward,2021-03-21,Religious affiliation,Buddhist,Count,Persons,33
E05000837,Timperley,Electoral ward,2021-03-21,Religious affiliation,Hindu,Count,Persons,210
E05000837,Timperley,Electoral ward,2021-03-21,Religious affiliation,Jewish,Count,Persons,59
E05000837,Timperley,Electoral ward,2021-03-21,Religious affiliation,Muslim,Count,Persons,322
E05000837,Timperley,Electoral ward,2021-03-21,Religious affiliation,Sikh,Count,Persons,41
E05000837,Timperley,Electoral ward,2021-03-21,Religious affiliation,Other religion,Count,Persons,45
E05000837,Timperley,Electoral ward,2021-03-21,Religious affiliation,Not answered,Count,Persons,492
E05000838,Urmston,Electoral ward,2021-03-21,Religious affiliation,No religion,Count,Persons,4189
E05000838,Urmston,Electoral ward,2021-03-21,Religious affiliation,Christian,Count,Persons,5994
E05000838,Urmston,Electoral ward,2021-03-21,Religious affiliation,Buddhist,Count,Persons,37
E05000838,Urmston,Electoral ward,2021-03-21,Religious affiliation,Hindu,Count,Persons,68
E05000838,Urmston,Electoral ward,2021-03-21,Religious affiliation,Jewish,Count,Persons,9
E05000838,Urmston,Electoral ward,2021-03-21,Religious affiliation,Muslim,Count,Persons,259
E05000838,Urmston,Electoral ward,2021-03-21,Religious affiliation,Sikh,Count,Persons,55
E05000838,Urmston,Electoral ward,2021-03-21,Religious affiliation,Other religion,Count,Persons,42
E05000838,Urmston,Electoral ward,2021-03-21,Religious affiliation,Not answered,Count,Persons,546
E05000839,Village,Electoral ward,2021-03-21,Religious affiliation,No religion,Count,Persons,3264
E05000839,Village,Electoral ward,2021-03-21,Religious affiliation,Christian,Count,Persons,5650
E05000839,Village,Electoral ward,2021-03-21,Religious affiliation,Buddhist,Count,Persons,52
E05000839,Village,Electoral ward,2021-03-21,Religious affiliation,Hindu,Count,Persons,260
E05000839,Village,Electoral ward,2021-03-21,Religious affiliation,Jewish,Count,Persons,31
E05000839,Village,Electoral ward,2021-03-21,Religious affiliation,Muslim,Count,Persons,702
E05000839,Village,Electoral ward,2021-03-21,Religious affiliation,Sikh,Count,Persons,26
E05000839,Village,Electoral ward,2021-03-21,Religious affiliation,Other religion,Count,Persons,41
E05000839,Village,Electoral ward,2021-03-21,Religious affiliation,Not answered,Count,Persons,499
